h 	 hh 	 p 	 snp 	 ar 	 war 	 sigma 	 bf 	 like 	 
0.305	0.002	-2.033	1	0.260	0.145	0.956	12.273	-1.173	
0.263	0.003	-1.993	1	0.260	0.145	0.863	12.518	-1.286	
0.001	0.002	-1.962	2	0.260	0.145	0.040	11.575	-5.889	
0.034	0.002	-1.871	1	0.260	0.146	0.273	13.683	-1.707	
0.109	0.002	-1.736	1	0.260	0.146	0.505	13.249	-2.336	
0.495	0.002	-1.990	1	0.260	0.146	1.430	11.808	-1.297	
0.596	0.002	-1.955	1	0.260	0.146	1.758	13.406	-1.405	
0.656	0.003	-1.966	1	0.260	0.146	1.993	11.805	-1.369	
0.416	0.002	-1.922	1	0.260	0.146	1.217	12.309	-1.519	
0.528	0.002	-1.812	1	0.260	0.146	1.527	12.496	-1.956	
0.475	0.002	-1.789	1	0.260	0.145	1.375	12.209	-2.064	
0.651	0.002	-1.849	1	0.260	0.145	1.969	11.341	-1.797	
0.822	0.002	-1.745	2	0.260	0.145	2.192	11.019	-6.287	
0.440	0.003	-1.705	1	0.260	0.145	1.282	13.721	-2.512	
0.181	0.004	-1.801	1	0.260	0.145	0.679	12.524	-2.006	
0.377	0.004	-1.751	2	0.260	0.145	0.960	9.207	-6.268	
0.347	0.003	-1.755	1	0.260	0.145	1.055	13.915	-2.236	
0.403	0.001	-1.596	3	0.260	0.145	0.685	12.047	-10.535	
0.691	0.002	-1.557	1	0.260	0.145	2.160	11.460	-3.546	
0.633	0.001	-1.678	1	0.260	0.145	1.894	11.480	-2.673	
0.800	0.002	-1.826	1	0.260	0.145	2.883	11.142	-1.894	
0.825	0.002	-1.708	2	0.260	0.145	2.216	10.059	-6.405	
0.828	0.002	-1.826	1	0.260	0.145	3.173	12.720	-1.895	
0.576	0.002	-1.877	2	0.260	0.145	1.188	11.695	-5.993	
0.168	0.004	-1.768	2	0.260	0.145	0.458	11.290	-6.221	
0.305	0.002	-1.511	4	0.260	0.145	0.569	9.778	-14.289	
0.041	0.002	-1.289	2	0.260	0.145	0.252	12.564	-9.563	
0.073	0.003	-1.382	3	0.260	0.145	0.291	12.252	-11.620	
0.022	0.002	-1.426	1	0.260	0.145	0.217	15.012	-4.821	
0.047	0.003	-1.317	4	0.260	0.145	0.189	13.540	-15.171	
0.008	0.003	-1.437	2	0.260	0.145	0.089	14.873	-7.964	
0.032	0.002	-1.403	4	0.260	0.145	0.178	11.680	-14.652	
0.003	0.003	-1.389	3	0.260	0.145	0.056	12.747	-11.566	
0.095	0.002	-1.267	3	0.260	0.145	0.270	12.576	-12.724	
0.054	0.005	-1.501	2	0.260	0.145	0.290	10.589	-7.465	
0.058	0.004	-1.423	2	0.260	0.146	0.302	12.598	-8.089	
0.092	0.003	-1.421	2	0.260	0.146	0.326	13.368	-8.101	
0.034	0.002	-1.350	2	0.260	0.146	0.190	14.703	-8.824	
0.336	0.003	-1.586	1	0.260	0.146	1.034	10.662	-3.314	
0.150	0.003	-1.799	3	0.260	0.146	0.390	10.393	-10.270	
0.002	0.003	-1.637	1	0.260	0.146	0.061	15.980	-2.940	
0.043	0.002	-1.666	1	0.260	0.146	0.307	13.304	-2.749	
0.029	0.002	-1.674	2	0.260	0.146	0.212	11.860	-6.530	
0.101	0.003	-1.738	1	0.260	0.146	0.485	13.241	-2.322	
0.202	0.002	-1.712	1	0.260	0.146	0.724	12.187	-2.470	
0.168	0.003	-1.861	1	0.260	0.146	0.648	12.808	-1.748	
0.050	0.003	-1.807	1	0.260	0.146	0.333	13.147	-1.983	
0.002	0.001	-1.497	4	0.260	0.146	0.044	13.497	-14.322	
0.009	0.003	-1.449	3	0.260	0.146	0.091	12.999	-11.163	
0.261	0.002	-1.405	1	0.260	0.146	0.860	14.118	-5.058	
0.614	0.004	-1.495	1	0.260	0.146	1.820	11.896	-4.098	
0.429	0.001	-1.496	2	0.260	0.146	0.886	11.763	-7.496	
0.378	0.003	-1.569	2	0.260	0.146	0.796	12.276	-7.031	
0.333	0.002	-1.648	1	0.260	0.146	1.019	12.049	-2.863	
0.292	0.001	-1.697	1	0.260	0.146	0.928	14.042	-2.560	
0.227	0.001	-1.722	1	0.260	0.146	0.781	12.585	-2.414	
0.018	0.004	-1.709	1	0.260	0.146	0.194	15.532	-2.489	
0.012	0.003	-1.773	4	0.260	0.146	0.084	16.290	-14.339	
0.252	0.004	-1.670	2	0.260	0.146	0.593	11.884	-6.546	
0.379	0.003	-1.797	1	0.260	0.146	1.127	12.429	-2.028	
0.018	0.002	-1.438	2	0.260	0.146	0.143	11.961	-7.958	
0.021	0.003	-1.472	1	0.260	0.146	0.210	13.572	-4.323	
0.228	0.004	-1.493	2	0.260	0.146	0.557	12.572	-7.521	
0.372	0.003	-1.490	1	0.260	0.146	1.112	13.862	-4.146	
0.589	0.003	-1.557	2	0.260	0.146	1.404	10.041	-7.099	
0.266	0.003	-1.610	2	0.260	0.146	0.615	12.160	-6.815	
0.228	0.002	-1.710	1	0.260	0.146	0.783	12.414	-2.481	
0.023	0.004	-1.777	2	0.260	0.146	0.181	14.394	-6.198	
0.047	0.002	-1.886	1	0.260	0.146	0.320	13.688	-1.651	
0.134	0.002	-1.905	1	0.260	0.146	0.568	12.691	-1.579	
0.118	0.002	-2.022	1	0.260	0.146	0.528	12.749	-1.205	
0.082	0.002	-1.710	1	0.261	0.146	0.431	13.203	-2.483	
0.039	0.002	-1.654	1	0.261	0.146	0.291	14.121	-2.826	
0.004	0.003	-1.726	2	0.261	0.146	0.068	14.136	-6.346	
0.013	0.005	-1.804	1	0.261	0.146	0.166	15.561	-1.995	
0.017	0.003	-1.830	1	0.261	0.146	0.192	13.953	-1.876	
0.232	0.002	-1.687	3	0.261	0.146	0.457	12.089	-10.345	
0.226	0.003	-1.698	1	0.261	0.146	0.780	12.740	-2.550	
0.145	0.003	-1.710	2	0.261	0.146	0.420	12.728	-6.398	
0.044	0.005	-1.594	1	0.261	0.146	0.311	15.108	-3.248	
0.009	0.002	-1.568	2	0.261	0.146	0.096	14.223	-7.035	
0.096	0.003	-1.451	3	0.261	0.146	0.303	10.441	-11.154	
0.295	0.002	-1.714	1	0.261	0.146	0.934	12.985	-2.458	
0.125	0.002	-1.557	1	0.261	0.146	0.543	13.007	-3.540	
0.009	0.004	-1.410	4	0.261	0.146	0.075	12.729	-14.623	
0.014	0.002	-1.480	3	0.261	0.146	0.112	15.408	-10.990	
0.002	0.004	-1.712	4	0.261	0.146	0.038	13.835	-14.237	
0.112	0.003	-1.691	1	0.261	0.146	0.512	12.637	-2.591	
0.015	0.003	-1.710	4	0.261	0.146	0.118	12.007	-14.235	
0.010	0.002	-1.724	1	0.261	0.146	0.144	14.109	-2.400	
0.023	0.001	-1.633	4	0.261	0.146	0.121	12.213	-14.178	
0.003	0.004	-1.396	4	0.261	0.146	0.043	13.643	-14.686	
0.210	0.003	-1.296	4	0.261	0.146	0.397	12.405	-15.340	
0.043	0.002	-1.422	2	0.261	0.146	0.217	13.341	-8.097	
0.007	0.004	-1.479	1	0.261	0.146	0.121	14.842	-4.255	
0.024	0.003	-1.498	1	0.261	0.146	0.228	13.546	-4.068	
0.250	0.002	-1.636	2	0.261	0.146	0.589	12.396	-6.692	
0.097	0.003	-1.563	1	0.261	0.146	0.473	13.080	-3.491	
0.008	0.003	-1.493	4	0.261	0.146	0.078	13.994	-14.332	
0.004	0.002	-1.396	2	0.261	0.146	0.079	14.747	-8.342	
0.231	0.002	-1.294	4	0.261	0.146	0.531	7.125	-15.350	
0.164	0.002	-1.486	3	0.261	0.146	0.411	10.291	-10.961	
0.144	0.003	-1.828	1	0.261	0.146	0.592	12.719	-1.885	
0.108	0.004	-1.860	3	0.261	0.146	0.370	9.875	-10.289	
0.247	0.004	-1.804	1	0.261	0.146	0.827	14.060	-1.996	
0.373	0.003	-1.566	2	0.261	0.146	0.787	11.831	-7.050	
0.235	0.004	-1.712	1	0.261	0.146	0.800	12.369	-2.468	
0.006	0.003	-1.914	2	0.261	0.146	0.080	13.877	-5.940	
0.019	0.002	-1.696	4	0.261	0.146	0.134	11.750	-14.217	
0.049	0.004	-1.659	2	0.261	0.146	0.265	13.664	-6.591	
0.031	0.004	-1.695	2	0.261	0.146	0.210	14.036	-6.453	
0.204	0.003	-1.806	1	0.261	0.146	0.733	14.276	-1.983	
0.196	0.004	-1.780	1	0.261	0.146	0.714	14.303	-2.108	
0.131	0.003	-1.845	1	0.261	0.146	0.562	14.537	-1.813	
0.074	0.001	-1.866	1	0.261	0.146	0.409	13.034	-1.727	
0.012	0.003	-1.960	1	0.261	0.146	0.159	13.571	-1.389	
0.088	0.004	-2.037	1	0.261	0.146	0.449	13.362	-1.163	
0.125	0.001	-2.092	1	0.261	0.146	0.544	12.469	-1.024	
0.006	0.001	-1.903	2	0.261	0.146	0.092	12.809	-5.955	
0.009	0.003	-2.026	3	0.261	0.146	0.106	11.683	-10.503	
0.024	0.003	-1.943	1	0.261	0.146	0.230	12.659	-1.444	
0.039	0.003	-2.033	1	0.261	0.146	0.293	14.116	-1.173	
0.012	0.002	-2.013	1	0.261	0.146	0.158	13.958	-1.228	
0.033	0.002	-2.077	2	0.261	0.146	0.187	14.800	-5.834	
0.107	0.002	-2.055	1	0.261	0.146	0.502	14.649	-1.115	
0.107	0.002	-2.064	1	0.261	0.146	0.500	13.189	-1.092	
0.321	0.002	-2.079	1	0.261	0.146	0.992	12.224	-1.056	
0.305	0.003	-2.101	1	0.261	0.146	0.958	13.586	-1.003	
0.191	0.004	-1.961	1	0.261	0.146	0.703	13.892	-1.385	
0.188	0.002	-1.803	2	0.261	0.146	0.493	11.870	-6.134	
0.032	0.002	-1.732	2	0.261	0.146	0.184	13.694	-6.326	
0.085	0.002	-1.725	1	0.261	0.146	0.439	12.977	-2.398	
0.107	0.004	-1.721	2	0.261	0.146	0.353	13.132	-6.362	
0.012	0.004	-1.820	1	0.261	0.146	0.158	13.883	-1.924	
0.007	0.005	-1.742	2	0.261	0.146	0.105	13.224	-6.296	
0.001	0.003	-1.846	3	0.261	0.146	0.037	13.675	-10.281	
0.045	0.003	-1.850	1	0.261	0.146	0.315	13.639	-1.795	
0.008	0.002	-1.851	1	0.261	0.146	0.128	14.027	-1.787	
0.011	0.002	-1.791	1	0.261	0.146	0.152	13.970	-2.057	
0.007	0.003	-1.813	2	0.261	0.146	0.084	14.084	-6.113	
0.060	0.003	-1.528	1	0.261	0.146	0.366	13.197	-3.792	
0.032	0.003	-1.534	1	0.261	0.146	0.266	12.527	-3.735	
0.315	0.003	-1.646	1	0.261	0.146	0.979	12.235	-2.879	
0.402	0.003	-1.794	1	0.261	0.146	1.183	11.986	-2.042	
0.314	0.002	-1.801	1	0.261	0.146	0.977	12.279	-2.007	
0.428	0.003	-1.708	1	0.261	0.146	1.249	12.076	-2.493	
0.527	0.004	-1.671	1	0.261	0.146	1.525	13.548	-2.720	
0.487	0.003	-1.681	1	0.261	0.146	1.406	11.916	-2.654	
0.375	0.002	-1.749	2	0.261	0.146	0.985	9.520	-6.274	
0.545	0.004	-1.795	1	0.261	0.146	1.582	11.962	-2.037	
0.687	0.002	-1.772	2	0.261	0.146	1.797	7.268	-6.212	
0.710	0.002	-1.743	1	0.261	0.146	2.259	11.766	-2.296	
0.820	0.002	-1.802	1	0.261	0.146	3.080	10.995	-2.002	
0.644	0.004	-1.835	1	0.261	0.146	1.940	11.679	-1.855	
0.821	0.002	-2.074	1	0.261	0.146	3.090	12.417	-1.067	
0.782	0.003	-2.074	1	0.261	0.146	2.735	12.868	-1.067	
0.781	0.005	-2.094	1	0.261	0.146	2.725	11.117	-1.018	
0.902	0.004	-1.880	1	0.261	0.146	4.390	12.066	-1.673	
0.898	0.003	-1.853	1	0.261	0.146	4.292	10.843	-1.781	
0.765	0.003	-1.782	1	0.261	0.146	2.602	11.550	-2.097	
0.922	0.002	-1.792	1	0.261	0.146	4.962	10.894	-2.049	
0.790	0.002	-1.872	1	0.261	0.146	2.798	11.202	-1.703	
0.898	0.002	-1.895	1	0.261	0.146	4.285	10.688	-1.615	
0.952	0.003	-1.666	1	0.261	0.146	6.460	10.269	-2.751	
0.671	0.002	-1.655	1	0.261	0.146	2.060	12.197	-2.817	
0.731	0.004	-1.830	1	0.261	0.146	2.381	13.007	-1.878	
0.651	0.002	-1.847	1	0.261	0.146	1.974	11.848	-1.806	
0.547	0.003	-1.929	3	0.261	0.146	0.916	11.477	-10.352	
0.597	0.003	-1.958	1	0.261	0.146	1.760	13.405	-1.394	
0.673	0.003	-1.872	1	0.261	0.146	2.069	11.490	-1.703	
0.371	0.004	-1.850	1	0.261	0.146	1.108	12.045	-1.794	
0.352	0.003	-2.006	1	0.261	0.146	1.064	12.079	-1.249	
0.545	0.001	-2.026	1	0.261	0.146	1.574	11.952	-1.191	
0.673	0.002	-1.945	1	0.261	0.146	2.063	11.053	-1.440	
0.485	0.003	-1.867	1	0.261	0.146	1.400	12.005	-1.725	
0.199	0.002	-1.865	3	0.261	0.146	0.417	12.507	-10.293	
0.137	0.003	-1.843	2	0.261	0.146	0.405	11.739	-6.051	
0.223	0.001	-1.755	1	0.261	0.146	0.772	12.628	-2.233	
0.035	0.005	-1.741	4	0.261	0.146	0.166	13.050	-14.279	
0.002	0.002	-1.833	3	0.261	0.146	0.041	12.151	-10.276	
0.040	0.003	-2.022	2	0.261	0.146	0.209	14.600	-5.850	
0.068	0.001	-1.936	1	0.261	0.146	0.391	13.431	-1.470	
0.312	0.003	-1.897	2	0.261	0.146	0.688	12.252	-5.962	
0.339	0.003	-1.890	2	0.261	0.146	0.731	11.926	-5.973	
0.178	0.004	-1.964	1	0.261	0.146	0.673	14.263	-1.376	
0.309	0.001	-2.063	1	0.261	0.146	0.967	14.002	-1.095	
0.330	0.003	-2.100	1	0.261	0.146	1.016	12.558	-1.005	
0.257	0.002	-2.017	1	0.260	0.146	0.850	14.130	-1.218	
0.182	0.004	-2.017	1	0.260	0.146	0.681	12.679	-1.218	
0.260	0.002	-2.020	2	0.260	0.146	0.606	11.308	-5.851	
0.196	0.002	-1.935	1	0.260	0.146	0.714	12.466	-1.472	
0.002	0.004	-1.999	3	0.260	0.146	0.053	12.583	-10.456	
0.303	0.002	-1.921	1	0.260	0.146	0.952	12.180	-1.519	
0.392	0.003	-1.991	2	0.260	0.146	0.820	12.637	-5.867	
0.005	0.002	-2.086	1	0.260	0.146	0.104	15.539	-1.038	
0.056	0.002	-2.102	1	0.260	0.146	0.350	13.433	-1.000	
0.064	0.003	-1.958	1	0.260	0.145	0.376	13.878	-1.396	
0.141	0.003	-1.949	1	0.260	0.145	0.586	13.107	-1.426	
0.029	0.004	-2.010	1	0.260	0.145	0.250	15.212	-1.238	
0.003	0.004	-2.089	3	0.260	0.145	0.062	16.917	-10.634	
0.048	0.002	-2.086	1	0.260	0.145	0.324	14.973	-1.038	
0.032	0.003	-1.821	1	0.260	0.145	0.262	13.722	-1.917	
0.047	0.004	-1.823	1	0.260	0.145	0.323	15.073	-1.909	
0.082	0.002	-1.900	3	0.260	0.145	0.272	14.515	-10.321	
0.325	0.002	-1.775	3	0.260	0.145	0.578	11.751	-10.274	
0.650	0.002	-1.922	1	0.260	0.145	1.968	11.456	-1.516	
0.725	0.003	-2.023	2	0.260	0.145	1.656	11.257	-5.849	
0.738	0.004	-2.010	1	0.260	0.145	2.425	11.270	-1.238	
0.661	0.004	-1.950	1	0.260	0.145	2.016	11.369	-1.421	
0.672	0.003	-2.033	1	0.260	0.145	2.065	11.486	-1.173	
0.740	0.002	-2.085	1	0.260	0.145	2.438	11.408	-1.039	
0.354	0.003	-2.037	1	0.260	0.145	1.069	13.806	-1.163	
0.375	0.002	-1.944	1	0.260	0.145	1.119	11.905	-1.441	
0.418	0.003	-2.020	1	0.260	0.145	1.224	13.767	-1.208	
0.387	0.002	-2.022	1	0.260	0.145	1.148	13.405	-1.203	
0.426	0.004	-2.022	1	0.260	0.145	1.243	12.700	-1.203	
0.697	0.003	-1.925	2	0.260	0.145	1.546	10.462	-5.927	
0.673	0.003	-1.930	1	0.260	0.145	2.077	11.845	-1.490	
0.493	0.001	-1.721	1	0.260	0.145	1.423	11.779	-2.416	
0.330	0.003	-1.683	1	0.260	0.145	1.014	13.528	-2.639	
0.167	0.004	-1.813	2	0.260	0.145	0.544	11.277	-6.113	
0.171	0.001	-1.823	1	0.260	0.145	0.655	14.290	-1.909	
0.019	0.004	-1.685	3	0.260	0.145	0.128	15.589	-10.347	
0.027	0.003	-1.412	3	0.260	0.145	0.156	13.411	-11.398	
0.063	0.002	-1.232	3	0.260	0.145	0.277	10.515	-13.159	
0.034	0.005	-1.251	4	0.260	0.145	0.136	14.289	-15.740	
0.170	0.002	-1.398	4	0.260	0.145	0.327	12.757	-14.677	
0.426	0.002	-1.159	3	0.260	0.145	0.917	8.533	-14.257	
0.206	0.003	-1.176	3	0.260	0.145	0.560	10.086	-13.969	
0.268	0.004	-1.425	3	0.260	0.145	0.505	12.862	-11.311	
0.250	0.003	-1.573	1	0.260	0.145	0.833	12.313	-3.415	
0.269	0.003	-1.735	1	0.260	0.145	0.876	12.359	-2.342	
0.244	0.004	-1.739	1	0.260	0.145	0.822	14.163	-2.319	
0.246	0.001	-1.765	1	0.260	0.145	0.825	12.309	-2.185	
0.006	0.002	-1.915	2	0.260	0.145	0.081	14.239	-5.939	
0.082	0.003	-1.907	1	0.260	0.145	0.431	13.039	-1.572	
0.014	0.003	-1.837	1	0.260	0.145	0.170	14.595	-1.848	
0.224	0.002	-1.792	1	0.260	0.145	0.776	12.760	-2.050	
0.534	0.003	-1.785	1	0.260	0.145	1.546	11.906	-2.084	
0.537	0.003	-1.529	1	0.260	0.145	1.553	11.536	-3.781	
0.107	0.002	-1.443	4	0.260	0.145	0.275	9.822	-14.484	
0.081	0.004	-1.372	4	0.260	0.146	0.254	9.535	-14.812	
0.003	0.004	-1.462	4	0.260	0.145	0.043	14.332	-14.420	
0.008	0.004	-1.368	4	0.260	0.145	0.079	15.110	-14.835	
0.023	0.002	-1.317	4	0.260	0.145	0.135	12.092	-15.172	
0.029	0.003	-1.519	3	0.260	0.145	0.160	12.901	-10.806	
0.056	0.002	-1.330	4	0.260	0.145	0.175	13.207	-15.079	
0.047	0.003	-1.284	3	0.260	0.145	0.186	13.846	-12.538	
0.230	0.002	-1.696	2	0.260	0.145	0.558	12.462	-6.448	
0.772	0.002	-1.662	1	0.260	0.146	2.660	12.896	-2.777	
0.688	0.003	-1.633	2	0.260	0.145	1.517	11.516	-6.705	
0.597	0.005	-1.533	1	0.260	0.146	1.759	12.980	-3.751	
0.539	0.003	-1.548	2	0.260	0.145	1.103	11.782	-7.157	
0.528	0.002	-1.394	1	0.260	0.145	1.528	11.794	-5.189	
0.688	0.003	-1.467	1	0.260	0.145	2.141	11.258	-4.374	
0.625	0.002	-1.519	1	0.260	0.145	1.862	11.513	-3.873	
0.513	0.002	-1.565	1	0.260	0.145	1.482	11.440	-3.481	
0.709	0.003	-1.666	1	0.260	0.145	2.254	12.107	-2.749	
0.312	0.002	-1.651	4	0.260	0.145	0.486	11.205	-14.183	
0.476	0.003	-1.842	1	0.260	0.145	1.375	11.814	-1.824	
0.152	0.003	-1.903	2	0.260	0.145	0.432	12.680	-5.954	
0.185	0.003	-1.868	2	0.260	0.145	0.489	13.063	-6.007	
0.289	0.003	-1.721	1	0.260	0.145	0.921	12.454	-2.419	
0.019	0.002	-1.749	1	0.260	0.145	0.204	15.490	-2.266	
0.066	0.004	-1.924	1	0.260	0.145	0.382	13.492	-1.509	
0.044	0.002	-1.863	1	0.260	0.145	0.311	13.161	-1.741	
0.021	0.003	-2.025	2	0.260	0.145	0.179	11.883	-5.849	
0.182	0.003	-1.926	1	0.260	0.145	0.680	12.755	-1.505	
0.145	0.003	-2.056	1	0.260	0.145	0.595	14.056	-1.112	
0.010	0.004	-2.098	2	0.260	0.145	0.123	13.896	-5.832	
0.006	0.004	-2.045	1	0.260	0.145	0.111	15.829	-1.140	
0.012	0.003	-2.083	1	0.260	0.145	0.157	15.701	-1.044	
0.003	0.002	-2.004	1	0.260	0.145	0.085	14.355	-1.254	
0.026	0.002	-1.967	1	0.260	0.145	0.235	13.470	-1.368	
0.007	0.003	-2.036	1	0.260	0.145	0.120	14.351	-1.165	
0.096	0.003	-1.924	1	0.260	0.145	0.469	12.815	-1.508	
0.102	0.003	-2.008	1	0.260	0.145	0.486	12.884	-1.242	
0.224	0.002	-2.075	1	0.260	0.145	0.777	12.489	-1.064	
0.009	0.002	-1.965	4	0.260	0.145	0.071	14.949	-14.913	
0.327	0.002	-2.001	1	0.260	0.145	1.005	12.488	-1.262	
0.296	0.004	-2.069	1	0.260	0.145	0.935	12.571	-1.079	
0.306	0.003	-1.877	1	0.260	0.145	0.958	12.190	-1.685	
0.308	0.003	-1.906	1	0.260	0.145	0.965	13.907	-1.574	
0.353	0.003	-1.909	1	0.260	0.145	1.066	12.441	-1.562	
0.227	0.002	-1.933	1	0.260	0.145	0.783	12.816	-1.478	
0.234	0.002	-1.967	1	0.260	0.145	0.800	14.094	-1.368	
0.251	0.003	-1.970	1	0.260	0.145	0.835	12.384	-1.358	
0.333	0.002	-1.969	1	0.260	0.145	1.020	12.485	-1.361	
0.069	0.002	-2.044	1	0.260	0.145	0.394	13.058	-1.145	
0.017	0.003	-2.061	1	0.260	0.145	0.192	13.952	-1.101	
0.140	0.004	-2.074	1	0.260	0.145	0.582	13.043	-1.068	
0.320	0.003	-1.943	1	0.260	0.145	0.991	12.926	-1.444	
0.412	0.003	-2.012	1	0.260	0.145	1.209	13.354	-1.231	
0.536	0.002	-2.090	1	0.260	0.145	1.550	11.779	-1.029	
0.376	0.004	-1.906	2	0.260	0.145	0.948	9.933	-5.951	
0.067	0.001	-1.954	1	0.260	0.145	0.387	13.425	-1.408	
0.003	0.002	-1.817	2	0.260	0.145	0.060	14.170	-6.104	
0.253	0.003	-1.643	1	0.260	0.145	0.841	12.590	-2.903	
0.206	0.002	-1.420	4	0.260	0.145	0.410	9.494	-14.578	
0.111	0.002	-1.437	2	0.260	0.145	0.415	14.506	-7.965	
0.088	0.003	-1.461	1	0.260	0.145	0.448	13.285	-4.441	
0.017	0.002	-1.388	4	0.260	0.145	0.104	12.954	-14.727	
0.027	0.005	-1.422	1	0.260	0.145	0.240	14.300	-4.857	
0.008	0.005	-1.546	3	0.260	0.145	0.083	15.177	-10.697	
0.119	0.005	-1.608	1	0.260	0.145	0.530	13.000	-3.146	
0.032	0.002	-1.363	2	0.260	0.145	0.185	13.571	-8.674	
0.006	0.004	-1.444	4	0.260	0.145	0.066	13.689	-14.481	
0.003	0.003	-1.437	2	0.260	0.146	0.060	13.181	-7.967	
0.017	0.002	-1.690	2	0.260	0.146	0.134	14.652	-6.469	
0.046	0.002	-1.653	1	0.260	0.146	0.319	13.492	-2.832	
0.216	0.001	-1.662	1	0.260	0.146	0.758	14.146	-2.773	
0.072	0.002	-1.661	1	0.260	0.146	0.403	13.399	-2.780	
0.287	0.002	-1.633	1	0.260	0.146	0.915	12.635	-2.968	
0.013	0.001	-1.603	1	0.260	0.146	0.169	13.916	-3.186	
0.075	0.004	-1.622	1	0.260	0.146	0.411	14.842	-3.049	
0.030	0.002	-1.679	2	0.261	0.146	0.178	13.457	-6.512	
0.163	0.003	-1.746	2	0.261	0.146	0.452	12.528	-6.283	
0.002	0.003	-1.900	1	0.261	0.146	0.068	15.933	-1.597	
0.007	0.003	-1.938	1	0.260	0.146	0.125	14.310	-1.461	
0.009	0.002	-1.871	3	0.260	0.146	0.080	14.042	-10.296	
0.134	0.003	-1.731	1	0.260	0.146	0.567	12.771	-2.362	
0.030	0.003	-1.873	1	0.260	0.146	0.254	13.704	-1.700	
0.078	0.002	-2.014	2	0.261	0.146	0.352	10.431	-5.854	
0.068	0.002	-1.932	1	0.261	0.146	0.392	14.889	-1.484	
0.006	0.002	-1.912	1	0.261	0.146	0.107	14.145	-1.554	
0.038	0.004	-1.891	2	0.261	0.146	0.233	14.073	-5.971	
0.014	0.002	-1.978	1	0.261	0.146	0.172	15.534	-1.332	
0.112	0.002	-2.095	1	0.260	0.146	0.512	13.169	-1.017	
0.005	0.003	-2.087	1	0.260	0.146	0.104	14.259	-1.035	
0.256	0.002	-2.038	1	0.260	0.146	0.846	12.659	-1.160	
0.373	0.003	-1.921	1	0.260	0.146	1.114	12.101	-1.522	
0.062	0.005	-1.946	1	0.260	0.146	0.371	13.348	-1.436	
0.005	0.002	-2.053	1	0.260	0.146	0.099	14.165	-1.119	
0.005	0.004	-2.009	1	0.260	0.146	0.106	14.349	-1.240	
0.006	0.003	-2.087	1	0.260	0.146	0.115	14.199	-1.036	
0.004	0.002	-2.071	1	0.260	0.145	0.091	12.788	-1.075	
0.004	0.002	-1.916	1	0.260	0.146	0.086	14.314	-1.540	
0.048	0.004	-1.661	1	0.260	0.146	0.323	13.599	-2.783	
0.060	0.003	-1.761	1	0.260	0.146	0.367	12.221	-2.202	
0.039	0.001	-1.761	1	0.260	0.146	0.291	15.168	-2.202	
0.007	0.003	-1.698	1	0.260	0.146	0.123	15.865	-2.550	
0.002	0.002	-1.777	2	0.260	0.146	0.055	14.801	-6.198	
0.080	0.003	-1.488	3	0.260	0.146	0.314	10.198	-10.951	
0.233	0.002	-1.643	1	0.260	0.146	0.796	14.195	-2.898	
0.153	0.003	-1.699	1	0.260	0.146	0.614	14.451	-2.546	
0.010	0.003	-1.765	2	0.260	0.146	0.102	15.276	-6.230	
0.034	0.003	-1.792	3	0.260	0.146	0.180	11.650	-10.271	
0.116	0.002	-1.710	1	0.260	0.146	0.522	12.784	-2.480	
0.050	0.002	-1.688	2	0.260	0.146	0.234	12.420	-6.477	
0.036	0.001	-1.901	1	0.260	0.146	0.278	13.400	-1.593	
0.002	0.001	-1.901	1	0.260	0.146	0.068	14.663	-1.594	
0.321	0.002	-1.786	2	0.260	0.146	0.833	9.015	-6.176	
0.022	0.004	-1.742	3	0.260	0.146	0.155	12.763	-10.289	
0.009	0.002	-1.878	2	0.260	0.146	0.118	12.277	-5.991	
0.339	0.002	-1.839	1	0.260	0.146	1.034	11.984	-1.840	
0.599	0.003	-1.874	1	0.260	0.146	1.764	11.502	-1.697	
0.783	0.003	-1.920	1	0.260	0.146	2.742	10.969	-1.524	
0.849	0.003	-1.946	1	0.260	0.146	3.428	11.344	-1.435	
0.861	0.003	-1.924	2	0.260	0.146	2.542	10.817	-5.929	
0.830	0.003	-1.933	1	0.260	0.146	3.184	11.762	-1.478	
0.943	0.004	-2.069	1	0.260	0.146	5.872	10.740	-1.079	
0.897	0.003	-2.069	1	0.260	0.146	4.254	11.081	-1.079	
0.959	0.004	-1.980	1	0.260	0.146	6.993	12.026	-1.327	
0.980	0.004	-1.864	1	0.260	0.146	10.143	11.558	-1.736	
0.820	0.004	-1.883	1	0.260	0.146	3.075	11.796	-1.660	
0.727	0.002	-1.954	1	0.260	0.146	2.356	11.277	-1.407	
0.804	0.002	-1.808	1	0.260	0.146	2.920	11.271	-1.978	
0.296	0.002	-1.823	2	0.260	0.146	0.803	9.642	-6.090	
0.025	0.002	-1.807	2	0.260	0.145	0.164	14.873	-6.126	
0.017	0.003	-2.090	2	0.260	0.146	0.136	13.225	-5.833	
0.054	0.004	-1.991	1	0.260	0.145	0.344	15.011	-1.292	
0.153	0.003	-2.002	2	0.260	0.145	0.525	10.929	-5.860	
0.135	0.003	-1.850	1	0.260	0.146	0.571	12.687	-1.793	
0.126	0.003	-1.831	1	0.260	0.146	0.548	12.663	-1.872	
0.239	0.002	-1.821	3	0.260	0.146	0.520	9.675	-10.273	
0.004	0.003	-1.969	3	0.260	0.146	0.058	13.529	-10.407	
0.083	0.003	-2.016	1	0.260	0.146	0.434	13.051	-1.222	
