h 	 hh 	 p 	 snp 	 ar 	 war 	 sigma 	 bf 	 like 	 
0.057	0.003	-1.893	1	0.261	0.147	0.357	14.979	-1.624	
0.144	0.004	-1.899	2	0.261	0.147	0.418	12.720	-5.960	
0.011	0.004	-1.928	2	0.261	0.147	0.110	14.045	-5.924	
0.028	0.002	-2.050	1	0.261	0.147	0.246	13.908	-1.129	
0.441	0.002	-1.894	1	0.261	0.147	1.283	13.720	-1.620	
0.224	0.002	-1.871	1	0.261	0.147	0.776	12.507	-1.707	
0.494	0.003	-2.036	2	0.261	0.147	1.009	12.317	-5.844	
0.016	0.004	-2.075	1	0.261	0.147	0.182	14.043	-1.064	
0.005	0.002	-1.995	2	0.261	0.147	0.090	13.133	-5.865	
0.072	0.002	-2.001	1	0.261	0.147	0.401	14.440	-1.264	
0.008	0.003	-2.019	1	0.261	0.147	0.129	15.743	-1.212	
0.022	0.002	-2.049	2	0.261	0.147	0.153	14.878	-5.840	
0.387	0.002	-2.061	1	0.261	0.147	1.149	13.405	-1.099	
0.099	0.003	-1.926	1	0.261	0.147	0.479	12.844	-1.503	
0.118	0.003	-2.036	1	0.261	0.147	0.528	13.205	-1.166	
0.234	0.004	-2.102	1	0.261	0.147	0.797	12.389	-1.000	
0.192	0.002	-1.982	1	0.261	0.147	0.703	12.490	-1.320	
0.384	0.002	-2.047	1	0.261	0.147	1.138	11.939	-1.136	
0.261	0.002	-1.907	1	0.261	0.147	0.859	14.119	-1.571	
0.091	0.002	-1.876	1	0.261	0.147	0.458	14.642	-1.688	
0.137	0.003	-1.867	2	0.261	0.147	0.408	13.977	-6.008	
0.094	0.002	-1.806	1	0.261	0.147	0.467	14.719	-1.984	
0.041	0.002	-1.845	1	0.261	0.147	0.300	15.140	-1.814	
0.114	0.006	-1.846	2	0.261	0.147	0.444	10.887	-6.045	
0.017	0.002	-1.934	2	0.261	0.147	0.158	11.684	-5.917	
0.019	0.003	-1.890	1	0.261	0.147	0.201	13.956	-1.635	
0.222	0.001	-1.947	2	0.261	0.147	0.546	12.678	-5.904	
0.055	0.004	-1.972	3	0.261	0.147	0.257	10.814	-10.411	
0.005	0.004	-2.032	3	0.261	0.147	0.072	13.240	-10.516	
0.028	0.004	-2.047	2	0.261	0.147	0.174	13.563	-5.840	
0.019	0.002	-1.937	1	0.261	0.147	0.203	15.397	-1.464	
0.217	0.004	-2.047	1	0.261	0.147	0.760	12.850	-1.136	
0.268	0.002	-1.787	2	0.261	0.147	0.710	12.151	-6.173	
0.426	0.002	-1.757	1	0.261	0.147	1.243	12.331	-2.226	
0.702	0.002	-1.626	1	0.261	0.147	2.215	12.124	-3.015	
0.382	0.003	-1.470	2	0.261	0.147	0.802	12.002	-7.696	
0.036	0.002	-1.236	4	0.261	0.147	0.182	11.767	-15.897	
0.004	0.002	-1.334	3	0.261	0.147	0.057	14.251	-12.029	
0.011	0.003	-1.323	3	0.261	0.147	0.111	12.686	-12.135	
0.006	0.004	-1.495	3	0.261	0.147	0.067	14.258	-10.916	
0.020	0.002	-1.606	1	0.261	0.147	0.205	13.901	-3.163	
0.157	0.004	-1.531	2	0.261	0.147	0.440	13.195	-7.260	
0.354	0.002	-1.422	1	0.261	0.147	1.068	12.143	-4.861	
0.022	0.004	-1.366	3	0.261	0.147	0.124	14.776	-11.746	
0.165	0.002	-1.780	3	0.261	0.147	0.418	10.746	-10.272	
0.023	0.004	-1.851	1	0.261	0.147	0.219	13.611	-1.787	
0.328	0.002	-1.833	1	0.261	0.147	1.011	13.532	-1.866	
0.385	0.004	-1.789	2	0.261	0.147	0.964	8.611	-6.167	
0.007	0.004	-1.988	2	0.261	0.147	0.102	12.750	-5.869	
0.394	0.002	-1.849	1	0.261	0.147	1.167	12.420	-1.796	
0.493	0.002	-1.840	1	0.261	0.147	1.422	12.021	-1.836	
0.048	0.003	-1.814	2	0.261	0.147	0.275	11.060	-6.111	
0.552	0.002	-1.899	1	0.261	0.147	1.605	13.497	-1.602	
0.552	0.002	-1.899	1	0.261	0.147	1.605	13.497	-1.602	
0.588	0.002	-1.893	1	0.261	0.147	1.726	13.425	-1.622	
0.612	0.004	-1.915	1	0.261	0.147	1.817	13.373	-1.544	
0.320	0.002	-1.857	1	0.261	0.147	0.991	12.349	-1.763	
0.258	0.003	-1.823	1	0.261	0.147	0.850	12.666	-1.906	
0.341	0.002	-1.813	1	0.261	0.147	1.035	11.726	-1.955	
0.400	0.005	-2.005	1	0.261	0.147	1.180	13.378	-1.253	
0.200	0.002	-1.964	2	0.261	0.147	0.510	12.346	-5.888	
0.678	0.002	-2.060	1	0.261	0.147	2.093	11.395	-1.102	
0.862	0.003	-2.086	1	0.261	0.147	3.594	11.127	-1.037	
0.623	0.003	-2.038	1	0.261	0.147	1.849	11.254	-1.159	
0.215	0.004	-1.994	1	0.261	0.147	0.758	12.849	-1.283	
0.016	0.004	-2.029	1	0.261	0.147	0.185	13.589	-1.183	
0.020	0.002	-1.951	2	0.261	0.147	0.152	12.159	-5.900	
0.061	0.002	-1.954	1	0.261	0.147	0.368	13.559	-1.409	
0.031	0.003	-1.900	2	0.261	0.147	0.218	11.421	-5.959	
0.071	0.002	-1.901	2	0.261	0.147	0.283	13.314	-5.957	
0.209	0.004	-1.921	2	0.261	0.147	0.524	12.220	-5.932	
0.115	0.002	-1.861	1	0.261	0.147	0.521	14.186	-1.746	
0.012	0.003	-1.898	1	0.261	0.147	0.156	14.123	-1.602	
0.221	0.003	-1.778	2	0.261	0.147	0.646	9.280	-6.195	
0.001	0.002	-1.773	3	0.261	0.147	0.039	12.844	-10.274	
0.053	0.003	-1.980	1	0.261	0.147	0.341	13.433	-1.327	
0.118	0.002	-1.879	2	0.261	0.147	0.373	12.994	-5.990	
0.010	0.002	-1.717	4	0.261	0.147	0.088	14.267	-14.243	
0.038	0.001	-1.746	1	0.261	0.147	0.286	13.196	-2.280	
0.232	0.003	-1.843	1	0.261	0.147	0.794	14.198	-1.821	
0.044	0.003	-1.940	3	0.261	0.147	0.180	14.460	-10.366	
0.004	0.003	-1.960	2	0.261	0.147	0.076	17.333	-5.891	
0.050	0.003	-2.069	1	0.261	0.147	0.331	13.216	-1.079	
0.075	0.003	-2.069	1	0.261	0.147	0.412	14.743	-1.079	
0.007	0.002	-2.026	2	0.261	0.147	0.088	14.092	-5.848	
0.007	0.004	-2.056	1	0.261	0.147	0.125	14.487	-1.112	
0.018	0.003	-2.053	1	0.261	0.147	0.196	13.695	-1.119	
0.099	0.003	-2.074	2	0.261	0.147	0.338	13.433	-5.834	
0.006	0.002	-2.046	1	0.261	0.147	0.108	14.135	-1.138	
0.018	0.003	-2.091	2	0.261	0.147	0.168	12.999	-5.833	
0.358	0.005	-2.048	1	0.261	0.147	1.079	13.796	-1.132	
0.372	0.002	-2.020	1	0.261	0.147	1.111	12.443	-1.210	
0.003	0.003	-1.730	2	0.261	0.147	0.064	14.089	-6.332	
0.033	0.002	-1.715	3	0.261	0.147	0.199	11.772	-10.311	
0.006	0.004	-1.757	4	0.261	0.147	0.075	14.068	-14.308	
0.038	0.003	-1.777	1	0.261	0.147	0.289	13.230	-2.124	
0.099	0.004	-1.851	1	0.261	0.147	0.478	13.100	-1.789	
0.284	0.002	-1.695	1	0.261	0.147	0.910	12.512	-2.568	
0.039	0.003	-1.680	2	0.261	0.147	0.207	14.581	-6.507	
0.004	0.003	-1.701	2	0.261	0.147	0.078	15.532	-6.430	
0.054	0.003	-1.717	1	0.261	0.147	0.343	13.189	-2.440	
0.138	0.002	-1.756	1	0.261	0.147	0.579	14.509	-2.229	
0.177	0.002	-1.840	3	0.261	0.147	0.386	11.339	-10.279	
0.242	0.003	-1.789	3	0.261	0.147	0.471	12.159	-10.271	
0.133	0.003	-1.671	1	0.261	0.147	0.565	12.802	-2.716	
0.264	0.003	-1.592	1	0.261	0.147	0.865	12.162	-3.263	
0.293	0.001	-1.645	2	0.261	0.147	0.657	12.036	-6.651	
0.119	0.001	-1.869	1	0.261	0.147	0.530	12.842	-1.715	
0.263	0.004	-2.002	2	0.261	0.147	0.610	12.641	-5.860	
0.048	0.004	-1.837	1	0.261	0.147	0.325	13.679	-1.846	
0.012	0.003	-2.088	3	0.261	0.147	0.102	13.037	-10.633	
0.255	0.002	-2.058	1	0.261	0.147	0.844	12.587	-1.108	
0.012	0.003	-1.929	4	0.261	0.147	0.085	15.993	-14.783	
0.074	0.002	-2.024	1	0.261	0.147	0.408	14.850	-1.198	
0.171	0.004	-1.876	1	0.261	0.147	0.657	14.288	-1.689	
0.086	0.005	-1.761	2	0.261	0.147	0.313	12.946	-6.241	
0.012	0.003	-1.653	2	0.261	0.147	0.113	14.154	-6.616	
0.024	0.002	-1.687	1	0.261	0.147	0.224	14.982	-2.617	
0.609	0.002	-1.841	1	0.261	0.147	1.804	11.990	-1.832	
0.783	0.001	-1.818	1	0.261	0.147	2.745	12.536	-1.932	
0.672	0.001	-1.822	1	0.261	0.147	2.070	13.146	-1.912	
0.559	0.003	-1.884	1	0.261	0.147	1.619	11.296	-1.657	
0.022	0.002	-2.039	1	0.261	0.147	0.216	13.877	-1.157	
0.107	0.002	-1.820	1	0.261	0.147	0.498	13.092	-1.924	
0.149	0.004	-1.633	1	0.261	0.147	0.605	14.369	-2.968	
0.275	0.003	-1.705	1	0.261	0.147	0.888	12.093	-2.508	
0.350	0.003	-1.677	2	0.261	0.147	0.749	11.070	-6.519	
0.031	0.002	-1.281	2	0.261	0.147	0.189	12.241	-9.672	
0.007	0.002	-1.391	3	0.261	0.147	0.080	13.023	-11.553	
0.159	0.003	-1.299	4	0.261	0.147	0.314	12.449	-15.309	
0.004	0.002	-1.634	4	0.261	0.147	0.052	13.631	-14.178	
0.302	0.002	-1.394	2	0.261	0.147	0.672	11.425	-8.364	
0.349	0.002	-1.461	2	0.261	0.147	0.887	8.669	-7.767	
0.017	0.002	-1.329	2	0.261	0.147	0.134	13.886	-9.056	
0.043	0.004	-1.331	1	0.261	0.147	0.308	14.692	-6.020	
0.051	0.003	-1.364	3	0.261	0.147	0.220	11.969	-11.764	
0.006	0.006	-1.372	2	0.261	0.147	0.095	14.730	-8.582	
0.062	0.004	-1.345	3	0.261	0.147	0.233	13.929	-11.926	
0.124	0.003	-1.476	1	0.261	0.147	0.545	14.143	-4.288	
0.018	0.003	-1.370	3	0.261	0.147	0.146	10.904	-11.717	
0.083	0.003	-1.263	1	0.261	0.147	0.435	14.691	-7.067	
0.085	0.002	-1.206	4	0.261	0.147	0.296	11.654	-16.235	
0.045	0.005	-1.150	4	0.261	0.147	0.212	14.689	-16.972	
0.146	0.001	-1.187	1	0.261	0.147	0.596	12.890	-8.472	
0.043	0.003	-1.383	4	0.261	0.147	0.152	13.152	-14.754	
0.044	0.002	-1.673	2	0.261	0.147	0.220	13.967	-6.533	
0.002	0.003	-1.515	3	0.261	0.147	0.048	15.069	-10.823	
0.003	0.004	-1.364	4	0.261	0.147	0.038	14.364	-14.859	
0.123	0.004	-1.463	3	0.261	0.147	0.348	10.046	-11.081	
0.025	0.003	-1.385	1	0.261	0.147	0.230	13.539	-5.303	
0.012	0.003	-1.485	2	0.261	0.147	0.140	12.453	-7.577	
0.138	0.003	-1.601	3	0.261	0.147	0.333	13.645	-10.521	
0.136	0.003	-1.706	3	0.261	0.147	0.330	12.732	-10.321	
0.006	0.002	-1.580	3	0.261	0.147	0.072	14.059	-10.583	
0.168	0.002	-1.545	2	0.261	0.147	0.527	12.285	-7.176	
0.007	0.003	-1.716	1	0.261	0.147	0.121	14.504	-2.444	
0.180	0.003	-1.484	3	0.261	0.147	0.390	12.302	-10.971	
0.268	0.004	-1.647	4	0.262	0.147	0.437	11.998	-14.182	
0.028	0.003	-1.716	2	0.262	0.147	0.173	14.836	-6.377	
0.183	0.002	-1.607	1	0.262	0.147	0.683	12.209	-3.156	
0.002	0.003	-1.612	1	0.262	0.147	0.064	12.842	-3.116	
0.003	0.001	-1.694	1	0.262	0.147	0.084	14.313	-2.574	
0.019	0.003	-1.681	3	0.262	0.147	0.129	12.605	-10.353	
0.063	0.002	-1.807	1	0.262	0.147	0.376	14.928	-1.980	
0.004	0.004	-1.806	1	0.262	0.147	0.088	15.925	-1.986	
0.056	0.002	-1.730	1	0.262	0.147	0.354	14.987	-2.367	
0.065	0.003	-1.894	1	0.262	0.147	0.381	14.820	-1.618	
0.085	0.002	-1.810	1	0.262	0.147	0.440	12.926	-1.968	
0.069	0.002	-1.770	1	0.262	0.147	0.393	13.092	-2.158	
0.012	0.004	-1.752	1	0.262	0.147	0.158	15.598	-2.251	
0.013	0.003	-1.893	2	0.262	0.147	0.138	12.081	-5.968	
0.533	0.002	-2.073	1	0.262	0.147	1.541	11.807	-1.069	
0.651	0.003	-2.059	1	0.262	0.147	1.974	12.865	-1.105	
0.564	0.003	-2.082	1	0.261	0.147	1.645	13.376	-1.048	
0.576	0.003	-2.097	1	0.261	0.147	1.686	13.351	-1.011	
0.568	0.003	-2.094	1	0.261	0.147	1.656	13.040	-1.019	
0.479	0.002	-2.062	1	0.261	0.147	1.386	13.218	-1.097	
0.436	0.002	-2.066	1	0.261	0.147	1.271	13.633	-1.086	
0.740	0.003	-2.021	1	0.261	0.147	2.434	11.341	-1.205	
0.643	0.002	-2.040	1	0.261	0.147	1.937	11.555	-1.156	
0.457	0.002	-2.000	1	0.261	0.147	1.324	11.976	-1.265	
0.575	0.004	-1.908	2	0.261	0.147	1.188	11.666	-5.948	
0.698	0.003	-1.931	1	0.261	0.147	2.196	13.184	-1.485	
0.541	0.003	-1.912	1	0.261	0.147	1.566	11.931	-1.554	
0.713	0.002	-1.975	1	0.261	0.147	2.281	11.751	-1.341	
0.697	0.002	-1.987	1	0.261	0.147	2.189	11.351	-1.304	
0.866	0.002	-2.104	1	0.261	0.147	3.691	9.498	-0.996	
0.828	0.003	-2.021	1	0.261	0.147	3.187	10.080	-1.207	
0.844	0.003	-2.099	1	0.261	0.147	3.358	10.908	-1.006	
0.577	0.004	-2.087	1	0.261	0.147	1.690	13.349	-1.036	
0.640	0.004	-2.099	1	0.261	0.147	1.918	11.755	-1.007	
0.543	0.002	-1.941	1	0.261	0.147	1.574	11.845	-1.453	
0.312	0.004	-1.984	1	0.261	0.147	0.974	12.605	-1.313	
0.334	0.002	-2.028	1	0.261	0.147	1.023	12.396	-1.186	
0.125	0.006	-1.917	2	0.261	0.147	0.385	13.350	-5.937	
0.295	0.003	-1.799	1	0.261	0.147	0.933	12.284	-2.017	
0.258	0.004	-1.664	1	0.261	0.147	0.851	12.538	-2.761	
0.459	0.004	-1.679	1	0.261	0.147	1.332	13.587	-2.666	
0.301	0.004	-1.723	1	0.261	0.147	0.946	12.187	-2.407	
0.334	0.003	-1.686	1	0.261	0.147	1.023	12.482	-2.625	
0.286	0.002	-1.684	1	0.261	0.147	0.914	12.064	-2.637	
0.092	0.002	-1.924	1	0.261	0.147	0.460	13.344	-1.510	
0.238	0.001	-1.864	1	0.261	0.147	0.806	12.442	-1.733	
0.106	0.003	-1.767	1	0.261	0.147	0.496	13.200	-2.172	
0.282	0.003	-1.689	1	0.261	0.147	0.904	12.604	-2.608	
0.300	0.003	-1.692	1	0.261	0.147	0.945	12.174	-2.586	
0.185	0.003	-1.846	1	0.261	0.147	0.689	12.710	-1.810	
0.361	0.002	-1.963	1	0.261	0.147	1.085	12.090	-1.380	
0.179	0.002	-1.997	1	0.261	0.147	0.676	14.357	-1.274	
0.005	0.002	-1.997	1	0.261	0.147	0.102	14.937	-1.274	
0.003	0.002	-1.995	4	0.261	0.147	0.051	14.544	-15.030	
0.011	0.002	-2.050	1	0.261	0.147	0.152	14.345	-1.128	
0.081	0.003	-1.990	2	0.261	0.147	0.303	14.142	-5.868	
0.009	0.002	-1.965	2	0.261	0.147	0.097	15.537	-5.887	
0.003	0.002	-1.992	1	0.261	0.147	0.084	14.359	-1.291	
0.011	0.003	-1.986	1	0.261	0.147	0.150	13.933	-1.309	
0.501	0.003	-1.954	3	0.261	0.147	0.834	11.140	-10.385	
0.403	0.003	-2.100	1	0.261	0.147	1.186	12.001	-1.005	
0.373	0.003	-2.084	1	0.261	0.147	1.112	12.266	-1.043	
0.025	0.004	-1.931	1	0.261	0.147	0.230	15.287	-1.486	
0.274	0.003	-1.842	2	0.261	0.147	0.626	10.779	-6.052	
0.278	0.001	-1.842	1	0.261	0.147	0.896	12.308	-1.825	
0.046	0.004	-1.864	2	0.261	0.147	0.225	14.636	-6.014	
0.097	0.002	-1.945	1	0.261	0.147	0.472	12.872	-1.438	
0.206	0.006	-1.992	2	0.261	0.147	0.521	13.280	-5.867	
0.006	0.002	-1.918	2	0.261	0.147	0.081	15.461	-5.936	
0.097	0.004	-1.946	1	0.261	0.147	0.474	14.705	-1.434	
0.002	0.003	-2.045	3	0.261	0.147	0.052	13.027	-10.540	
0.126	0.005	-2.032	1	0.261	0.147	0.548	12.728	-1.177	
0.023	0.002	-2.030	1	0.261	0.147	0.223	13.663	-1.181	
0.030	0.004	-2.039	1	0.261	0.147	0.254	15.295	-1.156	
0.007	0.002	-2.012	1	0.261	0.147	0.119	15.793	-1.232	
0.013	0.003	-2.064	1	0.261	0.147	0.168	13.864	-1.093	
0.031	0.002	-2.087	1	0.261	0.147	0.258	13.615	-1.034	
0.003	0.002	-1.918	1	0.261	0.147	0.077	15.944	-1.531	
0.013	0.003	-2.083	1	0.261	0.147	0.168	15.555	-1.045	
0.027	0.002	-2.089	1	0.261	0.147	0.241	13.720	-1.030	
0.073	0.004	-2.028	2	0.261	0.147	0.286	14.233	-5.847	
0.013	0.002	-1.861	1	0.261	0.147	0.166	13.842	-1.746	
0.096	0.003	-1.840	2	0.261	0.147	0.333	12.831	-6.058	
0.051	0.003	-1.776	1	0.261	0.147	0.335	15.039	-2.131	
0.028	0.002	-1.728	1	0.261	0.147	0.245	13.593	-2.379	
0.215	0.002	-1.571	1	0.261	0.147	0.757	14.244	-3.433	
0.035	0.002	-1.470	2	0.261	0.147	0.232	12.625	-7.696	
0.034	0.003	-1.485	1	0.261	0.147	0.269	13.576	-4.193	
0.042	0.002	-1.338	3	0.261	0.147	0.174	14.296	-11.991	
0.009	0.003	-1.381	1	0.261	0.147	0.141	13.992	-5.355	
0.085	0.003	-1.522	4	0.261	0.147	0.224	11.306	-14.268	
0.019	0.003	-1.443	2	0.261	0.147	0.164	13.188	-7.917	
0.148	0.002	-1.457	3	0.261	0.147	0.386	9.909	-11.119	
0.015	0.002	-1.302	4	0.261	0.147	0.104	14.275	-15.290	
0.008	0.002	-1.537	2	0.261	0.147	0.110	13.008	-7.222	
0.021	0.002	-1.477	2	0.261	0.147	0.148	15.319	-7.636	
0.018	0.002	-1.488	1	0.261	0.147	0.197	13.391	-4.161	
0.039	0.004	-1.568	4	0.261	0.147	0.147	12.786	-14.203	
0.074	0.003	-1.494	1	0.261	0.147	0.409	14.421	-4.108	
0.082	0.003	-1.556	3	0.261	0.147	0.250	13.889	-10.660	
0.028	0.002	-1.472	1	0.261	0.147	0.246	13.600	-4.327	
0.115	0.003	-1.545	1	0.261	0.147	0.522	13.221	-3.642	
0.494	0.001	-1.332	1	0.261	0.147	1.427	13.614	-6.003	
0.870	0.005	-1.446	1	0.261	0.147	3.745	12.651	-4.594	
0.870	0.005	-1.446	1	0.261	0.147	3.745	12.651	-4.594	
0.613	0.004	-1.496	1	0.261	0.147	1.818	12.947	-4.090	
0.542	0.002	-1.393	1	0.261	0.147	1.571	13.092	-5.202	
0.046	0.002	-1.518	1	0.261	0.147	0.318	15.088	-3.881	
0.085	0.003	-1.484	1	0.261	0.147	0.441	14.774	-4.208	
0.020	0.003	-1.375	3	0.261	0.147	0.137	10.723	-11.675	
0.101	0.003	-1.376	2	0.261	0.147	0.342	13.126	-8.538	
0.007	0.002	-1.446	2	0.261	0.147	0.113	11.277	-7.884	
0.244	0.002	-1.467	3	0.261	0.147	0.473	11.977	-11.058	
0.350	0.003	-1.391	2	0.261	0.147	0.749	12.068	-8.394	
0.006	0.002	-1.734	2	0.261	0.147	0.099	13.374	-6.321	
0.042	0.003	-1.618	2	0.261	0.147	0.213	13.258	-6.777	
0.177	0.002	-1.628	2	0.261	0.147	0.473	12.909	-6.728	
0.222	0.004	-1.586	4	0.261	0.147	0.420	10.354	-14.189	
0.413	0.003	-1.695	1	0.261	0.147	1.212	13.777	-2.567	
0.059	0.002	-1.542	1	0.261	0.147	0.362	13.204	-3.671	
0.103	0.002	-1.823	1	0.261	0.147	0.488	12.841	-1.906	
0.005	0.005	-1.932	3	0.261	0.147	0.068	13.738	-10.356	
0.355	0.002	-1.815	1	0.261	0.147	1.074	12.503	-1.943	
0.189	0.005	-1.965	1	0.261	0.147	0.698	12.935	-1.374	
0.084	0.002	-2.059	1	0.261	0.147	0.441	11.610	-1.106	
0.119	0.004	-2.051	1	0.261	0.147	0.531	12.864	-1.126	
0.197	0.003	-2.077	1	0.261	0.147	0.715	12.825	-1.059	
0.002	0.003	-2.091	2	0.261	0.147	0.055	14.908	-5.833	
0.047	0.003	-1.976	2	0.261	0.147	0.226	14.478	-5.878	
0.022	0.001	-1.941	1	0.261	0.147	0.217	15.337	-1.451	
0.074	0.004	-1.888	2	0.261	0.147	0.288	14.030	-5.976	
0.081	0.001	-1.769	2	0.261	0.147	0.303	12.187	-6.219	
0.021	0.002	-1.715	3	0.261	0.147	0.122	13.625	-10.312	
0.143	0.002	-1.907	1	0.261	0.147	0.590	12.676	-1.569	
0.013	0.002	-1.797	2	0.261	0.147	0.116	14.428	-6.149	
0.360	0.002	-1.591	3	0.261	0.147	0.625	11.576	-10.547	
0.386	0.003	-1.579	1	0.261	0.147	1.144	11.697	-3.367	
0.485	0.002	-1.748	2	0.261	0.147	1.177	8.065	-6.278	
0.452	0.002	-1.723	1	0.261	0.147	1.306	12.138	-2.410	
0.002	0.003	-1.746	3	0.261	0.147	0.046	14.507	-10.286	
0.015	0.003	-1.731	2	0.261	0.147	0.128	13.264	-6.330	
0.005	0.002	-1.637	3	0.261	0.147	0.073	14.380	-10.432	
0.046	0.003	-1.688	2	0.261	0.147	0.269	11.406	-6.478	
0.019	0.003	-2.029	2	0.261	0.147	0.140	13.723	-5.847	
0.031	0.002	-2.071	2	0.261	0.147	0.217	11.737	-5.835	
0.265	0.002	-1.952	1	0.261	0.147	0.867	12.720	-1.415	
0.111	0.004	-2.102	1	0.261	0.147	0.509	13.008	-1.000	
0.350	0.002	-1.972	2	0.261	0.147	0.750	12.452	-5.881	
0.360	0.001	-2.080	2	0.261	0.147	0.766	12.325	-5.833	
0.528	0.002	-2.003	1	0.261	0.147	1.526	11.711	-1.257	
0.612	0.003	-1.991	1	0.261	0.147	1.812	11.555	-1.294	
0.716	0.002	-1.837	1	0.261	0.147	2.292	11.470	-1.848	
0.890	0.001	-1.941	1	0.261	0.147	4.113	10.420	-1.452	
0.847	0.003	-1.948	1	0.261	0.147	3.391	10.986	-1.427	
0.592	0.001	-1.891	1	0.261	0.147	1.733	11.212	-1.630	
0.614	0.002	-1.916	1	0.261	0.147	1.822	11.895	-1.538	
0.802	0.003	-2.057	1	0.261	0.147	2.900	11.855	-1.111	
0.852	0.003	-2.078	1	0.261	0.147	3.445	10.632	-1.057	
0.808	0.001	-2.036	1	0.261	0.147	2.964	11.463	-1.166	
0.585	0.003	-1.971	1	0.261	0.147	1.716	13.334	-1.354	
0.618	0.002	-1.958	1	0.261	0.147	1.840	13.264	-1.395	
0.285	0.004	-2.031	1	0.261	0.147	0.912	12.596	-1.180	
0.083	0.002	-2.030	1	0.261	0.147	0.432	12.587	-1.183	
0.030	0.003	-2.090	1	0.261	0.147	0.254	13.703	-1.029	
0.023	0.002	-1.943	1	0.261	0.147	0.220	15.327	-1.445	
0.220	0.003	-2.072	1	0.261	0.147	0.767	12.604	-1.071	
0.218	0.004	-1.984	1	0.261	0.147	0.763	14.140	-1.313	
0.067	0.001	-1.963	2	0.261	0.147	0.335	11.363	-5.888	
0.052	0.003	-1.958	1	0.261	0.147	0.338	13.236	-1.395	
0.128	0.003	-1.715	1	0.261	0.147	0.554	12.801	-2.452	
0.683	0.002	-1.732	1	0.261	0.147	2.122	11.823	-2.356	
0.560	0.002	-1.537	4	0.261	0.147	0.814	11.086	-14.242	
0.031	0.004	-1.738	2	0.261	0.147	0.210	14.416	-6.309	
0.008	0.002	-1.581	2	0.261	0.147	0.109	14.245	-6.963	
0.034	0.003	-1.571	3	0.261	0.147	0.197	12.602	-10.609	
0.006	0.003	-1.673	1	0.261	0.147	0.108	14.573	-2.706	
0.153	0.003	-1.574	2	0.261	0.147	0.434	11.385	-7.003	
0.644	0.003	-1.620	1	0.261	0.147	1.946	13.305	-3.059	
0.669	0.002	-1.435	1	0.261	0.147	2.051	11.116	-4.710	
0.397	0.003	-1.488	3	0.261	0.147	0.676	12.259	-10.950	
0.315	0.002	-1.642	3	0.261	0.147	0.566	12.041	-10.422	
0.263	0.002	-1.653	1	0.261	0.147	0.863	14.114	-2.831	
0.185	0.002	-1.634	1	0.261	0.147	0.687	12.881	-2.959	
0.007	0.002	-1.755	2	0.261	0.147	0.100	13.071	-6.258	
0.016	0.002	-1.708	1	0.261	0.147	0.185	12.310	-2.491	
0.003	0.001	-1.724	2	0.261	0.147	0.061	16.039	-6.352	
0.054	0.003	-1.754	2	0.261	0.147	0.281	15.209	-6.262	
0.005	0.002	-1.807	1	0.261	0.147	0.099	13.881	-1.979	
0.024	0.002	-1.914	1	0.261	0.147	0.226	13.930	-1.546	
0.082	0.002	-2.004	1	0.261	0.147	0.432	13.331	-1.254	
0.074	0.003	-2.019	1	0.261	0.147	0.408	13.139	-1.212	
0.062	0.002	-1.876	1	0.261	0.147	0.372	13.103	-1.688	
0.103	0.003	-1.929	1	0.261	0.147	0.490	14.672	-1.492	
0.022	0.003	-2.043	1	0.261	0.147	0.216	14.392	-1.147	
0.005	0.002	-1.996	1	0.261	0.147	0.107	14.913	-1.279	
0.070	0.003	-2.050	2	0.261	0.147	0.281	13.284	-5.839	
0.018	0.002	-1.897	2	0.261	0.147	0.138	13.304	-5.963	
0.083	0.003	-1.857	1	0.261	0.147	0.432	13.232	-1.762	
0.107	0.003	-1.804	2	0.261	0.147	0.353	13.765	-6.133	
0.269	0.002	-1.769	2	0.261	0.147	0.620	12.977	-6.220	
0.018	0.004	-1.634	1	0.261	0.147	0.197	15.516	-2.959	
0.021	0.003	-1.598	4	0.261	0.147	0.116	12.306	-14.182	
0.156	0.002	-1.571	3	0.261	0.147	0.411	7.441	-10.609	
0.505	0.002	-1.592	1	0.261	0.147	1.458	12.172	-3.267	
0.720	0.003	-1.590	1	0.261	0.147	2.316	11.280	-3.285	
0.459	0.003	-1.725	1	0.261	0.147	1.330	11.881	-2.396	
0.418	0.006	-1.733	1	0.261	0.147	1.225	13.766	-2.353	
0.203	0.003	-1.689	1	0.261	0.147	0.730	12.886	-2.604	
0.421	0.002	-1.750	1	0.261	0.147	1.226	11.664	-2.260	
0.352	0.003	-1.778	1	0.261	0.147	1.063	12.317	-2.121	
0.127	0.003	-1.568	3	0.261	0.147	0.318	12.883	-10.620	
0.238	0.002	-1.702	1	0.261	0.147	0.807	12.706	-2.525	
0.045	0.002	-1.555	3	0.261	0.147	0.182	13.038	-10.666	
0.437	0.002	-1.772	1	0.261	0.147	1.273	11.892	-2.150	
0.675	0.006	-1.803	1	0.261	0.147	2.083	13.140	-1.997	
0.804	0.003	-1.701	1	0.261	0.147	2.922	11.438	-2.532	
0.156	0.001	-1.713	1	0.261	0.147	0.621	12.589	-2.463	
0.052	0.003	-1.852	1	0.261	0.147	0.339	14.601	-1.785	
0.216	0.001	-1.922	1	0.261	0.147	0.758	12.572	-1.517	
0.026	0.002	-1.785	1	0.261	0.147	0.237	13.565	-2.085	
