h 	 hh 	 p 	 snp 	 ar 	 war 	 sigma 	 bf 	 like 	 
0.024	0.002	-1.639	2	0.282	0.075	0.178	3.631	-6.956	
0.008	0.001	-1.682	2	0.282	0.075	0.092	7.471	-6.751	
0.009	0.002	-1.762	2	0.282	0.075	0.099	4.395	-6.448	
0.039	0.002	-1.788	1	0.282	0.075	0.286	5.390	-2.266	
0.086	0.003	-1.706	2	0.282	0.075	0.312	3.647	-6.652	
0.008	0.002	-1.815	3	0.282	0.075	0.084	7.228	-10.457	
0.097	0.002	-1.753	1	0.282	0.075	0.463	5.023	-2.460	
0.005	0.001	-1.767	1	0.282	0.075	0.108	7.121	-2.379	
0.002	0.000	-1.657	2	0.282	0.075	0.049	7.544	-6.869	
0.010	0.001	-1.580	2	0.282	0.075	0.101	0.693	-7.289	
0.012	0.002	-1.709	3	0.282	0.075	0.102	6.464	-10.554	
0.078	0.001	-1.602	3	0.282	0.075	0.242	4.947	-10.822	
0.030	0.002	-1.539	3	0.282	0.075	0.160	2.955	-11.075	
0.434	0.001	-1.684	1	0.282	0.075	1.240	6.195	-2.889	
0.229	0.002	-1.770	1	0.282	0.075	0.798	6.347	-2.366	
0.290	0.002	-1.745	1	0.282	0.075	0.904	7.265	-2.505	
0.305	0.001	-1.796	1	0.282	0.075	0.970	6.427	-2.224	
0.196	0.001	-1.876	1	0.282	0.075	0.722	6.978	-1.848	
0.010	0.001	-1.616	2	0.282	0.075	0.101	8.525	-7.079	
0.034	0.002	-1.674	2	0.282	0.075	0.188	9.214	-6.787	
0.225	0.001	-1.695	1	0.282	0.075	0.764	5.813	-2.814	
0.004	0.000	-1.786	1	0.282	0.075	0.092	4.771	-2.280	
0.046	0.003	-1.852	1	0.282	0.075	0.313	8.473	-1.956	
0.008	0.004	-1.992	1	0.282	0.075	0.128	9.886	-1.412	
0.234	0.002	-1.889	1	0.282	0.075	0.785	6.554	-1.793	
0.412	0.002	-1.923	1	0.282	0.075	1.188	5.828	-1.657	
0.608	0.003	-1.884	1	0.282	0.075	1.761	8.059	-1.816	
0.793	0.003	-1.851	1	0.282	0.075	2.767	7.900	-1.959	
0.796	0.002	-1.928	1	0.282	0.075	2.800	5.859	-1.640	
0.763	0.003	-1.945	1	0.282	0.075	2.540	7.323	-1.574	
0.663	0.002	-1.847	1	0.282	0.075	1.991	4.788	-1.977	
0.968	0.003	-1.830	1	0.282	0.075	7.839	5.222	-2.055	
0.728	0.005	-1.952	1	0.282	0.075	2.314	7.099	-1.550	
0.772	0.002	-2.033	1	0.282	0.075	2.603	6.689	-1.286	
0.519	0.002	-2.068	1	0.282	0.075	1.471	6.379	-1.184	
0.500	0.003	-1.929	1	0.282	0.075	1.416	6.867	-1.636	
0.220	0.002	-1.861	1	0.282	0.075	0.752	7.401	-1.915	
0.059	0.002	-1.888	1	0.282	0.075	0.356	8.536	-1.799	
0.066	0.002	-1.996	1	0.282	0.075	0.376	7.779	-1.401	
0.018	0.001	-2.107	1	0.282	0.075	0.194	8.706	-1.084	
0.018	0.002	-2.117	1	0.282	0.075	0.189	9.361	-1.058	
0.031	0.001	-1.931	1	0.282	0.075	0.252	5.108	-1.627	
0.105	0.001	-1.950	1	0.282	0.075	0.486	8.483	-1.556	
0.080	0.002	-1.948	2	0.282	0.075	0.303	6.040	-6.039	
0.307	0.002	-1.891	1	0.282	0.075	0.943	8.094	-1.786	
0.417	0.004	-1.998	1	0.282	0.075	1.197	7.377	-1.393	
0.391	0.002	-1.817	1	0.282	0.075	1.133	8.137	-2.121	
0.318	0.003	-1.763	1	0.282	0.075	0.967	8.057	-2.401	
0.017	0.002	-1.861	4	0.282	0.075	0.105	8.653	-14.727	
0.022	0.004	-1.739	3	0.282	0.075	0.132	11.539	-10.512	
0.185	0.002	-1.919	1	0.282	0.075	0.675	8.135	-1.673	
0.206	0.004	-1.825	3	0.282	0.075	0.473	5.891	-10.455	
0.082	0.002	-1.893	2	0.282	0.075	0.309	4.329	-6.122	
0.106	0.001	-1.700	1	0.282	0.075	0.487	5.327	-2.781	
0.003	0.001	-1.702	4	0.282	0.075	0.047	9.516	-14.465	
0.010	0.003	-1.668	1	0.282	0.075	0.141	11.578	-2.998	
0.041	0.003	-1.815	2	0.282	0.075	0.208	13.339	-6.293	
0.218	0.001	-1.762	1	0.282	0.075	0.748	10.539	-2.405	
0.055	0.003	-1.704	2	0.282	0.075	0.243	13.113	-6.660	
0.204	0.001	-1.831	1	0.282	0.075	0.716	10.992	-2.050	
0.015	0.001	-1.824	2	0.282	0.075	0.146	7.684	-6.271	
0.008	0.002	-1.854	1	0.282	0.075	0.128	11.415	-1.947	
0.078	0.002	-1.849	1	0.282	0.075	0.412	11.623	-1.966	
0.024	0.002	-1.860	3	0.282	0.075	0.137	12.768	-10.456	
0.053	0.002	-1.796	1	0.282	0.075	0.335	12.939	-2.223	
0.158	0.002	-1.834	1	0.282	0.075	0.614	12.422	-2.038	
0.411	0.004	-1.860	1	0.282	0.075	1.182	11.564	-1.916	
0.387	0.002	-1.926	1	0.282	0.075	1.124	11.772	-1.647	
0.251	0.002	-1.943	1	0.282	0.075	0.820	11.998	-1.581	
0.051	0.002	-1.932	1	0.282	0.075	0.329	13.130	-1.622	
0.011	0.003	-2.040	2	0.282	0.075	0.105	13.720	-5.952	
0.007	0.000	-2.046	1	0.282	0.075	0.121	13.798	-1.247	
0.152	0.003	-2.108	1	0.282	0.075	0.598	11.727	-1.080	
0.003	0.002	-2.140	1	0.282	0.075	0.075	12.702	-1.003	
0.026	0.002	-2.051	1	0.282	0.075	0.231	10.123	-1.233	
0.112	0.003	-2.039	1	0.282	0.075	0.502	11.716	-1.267	
0.026	0.002	-2.099	2	0.282	0.075	0.200	10.879	-5.928	
0.017	0.003	-2.046	3	0.282	0.075	0.110	10.937	-10.650	
0.358	0.004	-2.037	1	0.282	0.075	1.058	11.377	-1.273	
0.329	0.001	-2.005	1	0.282	0.075	0.991	11.832	-1.372	
0.165	0.002	-2.005	1	0.282	0.075	0.629	12.818	-1.371	
0.012	0.002	-2.085	2	0.282	0.075	0.136	13.645	-5.932	
0.043	0.002	-2.125	1	0.282	0.075	0.300	13.238	-1.039	
0.085	0.002	-2.070	1	0.282	0.075	0.431	12.382	-1.178	
0.038	0.002	-2.060	1	0.282	0.075	0.282	12.420	-1.207	
0.193	0.003	-2.075	1	0.282	0.075	0.692	11.990	-1.166	
0.316	0.003	-2.042	1	0.282	0.075	0.962	11.999	-1.258	
0.098	0.003	-1.976	1	0.282	0.075	0.466	12.138	-1.468	
0.014	0.003	-1.976	1	0.282	0.075	0.170	13.074	-1.466	
0.073	0.003	-1.903	2	0.282	0.075	0.282	12.115	-6.106	
0.041	0.003	-2.045	1	0.282	0.075	0.291	12.082	-1.250	
0.083	0.004	-2.123	1	0.282	0.075	0.425	12.086	-1.043	
0.058	0.003	-1.996	2	0.282	0.075	0.320	12.352	-5.985	
0.082	0.002	-2.088	1	0.282	0.075	0.424	12.272	-1.132	
0.048	0.002	-2.097	1	0.282	0.075	0.316	12.346	-1.108	
0.284	0.002	-2.094	1	0.282	0.075	0.895	9.061	-1.116	
0.331	0.002	-2.085	1	0.282	0.075	0.999	9.579	-1.139	
0.442	0.001	-2.016	1	0.282	0.075	1.263	9.148	-1.337	
0.557	0.002	-2.113	1	0.282	0.075	1.591	9.166	-1.067	
0.159	0.002	-2.092	1	0.282	0.075	0.636	10.039	-1.121	
0.152	0.002	-1.969	1	0.282	0.075	0.620	10.387	-1.489	
0.102	0.002	-1.945	1	0.282	0.075	0.476	13.389	-1.576	
0.014	0.002	-1.827	2	0.282	0.075	0.120	9.788	-6.263	
0.019	0.002	-1.817	2	0.282	0.075	0.167	10.092	-6.287	
0.158	0.003	-1.968	1	0.282	0.075	0.613	13.656	-1.495	
0.199	0.003	-1.920	1	0.282	0.075	0.706	12.926	-1.671	
0.186	0.002	-1.887	1	0.282	0.075	0.677	12.306	-1.803	
0.180	0.002	-1.904	1	0.282	0.075	0.663	12.242	-1.730	
0.252	0.002	-1.983	2	0.282	0.075	0.581	9.837	-5.998	
0.113	0.002	-1.935	1	0.282	0.075	0.504	12.775	-1.612	
0.054	0.004	-2.039	1	0.282	0.075	0.337	12.636	-1.268	
0.009	0.003	-1.957	2	0.282	0.075	0.104	10.016	-6.027	
0.231	0.002	-2.046	1	0.282	0.075	0.775	9.836	-1.247	
0.020	0.002	-2.036	1	0.282	0.075	0.203	11.210	-1.277	
0.004	0.001	-2.092	1	0.282	0.075	0.092	11.212	-1.120	
0.008	0.003	-2.039	2	0.282	0.075	0.114	12.161	-5.953	
0.033	0.002	-2.038	1	0.282	0.075	0.261	10.424	-1.269	
0.079	0.002	-2.097	1	0.282	0.075	0.415	10.099	-1.107	
0.052	0.001	-2.139	1	0.282	0.075	0.336	4.243	-1.005	
0.005	0.002	-2.080	1	0.282	0.075	0.100	11.364	-1.153	
0.264	0.002	-2.130	1	0.282	0.075	0.848	9.987	-1.028	
0.409	0.002	-2.143	1	0.282	0.075	1.178	9.810	-0.998	
0.335	0.003	-2.010	1	0.282	0.075	1.006	10.127	-1.354	
0.245	0.001	-1.927	1	0.282	0.075	0.808	10.111	-1.642	
0.557	0.002	-2.044	1	0.282	0.075	1.641	8.940	-1.252	
0.621	0.003	-1.974	1	0.282	0.075	1.873	9.128	-1.472	
0.606	0.002	-1.932	1	0.282	0.075	1.759	10.469	-1.624	
0.740	0.003	-1.874	1	0.282	0.075	2.389	10.005	-1.856	
0.687	0.004	-2.025	1	0.282	0.075	2.104	9.753	-1.308	
0.425	0.002	-2.067	1	0.282	0.075	1.257	8.749	-1.188	
0.282	0.003	-2.133	1	0.282	0.075	0.889	11.035	-1.020	
0.354	0.001	-2.136	1	0.282	0.075	1.050	10.600	-1.013	
0.407	0.002	-2.049	1	0.282	0.075	1.211	8.523	-1.237	
0.384	0.003	-1.981	1	0.282	0.075	1.121	9.918	-1.450	
0.140	0.002	-2.075	1	0.282	0.075	0.572	10.970	-1.167	
0.052	0.002	-2.114	1	0.282	0.075	0.342	10.571	-1.066	
0.003	0.003	-2.133	3	0.282	0.075	0.048	10.505	-10.828	
0.064	0.002	-2.087	1	0.282	0.075	0.371	11.880	-1.133	
0.020	0.003	-2.142	3	0.282	0.075	0.120	10.442	-10.847	
0.015	0.002	-2.057	1	0.282	0.075	0.173	11.733	-1.216	
0.032	0.003	-2.001	2	0.282	0.075	0.185	9.197	-5.981	
0.011	0.002	-1.846	1	0.282	0.075	0.156	10.613	-1.982	
0.021	0.004	-2.001	1	0.282	0.075	0.205	11.322	-1.382	
0.268	0.002	-1.931	1	0.282	0.075	0.857	5.448	-1.627	
0.027	0.002	-1.868	2	0.282	0.075	0.172	5.842	-6.171	
0.235	0.001	-1.906	1	0.282	0.075	0.785	7.241	-1.724	
0.285	0.002	-2.076	1	0.282	0.075	0.896	8.696	-1.164	
0.288	0.003	-2.117	1	0.282	0.075	0.901	9.986	-1.057	
0.302	0.003	-1.902	1	0.282	0.075	0.932	9.975	-1.742	
0.228	0.002	-1.905	2	0.282	0.075	0.555	5.775	-6.101	
0.141	0.003	-1.993	1	0.282	0.075	0.574	9.975	-1.408	
0.316	0.002	-1.962	1	0.282	0.075	0.965	9.707	-1.513	
0.239	0.003	-1.852	1	0.282	0.075	0.797	9.012	-1.956	
0.182	0.002	-1.912	1	0.282	0.075	0.671	8.904	-1.701	
0.030	0.002	-1.820	3	0.282	0.075	0.181	7.342	-10.456	
0.020	0.002	-1.750	2	0.282	0.075	0.146	8.970	-6.488	
0.002	0.002	-1.657	1	0.282	0.075	0.066	10.630	-3.071	
0.064	0.001	-1.603	2	0.282	0.075	0.320	4.563	-7.149	
0.010	0.002	-1.566	2	0.282	0.075	0.130	9.916	-7.377	
0.066	0.002	-1.646	1	0.282	0.075	0.377	9.952	-3.157	
0.002	0.002	-1.629	3	0.282	0.075	0.038	9.705	-10.736	
0.002	0.002	-1.461	4	0.282	0.075	0.035	10.470	-14.844	
0.005	0.003	-1.477	4	0.282	0.075	0.066	8.743	-14.782	
0.044	0.002	-1.454	1	0.282	0.075	0.304	8.755	-4.935	
0.003	0.003	-1.452	2	0.282	0.075	0.070	11.521	-8.267	
0.040	0.001	-1.466	4	0.282	0.075	0.185	6.772	-14.823	
0.136	0.002	-1.384	1	0.282	0.075	0.563	10.199	-5.819	
0.059	0.002	-1.553	3	0.282	0.075	0.207	7.282	-11.012	
0.003	0.001	-1.469	4	0.282	0.075	0.046	9.658	-14.810	
0.038	0.003	-1.407	4	0.282	0.075	0.173	4.199	-15.112	
0.301	0.004	-1.533	1	0.282	0.075	0.933	10.356	-4.110	
0.695	0.004	-1.490	1	0.282	0.075	2.143	8.499	-4.536	
0.779	0.002	-1.497	1	0.282	0.075	2.659	8.277	-4.469	
0.832	0.002	-1.638	1	0.282	0.075	3.157	8.584	-3.211	
0.836	0.003	-1.733	1	0.282	0.075	3.208	8.309	-2.578	
0.442	0.002	-1.671	1	0.282	0.075	1.263	8.135	-2.978	
0.518	0.002	-1.630	1	0.282	0.075	1.469	8.238	-3.270	
0.478	0.002	-1.689	2	0.282	0.075	1.199	5.635	-6.721	
0.157	0.002	-1.637	2	0.282	0.075	0.562	3.270	-6.967	
0.057	0.003	-1.709	3	0.282	0.075	0.238	9.814	-10.555	
0.046	0.002	-1.796	1	0.282	0.075	0.312	10.728	-2.225	
0.005	0.001	-1.846	1	0.282	0.075	0.103	11.728	-1.979	
0.002	0.002	-1.811	3	0.282	0.075	0.044	12.428	-10.458	
0.016	0.002	-1.984	1	0.282	0.075	0.181	10.746	-1.439	
0.074	0.002	-1.905	1	0.282	0.075	0.400	11.058	-1.727	
0.037	0.002	-1.892	2	0.282	0.075	0.212	9.007	-6.125	
0.020	0.002	-1.930	1	0.282	0.075	0.201	11.338	-1.630	
0.028	0.003	-1.978	3	0.282	0.075	0.159	8.412	-10.548	
0.157	0.001	-1.763	2	0.282	0.075	0.444	5.160	-6.445	
0.221	0.001	-1.736	1	0.282	0.075	0.756	9.900	-2.558	
0.355	0.002	-1.675	1	0.282	0.075	1.051	9.161	-2.948	
0.470	0.002	-1.769	1	0.282	0.075	1.333	9.213	-2.366	
0.536	0.003	-1.836	2	0.282	0.075	1.349	6.988	-6.240	
0.275	0.003	-1.724	1	0.282	0.075	0.874	9.403	-2.631	
0.064	0.004	-1.625	2	0.282	0.075	0.323	11.827	-7.031	
0.036	0.003	-1.631	3	0.282	0.075	0.179	10.584	-10.730	
0.349	0.002	-1.814	3	0.282	0.075	0.606	6.962	-10.457	
0.668	0.002	-1.784	1	0.282	0.075	2.009	9.623	-2.289	
0.365	0.003	-1.731	1	0.282	0.075	1.072	10.417	-2.586	
0.431	0.002	-1.840	1	0.282	0.075	1.233	10.398	-2.009	
0.364	0.002	-1.855	1	0.282	0.075	1.071	10.581	-1.942	
0.358	0.002	-1.795	1	0.282	0.075	1.057	10.677	-2.229	
0.368	0.003	-1.635	2	0.282	0.075	0.839	7.489	-6.977	
0.222	0.003	-1.799	1	0.282	0.075	0.756	11.427	-2.211	
0.021	0.003	-1.825	1	0.282	0.075	0.208	12.566	-2.082	
0.024	0.004	-1.905	2	0.282	0.075	0.178	10.848	-6.102	
0.277	0.001	-1.941	1	0.282	0.075	0.879	9.477	-1.589	
0.305	0.003	-2.112	1	0.282	0.075	0.938	11.663	-1.070	
0.140	0.003	-2.114	2	0.282	0.075	0.487	8.569	-5.925	
0.079	0.002	-2.049	1	0.282	0.075	0.415	12.060	-1.237	
0.050	0.003	-2.042	2	0.282	0.075	0.285	13.712	-5.951	
0.125	0.001	-1.982	1	0.282	0.075	0.535	12.402	-1.446	
0.001	0.002	-1.981	4	0.282	0.075	0.038	14.516	-15.101	
0.251	0.002	-2.062	1	0.282	0.075	0.821	10.759	-1.202	
0.048	0.005	-2.136	4	0.282	0.075	0.216	9.464	-15.745	
0.176	0.001	-2.090	1	0.282	0.075	0.655	9.704	-1.125	
0.241	0.003	-2.113	1	0.282	0.075	0.797	11.893	-1.068	
0.410	0.005	-2.062	1	0.282	0.075	1.180	11.214	-1.201	
0.211	0.003	-1.990	1	0.282	0.075	0.732	12.268	-1.420	
0.003	0.003	-1.938	1	0.282	0.075	0.073	14.169	-1.599	
0.007	0.003	-1.915	1	0.282	0.075	0.121	13.865	-1.689	
0.011	0.001	-1.971	2	0.282	0.075	0.108	13.861	-6.011	
0.036	0.001	-2.006	1	0.282	0.075	0.275	12.899	-1.367	
0.018	0.003	-1.985	1	0.282	0.075	0.194	12.104	-1.435	
0.036	0.002	-2.052	1	0.282	0.075	0.275	13.034	-1.229	
0.222	0.003	-2.092	1	0.282	0.075	0.757	10.818	-1.122	
0.233	0.003	-2.125	1	0.282	0.075	0.781	12.538	-1.038	
0.012	0.003	-2.057	3	0.282	0.075	0.093	12.962	-10.671	
0.018	0.002	-2.109	1	0.282	0.075	0.193	13.843	-1.077	
0.067	0.002	-2.101	2	0.282	0.075	0.281	12.525	-5.928	
0.004	0.003	-2.101	2	0.282	0.075	0.075	16.531	-5.928	
0.038	0.003	-2.131	2	0.282	0.075	0.210	11.152	-5.924	
0.088	0.002	-2.047	1	0.282	0.075	0.441	12.402	-1.245	
0.060	0.004	-2.011	2	0.282	0.075	0.254	13.394	-5.973	
0.074	0.003	-1.928	1	0.282	0.075	0.400	14.451	-1.639	
0.176	0.003	-2.007	1	0.282	0.075	0.653	13.812	-1.366	
0.039	0.004	-1.969	1	0.282	0.075	0.287	14.192	-1.492	
0.155	0.002	-1.957	1	0.282	0.075	0.607	13.811	-1.533	
0.314	0.002	-2.078	1	0.282	0.075	0.959	13.643	-1.158	
0.320	0.003	-2.092	1	0.282	0.075	0.972	14.258	-1.122	
0.408	0.004	-2.023	1	0.282	0.075	1.176	14.897	-1.315	
0.233	0.001	-2.136	1	0.282	0.075	0.780	15.281	-1.014	
0.482	0.001	-2.076	1	0.282	0.075	1.368	12.099	-1.162	
0.780	0.004	-2.065	2	0.282	0.075	1.881	11.927	-5.939	
0.691	0.003	-2.058	1	0.282	0.075	2.117	14.824	-1.213	
0.804	0.003	-1.994	1	0.282	0.075	2.863	14.240	-1.408	
0.578	0.003	-2.116	1	0.282	0.075	1.657	14.438	-1.059	
0.466	0.003	-2.115	1	0.282	0.075	1.321	15.096	-1.063	
0.474	0.004	-2.021	1	0.282	0.075	1.344	16.127	-1.322	
0.386	0.002	-2.007	1	0.282	0.075	1.125	12.997	-1.365	
0.187	0.003	-2.087	1	0.282	0.075	0.679	17.019	-1.133	
0.092	0.003	-2.066	1	0.282	0.075	0.449	16.491	-1.191	
0.031	0.004	-2.109	1	0.282	0.075	0.254	13.943	-1.079	
0.007	0.003	-2.141	1	0.282	0.075	0.117	18.528	-1.002	
0.177	0.005	-2.067	1	0.282	0.075	0.657	17.410	-1.187	
0.043	0.004	-1.933	1	0.282	0.075	0.302	18.183	-1.621	
0.051	0.002	-2.089	1	0.282	0.075	0.328	19.416	-1.130	
0.138	0.005	-2.127	1	0.282	0.075	0.565	18.772	-1.033	
0.015	0.004	-2.111	2	0.282	0.075	0.151	19.647	-5.926	
0.020	0.004	-2.038	1	0.282	0.075	0.204	19.523	-1.271	
0.153	0.003	-2.007	1	0.282	0.075	0.601	17.620	-1.365	
0.009	0.005	-2.136	2	0.282	0.075	0.120	17.664	-5.924	
0.126	0.004	-2.115	1	0.282	0.075	0.537	18.677	-1.063	
0.195	0.004	-2.068	1	0.282	0.075	0.698	18.226	-1.186	
0.150	0.003	-2.020	1	0.282	0.075	0.595	17.910	-1.325	
0.009	0.003	-2.082	1	0.282	0.075	0.138	18.314	-1.147	
0.065	0.002	-2.066	1	0.282	0.075	0.373	18.598	-1.190	
0.008	0.002	-2.046	1	0.282	0.075	0.127	18.375	-1.246	
0.046	0.003	-2.002	1	0.282	0.075	0.312	17.328	-1.382	
0.013	0.003	-1.880	1	0.282	0.075	0.163	18.866	-1.830	
0.005	0.005	-1.883	1	0.282	0.075	0.099	19.339	-1.820	
0.078	0.003	-1.910	1	0.282	0.075	0.410	18.070	-1.708	
0.003	0.004	-1.777	1	0.282	0.075	0.076	19.688	-2.327	
0.019	0.005	-1.860	1	0.282	0.075	0.198	18.384	-1.917	
0.024	0.003	-1.960	2	0.282	0.075	0.156	15.868	-6.024	
0.103	0.004	-1.821	1	0.282	0.075	0.480	15.535	-2.102	
0.321	0.005	-1.685	1	0.282	0.075	0.974	14.276	-2.880	
0.495	0.005	-1.653	1	0.282	0.075	1.401	14.963	-3.106	
0.366	0.001	-1.765	1	0.282	0.075	1.076	15.096	-2.393	
0.324	0.002	-1.787	1	0.282	0.075	0.980	14.061	-2.272	
0.270	0.002	-1.660	1	0.282	0.075	0.861	14.125	-3.051	
0.274	0.004	-1.640	3	0.282	0.075	0.611	7.974	-10.704	
0.239	0.002	-1.677	1	0.282	0.075	0.794	14.075	-2.934	
0.251	0.003	-1.421	4	0.282	0.075	0.456	6.803	-15.035	
0.016	0.002	-1.415	2	0.282	0.075	0.156	12.431	-8.628	
0.003	0.002	-1.488	4	0.282	0.075	0.044	12.549	-14.740	
0.007	0.003	-1.596	4	0.282	0.075	0.072	14.679	-14.491	
0.103	0.001	-1.469	1	0.282	0.075	0.479	7.024	-4.769	
0.004	0.003	-1.574	2	0.282	0.075	0.074	11.999	-7.327	
0.039	0.003	-1.508	2	0.282	0.075	0.201	11.559	-7.793	
0.022	0.003	-1.512	4	0.282	0.075	0.126	8.046	-14.661	
0.056	0.004	-1.587	1	0.282	0.075	0.347	10.617	-3.616	
0.082	0.003	-1.506	3	0.282	0.075	0.278	8.764	-11.244	
0.180	0.004	-1.434	2	0.282	0.075	0.574	12.142	-8.439	
0.104	0.002	-1.425	1	0.282	0.075	0.481	13.362	-5.288	
0.010	0.005	-1.324	4	0.282	0.075	0.077	14.959	-15.709	
0.006	0.003	-1.327	3	0.282	0.075	0.070	15.745	-12.673	
0.251	0.004	-1.431	4	0.282	0.075	0.439	11.647	-14.983	
0.204	0.001	-1.349	1	0.282	0.075	0.716	13.552	-6.318	
0.057	0.004	-1.309	3	0.282	0.075	0.209	13.288	-12.876	
0.011	0.004	-1.182	2	0.282	0.075	0.110	13.746	-12.039	
0.193	0.003	-1.360	1	0.282	0.075	0.694	12.654	-6.155	
0.432	0.002	-1.422	2	0.282	0.075	0.888	9.674	-8.562	
0.016	0.002	-1.619	1	0.282	0.075	0.178	14.388	-3.362	
0.112	0.003	-1.701	1	0.282	0.075	0.503	13.795	-2.772	
0.002	0.003	-1.783	1	0.282	0.075	0.068	15.761	-2.292	
0.308	0.003	-1.716	1	0.282	0.075	0.944	15.040	-2.679	
0.537	0.003	-1.701	2	0.282	0.075	1.103	11.049	-6.672	
0.422	0.003	-1.783	1	0.282	0.075	1.209	15.250	-2.291	
0.361	0.004	-1.763	1	0.282	0.075	1.065	15.058	-2.403	
0.307	0.002	-1.710	1	0.282	0.075	0.943	14.500	-2.718	
0.002	0.003	-1.720	3	0.283	0.075	0.041	14.475	-10.538	
0.005	0.003	-1.482	2	0.283	0.075	0.093	16.288	-8.000	
0.003	0.003	-1.566	2	0.282	0.075	0.064	15.505	-7.376	
0.123	0.003	-1.551	2	0.282	0.075	0.398	16.242	-7.480	
0.139	0.003	-1.696	1	0.282	0.075	0.568	14.621	-2.807	
0.004	0.003	-1.710	1	0.282	0.075	0.094	14.106	-2.715	
0.121	0.003	-1.899	1	0.283	0.075	0.526	14.488	-1.754	
0.011	0.002	-2.035	2	0.283	0.075	0.131	13.915	-5.956	
0.103	0.002	-2.019	2	0.283	0.075	0.361	16.338	-5.966	
0.004	0.003	-1.992	1	0.282	0.075	0.084	15.840	-1.413	
0.073	0.003	-2.106	1	0.283	0.075	0.398	15.788	-1.086	
0.204	0.003	-2.059	1	0.282	0.075	0.716	14.442	-1.211	
0.109	0.002	-2.093	2	0.283	0.075	0.353	12.004	-5.930	
0.216	0.002	-2.108	1	0.282	0.075	0.744	13.372	-1.079	
0.106	0.002	-2.130	1	0.283	0.075	0.489	13.709	-1.028	
0.291	0.002	-2.031	1	0.283	0.075	0.906	13.091	-1.290	
0.405	0.002	-2.025	1	0.282	0.075	1.168	13.036	-1.310	
0.342	0.002	-1.937	1	0.282	0.075	1.020	13.453	-1.605	
0.523	0.002	-1.840	1	0.282	0.075	1.482	13.424	-2.008	
0.786	0.003	-1.744	1	0.282	0.075	2.715	13.548	-2.513	
0.836	0.003	-1.853	1	0.283	0.075	3.196	12.660	-1.950	
0.928	0.004	-1.768	1	0.283	0.075	5.078	12.430	-2.372	
0.741	0.001	-1.751	1	0.283	0.075	2.396	13.279	-2.468	
0.644	0.002	-1.736	1	0.283	0.075	1.906	13.850	-2.558	
0.718	0.003	-1.723	1	0.283	0.075	2.261	13.685	-2.635	
0.525	0.003	-1.844	1	0.283	0.075	1.489	14.295	-1.992	
0.622	0.001	-1.761	1	0.283	0.075	1.819	12.466	-2.414	
0.498	0.003	-1.662	1	0.283	0.075	1.410	14.061	-3.042	
0.868	0.002	-1.696	1	0.283	0.075	3.624	13.400	-2.808	
0.603	0.003	-1.763	1	0.283	0.075	1.744	14.491	-2.402	
0.719	0.003	-1.725	1	0.283	0.075	2.264	14.222	-2.626	
0.872	0.007	-1.760	1	0.283	0.075	3.691	13.570	-2.418	
0.828	0.003	-1.708	1	0.283	0.075	3.103	14.425	-2.730	
0.780	0.003	-1.691	1	0.283	0.075	2.668	15.181	-2.842	
0.549	0.003	-1.665	1	0.283	0.075	1.561	16.570	-3.020	
0.377	0.003	-1.645	1	0.283	0.075	1.102	16.838	-3.159	
0.198	0.006	-1.726	1	0.283	0.075	0.704	18.323	-2.615	
0.123	0.004	-1.734	1	0.283	0.075	0.529	18.401	-2.569	
0.012	0.004	-1.727	2	0.283	0.075	0.123	18.988	-6.572	
0.004	0.003	-1.822	1	0.283	0.075	0.084	19.681	-2.097	
0.115	0.003	-1.758	1	0.283	0.075	0.511	17.062	-2.430	
0.053	0.003	-1.788	1	0.283	0.075	0.336	19.483	-2.267	
0.003	0.005	-1.898	4	0.283	0.075	0.044	18.379	-14.828	
0.090	0.003	-1.880	2	0.283	0.075	0.346	17.023	-6.146	
0.060	0.005	-1.856	1	0.283	0.075	0.359	17.661	-1.937	
0.021	0.005	-1.877	1	0.282	0.075	0.205	18.041	-1.845	
0.021	0.002	-1.862	2	0.282	0.075	0.189	15.722	-6.183	
0.003	0.001	-1.619	1	0.282	0.075	0.073	16.257	-3.355	
0.100	0.004	-1.672	1	0.283	0.075	0.471	17.906	-2.969	
0.305	0.004	-1.735	1	0.282	0.075	0.937	17.140	-2.565	
0.440	0.003	-1.684	1	0.282	0.075	1.255	16.694	-2.888	
0.233	0.003	-1.703	1	0.282	0.075	0.780	17.415	-2.765	
0.117	0.004	-1.552	1	0.283	0.075	0.516	18.047	-3.924	
0.007	0.004	-1.557	1	0.283	0.075	0.117	18.900	-3.882	
0.017	0.003	-1.441	3	0.283	0.075	0.120	14.621	-11.653	
0.010	0.003	-1.489	2	0.283	0.075	0.113	18.499	-7.949	
0.016	0.005	-1.752	3	0.283	0.075	0.113	16.310	-10.497	
0.003	0.004	-1.667	1	0.283	0.075	0.080	18.439	-3.001	
0.186	0.004	-1.708	1	0.282	0.075	0.676	16.424	-2.729	
0.449	0.004	-1.692	3	0.283	0.075	0.837	10.464	-10.583	
0.252	0.004	-1.620	1	0.283	0.075	0.821	17.084	-3.351	
0.151	0.003	-1.625	3	0.283	0.075	0.425	11.844	-10.749	
0.066	0.003	-1.610	2	0.283	0.075	0.274	12.803	-7.110	
0.016	0.003	-1.631	1	0.283	0.075	0.183	16.859	-3.268	
0.004	0.004	-1.680	2	0.283	0.075	0.069	16.816	-6.761	
0.004	0.002	-1.574	2	0.283	0.075	0.076	17.557	-7.325	
