h 	 hh 	 p 	 snp 	 ar 	 war 	 sigma 	 bf 	 like 	 
0.050	0.002	-1.683	2	0.166	0.062	0.295	7.054	-7.249	
0.003	0.001	-1.816	3	0.166	0.062	0.058	5.398	-10.826	
0.011	0.002	-1.892	3	0.166	0.062	0.132	4.502	-10.778	
0.031	0.001	-1.893	1	0.166	0.062	0.311	5.175	-2.084	
0.003	0.003	-1.900	3	0.166	0.062	0.048	5.812	-10.777	
0.040	0.002	-1.869	1	0.166	0.062	0.350	6.734	-2.207	
0.068	0.001	-1.866	1	0.166	0.062	0.463	6.463	-2.219	
0.064	0.003	-1.815	1	0.166	0.062	0.465	5.724	-2.501	
0.007	0.001	-1.803	2	0.166	0.062	0.125	5.938	-6.707	
0.079	0.002	-1.778	2	0.166	0.062	0.377	5.568	-6.800	
0.031	0.002	-1.792	2	0.166	0.062	0.259	5.232	-6.747	
0.006	0.001	-1.865	3	0.166	0.062	0.080	4.771	-10.787	
0.012	0.002	-1.758	3	0.167	0.062	0.111	6.879	-10.913	
0.008	0.002	-1.897	2	0.167	0.062	0.118	6.092	-6.422	
0.025	0.001	-1.942	2	0.167	0.062	0.182	7.375	-6.323	
0.018	0.002	-1.903	2	0.167	0.062	0.161	5.215	-6.407	
0.007	0.003	-1.939	1	0.167	0.062	0.148	6.831	-1.875	
0.085	0.003	-1.939	1	0.167	0.062	0.525	6.340	-1.877	
0.035	0.002	-1.878	1	0.166	0.062	0.325	6.804	-2.160	
0.145	0.000	-1.926	0	0.167	0.062	0.000	0.000	2.488	
0.013	0.003	-1.817	3	0.167	0.062	0.111	5.871	-10.825	
0.004	0.003	-1.904	2	0.167	0.062	0.085	8.186	-6.405	
0.173	0.001	-1.889	1	0.167	0.062	0.811	5.244	-2.104	
0.385	0.001	-1.920	1	0.167	0.062	1.511	2.928	-1.960	
0.600	0.001	-1.922	1	0.167	0.062	2.105	4.959	-1.951	
0.656	0.001	-1.891	1	0.167	0.062	2.370	4.841	-2.098	
0.311	0.002	-2.014	1	0.167	0.062	1.191	4.793	-1.576	
0.326	0.000	-2.143	0	0.167	0.062	0.000	0.000	3.759	
0.406	0.001	-2.154	1	0.167	0.062	1.467	4.585	-1.141	
0.456	0.002	-2.164	2	0.167	0.062	1.194	1.825	-6.090	
0.374	0.001	-2.171	1	0.167	0.062	1.352	4.425	-1.097	
0.362	0.003	-2.193	1	0.166	0.062	1.316	4.452	-1.043	
0.317	0.001	-2.109	1	0.166	0.062	1.195	3.850	-1.266	
0.527	0.001	-2.116	1	0.166	0.062	1.850	3.414	-1.245	
0.534	0.002	-2.128	1	0.166	0.062	1.897	4.397	-1.211	
0.532	0.001	-2.157	1	0.166	0.062	1.891	4.332	-1.132	
0.575	0.001	-2.136	1	0.166	0.062	2.000	5.010	-1.188	
0.571	0.000	-2.201	0	0.166	0.062	0.000	0.000	4.037	
0.913	0.000	-2.163	0	0.167	0.062	0.000	0.000	3.856	
0.906	0.001	-2.189	1	0.167	0.062	5.345	4.028	-1.053	
0.906	0.001	-2.189	1	0.167	0.062	5.345	4.028	-1.053	
0.826	0.000	-2.157	0	0.167	0.062	0.000	0.000	3.827	
0.769	0.002	-2.068	1	0.167	0.062	3.134	4.562	-1.391	
0.769	0.002	-2.068	1	0.166	0.062	3.134	4.562	-1.391	
0.771	0.001	-2.073	1	0.166	0.062	3.207	3.562	-1.374	
0.690	0.001	-2.095	1	0.166	0.062	2.264	0.527	-1.306	
0.685	0.001	-2.161	1	0.166	0.062	2.615	4.008	-1.123	
0.723	0.001	-2.197	1	0.166	0.062	2.775	4.683	-1.032	
0.703	0.003	-2.211	1	0.166	0.062	2.729	4.034	-1.001	
0.980	0.000	-2.080	0	0.166	0.062	0.000	0.000	3.430	
0.858	0.002	-2.061	1	0.166	0.062	4.217	4.265	-1.414	
0.878	0.001	-2.044	1	0.166	0.062	4.751	3.411	-1.469	
0.822	0.000	-2.142	0	0.166	0.062	0.000	0.000	3.750	
0.897	0.001	-2.108	1	0.166	0.062	5.224	3.316	-1.270	
0.941	0.002	-2.079	1	0.166	0.062	7.067	3.014	-1.358	
0.747	0.002	-2.078	1	0.166	0.062	2.949	4.623	-1.360	
0.835	0.001	-2.075	1	0.166	0.062	3.864	4.352	-1.368	
0.837	0.002	-2.113	1	0.166	0.062	3.890	4.346	-1.253	
0.832	0.000	-2.081	0	0.166	0.062	0.000	0.000	3.433	
0.657	0.001	-2.107	1	0.166	0.062	2.378	4.838	-1.272	
0.668	0.002	-2.112	2	0.166	0.062	1.828	2.930	-6.112	
0.425	0.001	-2.111	1	0.166	0.062	1.524	4.616	-1.258	
0.426	0.001	-2.131	1	0.166	0.062	1.479	5.311	-1.202	
0.426	0.001	-2.131	1	0.166	0.062	1.479	5.311	-1.202	
0.313	0.001	-2.180	1	0.166	0.062	1.160	5.554	-1.073	
0.394	0.001	-2.191	1	0.166	0.062	1.431	4.610	-1.048	
0.423	0.001	-2.150	1	0.166	0.062	1.501	3.622	-1.151	
0.145	0.000	-2.156	0	0.166	0.062	0.000	0.000	3.824	
0.130	0.003	-2.199	1	0.166	0.062	0.675	5.115	-1.027	
0.015	0.001	-2.210	1	0.166	0.062	0.209	7.212	-1.001	
0.024	0.003	-2.151	2	0.166	0.062	0.203	7.454	-6.094	
0.077	0.001	-2.174	1	0.166	0.062	0.512	5.630	-1.089	
0.040	0.002	-2.078	1	0.166	0.062	0.350	6.734	-1.360	
0.017	0.001	-2.088	1	0.166	0.062	0.236	6.367	-1.329	
0.003	0.002	-2.059	2	0.166	0.062	0.076	5.985	-6.153	
0.039	0.001	-2.060	2	0.166	0.062	0.236	2.684	-6.152	
0.093	0.001	-2.078	1	0.166	0.062	0.551	6.293	-1.360	
0.007	0.002	-2.156	3	0.166	0.062	0.083	6.611	-11.049	
0.043	0.001	-2.098	1	0.166	0.062	0.372	5.701	-1.298	
0.030	0.002	-2.144	1	0.166	0.062	0.302	6.875	-1.168	
0.100	0.000	-2.198	0	0.166	0.062	0.000	0.000	4.025	
0.110	0.001	-2.159	1	0.166	0.063	0.602	6.204	-1.126	
0.161	0.001	-2.152	1	0.166	0.063	0.752	5.985	-1.146	
0.075	0.001	-2.176	1	0.166	0.063	0.498	4.717	-1.083	
0.005	0.001	-2.165	1	0.166	0.063	0.131	6.924	-1.111	
0.068	0.001	-2.074	2	0.166	0.062	0.314	3.135	-6.139	
0.004	0.001	-1.955	4	0.166	0.062	0.051	5.580	-15.279	
0.020	0.001	-1.900	1	0.166	0.063	0.256	6.362	-2.051	
0.005	0.001	-1.946	2	0.166	0.063	0.089	7.193	-6.315	
0.195	0.000	-1.817	0	0.166	0.063	0.000	0.000	1.678	
0.080	0.000	-2.082	0	0.166	0.063	0.000	0.000	3.440	
0.157	0.001	-2.068	2	0.166	0.063	0.502	2.608	-6.144	
0.603	0.001	-2.007	1	0.166	0.063	2.188	4.255	-1.601	
0.549	0.002	-1.994	3	0.166	0.063	1.173	0.671	-10.813	
0.600	0.001	-2.016	1	0.166	0.063	2.172	4.193	-1.568	
0.635	0.001	-2.048	1	0.166	0.063	2.267	4.885	-1.458	
0.925	0.000	-2.032	0	0.166	0.063	0.000	0.000	3.155	
0.809	0.001	-2.154	1	0.166	0.063	3.536	4.441	-1.141	
0.853	0.000	-2.138	0	0.166	0.063	0.000	0.000	3.733	
0.972	0.001	-2.067	1	0.166	0.063	10.250	2.401	-1.395	
0.943	0.000	-2.112	0	0.166	0.063	0.000	0.000	3.600	
0.634	0.001	-2.192	1	0.166	0.063	2.263	4.887	-1.045	
0.714	0.002	-2.159	1	0.166	0.063	2.717	4.704	-1.126	
0.643	0.002	-2.144	1	0.166	0.063	2.306	4.868	-1.168	
0.425	0.000	-2.182	0	0.166	0.063	0.000	0.000	3.948	
0.897	0.000	-2.199	0	0.166	0.063	0.000	0.000	4.031	
0.996	0.000	-1.996	0	0.167	0.064	0.000	0.000	2.941	
0.375	0.000	-1.885	0	0.167	0.064	0.000	0.000	2.200	
0.080	0.001	-1.786	1	0.167	0.064	0.517	4.682	-2.673	
0.017	0.001	-1.806	1	0.167	0.064	0.233	6.378	-2.555	
0.038	0.001	-1.840	1	0.167	0.064	0.341	6.757	-2.360	
0.004	0.001	-1.766	2	0.167	0.064	0.067	6.218	-6.851	
0.113	0.002	-1.723	2	0.167	0.064	0.460	4.661	-7.044	
0.166	0.003	-1.755	1	0.167	0.064	0.766	5.966	-2.872	
0.003	0.001	-1.801	2	0.167	0.064	0.066	6.910	-6.714	
0.006	0.002	-1.723	3	0.167	0.064	0.086	6.344	-10.992	
0.034	0.003	-1.774	2	0.167	0.064	0.244	7.115	-6.818	
0.007	0.003	-1.807	1	0.167	0.064	0.143	5.872	-2.549	
0.010	0.001	-1.882	3	0.167	0.064	0.108	6.128	-10.780	
0.159	0.001	-1.859	1	0.167	0.064	0.771	5.226	-2.255	
0.075	0.001	-1.750	1	0.167	0.064	0.505	5.712	-2.906	
0.007	0.002	-1.735	3	0.167	0.064	0.093	6.679	-10.962	
0.005	0.001	-1.656	4	0.167	0.064	0.061	5.381	-14.990	
0.093	0.002	-1.690	1	0.167	0.064	0.561	5.298	-3.345	
0.209	0.002	-1.673	2	0.168	0.064	0.673	4.000	-7.308	
0.212	0.001	-1.641	1	0.168	0.064	0.907	4.823	-3.742	
0.018	0.002	-1.617	1	0.168	0.064	0.243	6.340	-3.958	
0.145	0.000	-1.525	1	0.168	0.064	0.729	5.349	-4.912	
0.002	0.002	-1.487	3	0.168	0.064	0.041	5.136	-12.146	
0.075	0.001	-1.350	2	0.168	0.064	0.341	3.679	-10.463	
0.054	0.001	-1.607	1	0.168	0.064	0.409	6.583	-4.053	
0.055	0.002	-1.560	3	0.168	0.064	0.240	5.666	-11.652	
0.007	0.004	-1.640	3	0.168	0.064	0.089	7.186	-11.262	
0.010	0.000	-1.742	0	0.168	0.064	0.000	0.000	1.034	
0.017	0.001	-1.889	2	0.168	0.064	0.183	2.285	-6.442	
0.027	0.001	-1.887	1	0.168	0.064	0.296	6.225	-2.113	
0.003	0.003	-1.914	1	0.168	0.064	0.097	7.780	-1.986	
0.164	0.001	-1.894	1	0.168	0.064	0.777	4.278	-2.080	
0.148	0.000	-2.050	1	0.168	0.064	0.741	5.334	-1.450	
0.186	0.003	-2.022	1	0.168	0.064	0.821	5.897	-1.547	
0.016	0.001	-2.035	2	0.168	0.064	0.166	4.858	-6.178	
0.007	0.003	-2.050	2	0.168	0.064	0.110	7.315	-6.161	
0.096	0.000	-1.988	1	0.168	0.064	0.559	6.278	-1.674	
0.007	0.002	-1.887	2	0.168	0.064	0.111	8.449	-6.448	
0.007	0.002	-1.940	4	0.168	0.064	0.067	7.066	-15.236	
0.004	0.001	-1.917	1	0.168	0.064	0.105	7.061	-1.971	
0.002	0.003	-1.916	4	0.168	0.064	0.047	7.743	-15.177	
0.017	0.001	-1.912	2	0.168	0.064	0.175	4.696	-6.386	
0.014	0.001	-1.923	1	0.168	0.064	0.205	6.260	-1.946	
0.055	0.000	-1.958	1	0.168	0.064	0.429	5.870	-1.794	
0.231	0.001	-1.928	1	0.168	0.064	0.958	4.768	-1.923	
0.310	0.000	-1.902	1	0.168	0.064	1.152	5.561	-2.044	
0.331	0.003	-1.871	1	0.168	0.064	1.229	4.520	-2.193	
0.323	0.001	-1.884	1	0.168	0.063	1.186	5.531	-2.131	
0.386	0.000	-2.125	0	0.168	0.064	0.000	0.000	3.665	
0.287	0.002	-2.078	1	0.168	0.064	1.126	4.849	-1.359	
0.390	0.001	-2.098	1	0.168	0.063	1.418	4.619	-1.297	
0.589	0.000	-2.201	0	0.168	0.064	0.000	0.000	4.038	
0.516	0.000	-2.073	1	0.168	0.064	1.957	-4.282	-1.376	
0.493	0.003	-2.190	1	0.168	0.064	1.748	4.411	-1.050	
0.614	0.001	-2.200	1	0.168	0.064	2.237	4.164	-1.027	
0.698	0.001	-2.205	1	0.168	0.064	2.654	3.752	-1.012	
0.950	0.002	-2.079	1	0.168	0.064	7.643	2.694	-1.356	
0.824	0.001	-2.052	1	0.168	0.064	3.712	4.392	-1.443	
0.630	0.000	-2.057	0	0.168	0.064	0.000	0.000	3.301	
0.405	0.000	-2.081	0	0.168	0.064	0.000	0.000	3.431	
0.557	0.000	-2.105	0	0.168	0.064	0.000	0.000	3.564	
0.048	0.001	-2.192	2	0.168	0.064	0.270	1.768	-6.085	
0.030	0.002	-2.187	1	0.168	0.064	0.338	4.407	-1.056	
0.083	0.001	-2.194	1	0.168	0.064	0.532	5.660	-1.040	
0.129	0.002	-2.208	1	0.168	0.064	0.672	5.120	-1.007	
0.006	0.002	-2.133	2	0.168	0.064	0.104	8.545	-6.101	
0.242	0.000	-2.100	0	0.168	0.064	0.000	0.000	3.537	
0.289	0.002	-2.054	1	0.168	0.064	1.096	5.611	-1.437	
0.151	0.001	-2.093	1	0.168	0.064	0.747	5.326	-1.313	
0.248	0.002	-2.126	1	0.168	0.064	0.987	5.715	-1.217	
0.354	0.002	-2.128	1	0.168	0.064	1.272	5.462	-1.212	
0.559	0.001	-2.127	1	0.168	0.064	1.936	5.043	-1.213	
0.559	0.001	-2.127	1	0.168	0.064	1.936	5.043	-1.213	
0.623	0.002	-2.039	1	0.168	0.064	2.278	4.215	-1.487	
0.674	0.001	-1.988	1	0.168	0.064	2.473	4.798	-1.674	
0.674	0.001	-1.988	1	0.167	0.064	2.473	4.798	-1.674	
0.720	0.001	-2.031	1	0.167	0.064	2.758	4.689	-1.514	
0.720	0.001	-2.031	1	0.167	0.064	2.758	4.689	-1.514	
0.615	0.000	-1.912	0	0.167	0.064	0.000	0.000	2.395	
0.787	0.001	-1.825	1	0.167	0.064	3.304	4.509	-2.441	
0.754	0.000	-1.817	0	0.167	0.064	0.000	0.000	1.681	
0.344	0.000	-1.921	0	0.167	0.064	0.000	0.000	2.457	
0.251	0.001	-1.953	1	0.167	0.064	1.011	4.715	-1.815	
0.271	0.000	-1.949	1	0.167	0.064	1.080	4.891	-1.833	
0.073	0.001	-1.936	1	0.167	0.064	0.500	5.654	-1.887	
0.001	0.001	-2.055	2	0.167	0.064	0.038	6.735	-6.157	
0.141	0.001	-2.053	1	0.167	0.064	0.695	6.063	-1.440	
0.198	0.002	-2.071	1	0.167	0.064	0.871	4.165	-1.381	
0.295	0.000	-1.923	0	0.167	0.064	0.000	0.000	2.467	
0.204	0.001	-2.004	1	0.167	0.064	0.899	5.073	-1.614	
0.190	0.001	-2.009	1	0.167	0.064	0.847	4.891	-1.594	
0.249	0.002	-2.031	1	0.167	0.064	1.021	5.015	-1.516	
0.315	0.001	-2.046	1	0.167	0.064	1.293	3.084	-1.463	
0.225	0.001	-2.199	1	0.167	0.064	0.925	5.779	-1.028	
0.161	0.001	-2.207	1	0.167	0.064	0.765	4.992	-1.010	
0.171	0.001	-2.207	1	0.167	0.064	0.806	5.182	-1.008	
0.024	0.001	-2.123	1	0.167	0.064	0.269	6.983	-1.226	
0.126	0.002	-2.109	1	0.167	0.064	0.653	6.124	-1.264	
0.005	0.001	-2.048	1	0.167	0.064	0.123	6.899	-1.458	
0.005	0.000	-2.016	1	0.167	0.064	0.123	6.899	-1.568	
0.123	0.000	-1.986	0	0.167	0.064	0.000	0.000	2.878	
0.289	0.000	-2.207	0	0.167	0.064	0.000	0.000	4.065	
0.570	0.001	-2.069	1	0.167	0.064	1.977	5.022	-1.389	
0.583	0.000	-2.166	1	0.167	0.064	2.072	3.301	-1.109	
0.866	0.000	-2.201	0	0.167	0.064	0.000	0.000	4.041	
0.488	0.000	-2.058	1	0.167	0.064	1.864	2.719	-1.425	
0.478	0.001	-2.033	1	0.167	0.064	1.644	5.206	-1.510	
0.430	0.002	-2.008	1	0.167	0.064	1.492	5.303	-1.599	
0.252	0.001	-2.008	2	0.167	0.064	0.679	1.671	-6.213	
0.317	0.002	-2.011	1	0.167	0.064	1.170	5.545	-1.588	
0.347	0.002	-2.020	1	0.167	0.064	1.251	5.478	-1.555	
0.347	0.002	-2.020	1	0.167	0.064	1.251	5.478	-1.555	
0.347	0.002	-2.020	1	0.167	0.064	1.251	5.478	-1.555	
0.347	0.002	-2.020	1	0.167	0.064	1.251	5.478	-1.555	
0.271	0.002	-2.004	3	0.167	0.064	0.593	0.129	-10.822	
0.049	0.000	-2.022	0	0.167	0.064	0.000	0.000	3.101	
0.619	0.000	-2.189	1	0.167	0.064	2.188	4.921	-1.053	
0.577	0.001	-2.211	1	0.167	0.064	2.070	4.310	-0.999	
0.731	0.002	-2.168	1	0.167	0.064	2.923	3.965	-1.104	
0.708	0.001	-2.207	1	0.167	0.064	2.764	4.021	-1.010	
0.757	0.001	-2.199	1	0.167	0.064	3.029	4.596	-1.028	
0.758	0.002	-2.194	1	0.167	0.064	3.137	3.826	-1.040	
0.615	0.001	-2.197	1	0.167	0.064	2.173	4.927	-1.034	
0.456	0.001	-2.165	1	0.167	0.064	1.573	5.250	-1.112	
0.455	0.002	-2.144	1	0.167	0.064	1.569	5.253	-1.166	
0.514	0.002	-2.155	1	0.167	0.064	1.767	5.134	-1.139	
0.415	0.001	-2.148	1	0.166	0.064	1.448	5.333	-1.157	
0.415	0.001	-2.148	1	0.166	0.064	1.448	5.333	-1.157	
0.376	0.001	-2.162	1	0.166	0.064	1.377	4.717	-1.120	
0.644	0.000	-2.185	0	0.166	0.064	0.000	0.000	3.965	
0.532	0.001	-2.061	1	0.166	0.064	1.889	4.333	-1.414	
0.512	0.001	-2.070	1	0.166	0.064	1.789	4.146	-1.385	
0.580	0.002	-2.041	1	0.166	0.064	2.017	5.002	-1.481	
0.898	0.000	-2.071	0	0.166	0.064	0.000	0.000	3.377	
0.826	0.001	-2.073	1	0.166	0.064	3.866	3.686	-1.374	
0.819	0.001	-2.069	1	0.166	0.064	3.728	2.714	-1.388	
0.825	0.003	-2.072	1	0.166	0.064	3.852	3.689	-1.379	
0.826	0.001	-2.049	1	0.166	0.064	3.743	4.384	-1.455	
0.826	0.001	-2.049	1	0.166	0.064	3.743	4.384	-1.455	
0.885	0.003	-2.060	1	0.166	0.064	4.767	4.142	-1.418	
0.930	0.001	-2.034	1	0.166	0.064	6.379	2.875	-1.506	
0.675	0.000	-2.118	0	0.166	0.064	0.000	0.000	3.631	
0.141	0.002	-2.036	1	0.166	0.064	0.719	5.295	-1.496	
0.289	0.002	-2.037	1	0.166	0.064	1.130	4.914	-1.494	
0.235	0.002	-2.035	2	0.166	0.064	0.713	4.235	-6.178	
0.262	0.003	-2.023	2	0.166	0.064	0.780	4.595	-6.193	
0.227	0.002	-2.125	1	0.166	0.064	0.931	5.773	-1.219	
0.227	0.002	-2.125	1	0.165	0.064	0.931	5.773	-1.219	
0.416	0.002	-2.050	2	0.165	0.064	1.086	3.141	-6.162	
0.399	0.000	-2.036	1	0.165	0.064	1.444	4.670	-1.498	
0.409	0.001	-1.953	1	0.165	0.064	1.428	5.347	-1.817	
0.098	0.001	-1.991	2	0.165	0.064	0.433	5.422	-6.237	
0.102	0.001	-1.812	1	0.165	0.064	0.598	5.476	-2.514	
0.094	0.002	-1.834	1	0.165	0.064	0.553	6.288	-2.393	
0.176	0.002	-1.863	1	0.165	0.064	0.821	5.232	-2.234	
0.201	0.001	-1.827	1	0.165	0.064	0.860	5.851	-2.428	
0.046	0.002	-1.855	1	0.165	0.064	0.376	6.664	-2.277	
0.059	0.001	-1.896	2	0.165	0.064	0.288	4.352	-6.424	
0.034	0.002	-1.880	3	0.165	0.064	0.173	3.810	-10.781	
0.023	0.001	-1.901	1	0.165	0.064	0.273	6.303	-2.049	
0.365	0.000	-2.137	0	0.165	0.064	0.000	0.000	3.725	
0.106	0.000	-2.154	0	0.166	0.064	0.000	0.000	3.811	
0.245	0.000	-2.184	0	0.166	0.064	0.000	0.000	3.959	
0.593	0.000	-2.185	0	0.166	0.064	0.000	0.000	3.964	
0.318	0.001	-2.174	1	0.166	0.064	1.195	4.548	-1.089	
0.301	0.001	-2.173	1	0.166	0.064	1.165	4.884	-1.090	
0.345	0.001	-2.156	1	0.166	0.064	1.287	4.784	-1.136	
0.624	0.002	-2.169	1	0.166	0.064	2.252	3.916	-1.102	
0.928	0.000	-2.128	0	0.166	0.065	0.000	0.000	3.681	
0.926	0.000	-2.205	0	0.166	0.065	0.000	0.000	4.059	
0.934	0.002	-2.205	1	0.166	0.065	6.484	3.835	-1.015	
0.937	0.000	-2.180	1	0.166	0.065	6.835	3.048	-1.073	
0.845	0.001	-2.175	1	0.166	0.065	4.083	3.321	-1.086	
0.761	0.000	-2.168	1	0.166	0.065	3.065	4.584	-1.104	
0.650	0.000	-2.204	0	0.166	0.065	0.000	0.000	4.053	
0.385	0.002	-2.101	1	0.166	0.065	1.404	4.697	-1.289	
0.395	0.001	-2.115	2	0.166	0.065	1.042	2.411	-6.110	
0.212	0.000	-2.036	2	0.166	0.065	0.727	0.620	-6.177	
0.406	0.001	-1.974	1	0.166	0.065	1.466	4.586	-1.730	
0.409	0.001	-1.907	3	0.166	0.064	0.924	0.191	-10.777	
0.438	0.001	-1.879	1	0.166	0.064	1.549	3.591	-2.154	
0.557	0.000	-1.948	0	0.166	0.065	0.000	0.000	2.636	
0.769	0.000	-2.056	0	0.166	0.065	0.000	0.000	3.297	
0.822	0.002	-2.008	1	0.166	0.065	3.695	4.397	-1.597	
0.762	0.001	-1.975	1	0.166	0.065	3.129	3.587	-1.726	
0.871	0.000	-1.946	0	0.166	0.065	0.000	0.000	2.623	
0.734	0.000	-1.896	0	0.166	0.065	0.000	0.000	2.285	
0.499	0.000	-2.016	0	0.167	0.065	0.000	0.000	3.066	
0.313	0.002	-2.044	1	0.167	0.065	1.196	4.789	-1.470	
0.356	0.002	-2.060	1	0.167	0.065	1.318	4.761	-1.418	
0.397	0.001	-2.044	1	0.166	0.065	1.395	5.370	-1.470	
0.466	0.002	-1.992	1	0.166	0.065	1.634	4.236	-1.660	
0.497	0.002	-1.999	1	0.166	0.065	1.762	4.471	-1.631	
0.467	0.001	-1.997	1	0.166	0.065	1.659	4.531	-1.640	
0.455	0.001	-1.875	1	0.166	0.065	1.852	0.819	-2.174	
0.262	0.000	-1.846	1	0.166	0.065	1.136	3.213	-2.325	
0.290	0.001	-1.919	2	0.166	0.065	0.710	1.602	-6.371	
0.234	0.001	-1.930	1	0.166	0.065	0.979	5.057	-1.914	
0.361	0.002	-1.962	1	0.166	0.065	1.291	5.447	-1.779	
0.216	0.002	-1.925	1	0.166	0.065	0.918	4.811	-1.936	
0.116	0.001	-1.908	1	0.166	0.065	0.641	5.408	-2.016	
0.029	0.002	-1.907	1	0.166	0.065	0.299	5.908	-2.020	
0.007	0.002	-1.969	2	0.166	0.065	0.112	7.218	-6.272	
0.042	0.001	-1.947	1	0.166	0.065	0.360	6.706	-1.839	
0.010	0.002	-1.994	2	0.166	0.065	0.131	6.715	-6.232	
0.002	0.000	-2.016	1	0.166	0.065	0.072	7.130	-1.569	
0.069	0.001	-2.038	1	0.166	0.065	0.484	5.684	-1.491	
0.004	0.002	-1.970	1	0.166	0.065	0.105	6.780	-1.747	
0.165	0.003	-2.061	1	0.166	0.065	0.764	5.969	-1.413	
0.010	0.002	-1.951	2	0.166	0.065	0.143	4.451	-6.305	
0.032	0.003	-1.821	3	0.166	0.065	0.192	5.250	-10.820	
0.111	0.001	-1.801	2	0.166	0.065	0.390	2.653	-6.712	
0.062	0.001	-1.848	1	0.166	0.065	0.457	5.808	-2.317	
0.083	0.002	-1.812	3	0.166	0.065	0.334	0.397	-10.830	
0.014	0.001	-1.828	1	0.166	0.065	0.203	7.240	-2.427	
0.006	0.002	-1.720	2	0.166	0.065	0.104	6.364	-7.056	
0.057	0.001	-1.844	1	0.166	0.065	0.423	6.551	-2.338	
0.011	0.001	-1.898	2	0.166	0.065	0.117	4.526	-6.418	
0.081	0.002	-1.893	1	0.166	0.065	0.525	5.604	-2.085	
0.104	0.001	-1.877	2	0.166	0.064	0.441	3.998	-6.475	
0.163	0.002	-1.760	1	0.166	0.064	0.781	5.281	-2.842	
0.173	0.001	-1.910	3	0.166	0.064	0.529	0.215	-10.777	
0.265	0.002	-1.966	1	0.166	0.064	1.066	4.972	-1.763	
0.130	0.000	-1.965	0	0.166	0.065	0.000	0.000	2.747	
0.162	0.003	-2.035	1	0.167	0.065	0.772	4.285	-1.503	
0.006	0.001	-2.120	1	0.166	0.065	0.140	6.805	-1.234	
0.009	0.002	-2.163	1	0.166	0.065	0.163	7.425	-1.117	
0.010	0.001	-2.155	1	0.166	0.065	0.168	7.398	-1.136	
0.010	0.001	-2.093	1	0.166	0.065	0.169	7.396	-1.312	
0.094	0.002	-2.124	2	0.166	0.065	0.418	2.779	-6.105	
0.033	0.001	-2.040	1	0.166	0.064	0.322	5.838	-1.484	
0.100	0.001	-2.098	1	0.166	0.064	0.574	6.252	-1.297	
0.074	0.001	-2.088	1	0.166	0.064	0.495	5.422	-1.329	
0.027	0.001	-2.096	1	0.166	0.064	0.285	6.929	-1.303	
0.009	0.002	-2.043	1	0.166	0.064	0.167	6.667	-1.475	
0.018	0.002	-2.057	1	0.166	0.064	0.239	6.357	-1.428	
0.008	0.001	-2.074	1	0.166	0.064	0.157	6.719	-1.372	
0.005	0.002	-2.022	2	0.166	0.064	0.092	7.771	-6.194	
0.009	0.002	-2.030	1	0.166	0.064	0.169	6.657	-1.520	
0.015	0.001	-2.005	1	0.166	0.064	0.220	6.432	-1.610	
0.009	0.002	-1.940	2	0.166	0.064	0.125	7.973	-6.327	
0.005	0.001	-1.955	2	0.166	0.064	0.098	8.129	-6.297	
0.007	0.002	-1.908	1	0.166	0.064	0.147	6.770	-2.014	
0.068	0.001	-1.889	1	0.166	0.064	0.473	5.467	-2.107	
0.001	0.001	-1.901	4	0.166	0.064	0.032	8.630	-15.141	
0.007	0.001	-1.900	2	0.166	0.064	0.111	8.465	-6.414	
0.091	0.002	-1.959	1	0.166	0.064	0.544	6.304	-1.791	
0.105	0.002	-2.024	2	0.166	0.064	0.416	2.580	-6.191	
0.014	0.004	-1.895	1	0.166	0.064	0.213	6.459	-2.076	
0.098	0.002	-1.993	1	0.166	0.064	0.585	5.567	-1.655	
0.005	0.001	-2.060	2	0.166	0.064	0.097	6.196	-6.152	
0.072	0.001	-2.098	1	0.166	0.064	0.485	5.441	-1.298	
0.060	0.001	-2.044	2	0.166	0.064	0.318	5.790	-6.168	
0.010	0.003	-2.039	3	0.166	0.064	0.120	5.831	-10.860	
0.117	0.000	-1.894	1	0.166	0.064	0.646	5.401	-2.079	
0.012	0.001	-1.921	1	0.166	0.064	0.196	6.534	-1.953	
0.010	0.002	-1.892	2	0.166	0.064	0.112	6.192	-6.434	
0.015	0.002	-1.847	1	0.166	0.064	0.212	7.201	-2.319	
0.010	0.003	-1.963	1	0.166	0.064	0.177	6.621	-1.772	
0.247	0.002	-2.072	1	0.166	0.064	1.016	5.020	-1.380	
0.214	0.001	-2.077	1	0.166	0.064	0.896	5.810	-1.363	
0.180	0.003	-2.096	1	0.166	0.064	0.819	4.924	-1.303	
0.046	0.003	-2.052	2	0.166	0.064	0.286	5.140	-6.160	
0.034	0.001	-1.953	1	0.166	0.064	0.335	6.042	-1.815	
0.018	0.002	-1.912	3	0.166	0.064	0.149	5.902	-10.777	
0.078	0.002	-1.951	1	0.166	0.064	0.498	6.391	-1.826	
0.118	0.001	-2.022	1	0.166	0.064	0.647	5.398	-1.547	
0.043	0.003	-1.899	2	0.166	0.064	0.272	6.389	-6.418	
0.041	0.002	-1.839	2	0.166	0.064	0.270	5.782	-6.583	
0.060	0.002	-1.830	1	0.166	0.064	0.442	5.532	-2.416	
0.009	0.002	-2.052	1	0.166	0.064	0.167	7.407	-1.444	
0.209	0.001	-2.086	1	0.166	0.064	0.913	5.126	-1.335	
