h 	 hh 	 p 	 snp 	 ar 	 war 	 sigma 	 bf 	 like 	 
0.055	0.002	-1.843	1	0.181	0.071	0.413	6.575	-2.342	
0.011	0.001	-1.807	1	0.181	0.071	0.184	7.323	-2.549	
0.024	0.002	-1.865	2	0.182	0.070	0.198	6.828	-6.506	
0.009	0.002	-1.951	2	0.182	0.070	0.120	3.309	-6.304	
0.026	0.001	-1.952	1	0.181	0.070	0.290	6.245	-1.818	
0.011	0.002	-1.943	2	0.181	0.069	0.142	5.134	-6.320	
0.166	0.001	-1.951	1	0.180	0.069	0.766	5.967	-1.826	
0.298	0.001	-1.982	1	0.179	0.068	1.118	5.590	-1.698	
0.178	0.000	-1.960	1	0.178	0.068	0.950	1.945	-1.787	
0.039	0.002	-2.052	1	0.178	0.067	0.352	5.755	-1.444	
0.012	0.004	-2.035	3	0.178	0.067	0.104	4.550	-10.855	
0.048	0.002	-2.100	1	0.178	0.067	0.400	5.870	-1.292	
0.103	0.003	-2.126	2	0.177	0.067	0.440	3.765	-6.104	
0.043	0.004	-2.208	2	0.178	0.068	0.272	6.688	-6.085	
0.019	0.002	-2.185	1	0.178	0.067	0.239	7.092	-1.063	
0.006	0.002	-2.173	3	0.177	0.067	0.073	5.430	-11.084	
0.088	0.004	-2.165	2	0.176	0.067	0.400	6.464	-6.090	
0.001	0.001	-2.127	1	0.176	0.067	0.065	7.132	-1.214	
0.107	0.001	-2.116	1	0.175	0.066	0.615	5.449	-1.246	
0.110	0.002	-2.022	2	0.174	0.066	0.453	5.209	-6.194	
0.035	0.002	-2.031	2	0.174	0.065	0.240	6.628	-6.183	
0.007	0.002	-1.856	2	0.174	0.066	0.106	8.810	-6.532	
0.199	0.001	-1.957	1	0.174	0.066	0.856	5.856	-1.799	
0.441	0.001	-1.940	1	0.173	0.065	1.574	4.584	-1.872	
0.403	0.001	-2.014	1	0.172	0.065	1.457	4.660	-1.577	
0.672	0.002	-2.043	1	0.171	0.065	2.462	4.803	-1.476	
0.715	0.001	-2.054	1	0.171	0.065	2.770	3.709	-1.438	
0.777	0.001	-2.048	1	0.169	0.065	3.208	4.538	-1.457	
0.676	0.001	-2.062	1	0.168	0.065	2.560	4.029	-1.411	
0.776	0.000	-1.969	0	0.168	0.065	0.000	0.000	2.775	
0.935	0.000	-2.021	0	0.171	0.067	0.000	0.000	3.092	
0.793	0.003	-2.201	1	0.171	0.067	3.470	3.794	-1.022	
0.827	0.002	-2.153	1	0.171	0.068	3.754	4.381	-1.143	
0.977	0.000	-2.080	0	0.173	0.069	0.000	0.000	3.427	
0.931	0.000	-2.083	0	0.175	0.070	0.000	0.000	3.443	
0.881	0.000	-2.197	0	0.176	0.071	0.000	0.000	4.019	
0.631	0.000	-2.206	0	0.178	0.073	0.000	0.000	4.060	
0.542	0.002	-2.099	2	0.179	0.073	1.238	3.614	-6.120	
0.669	0.001	-1.863	1	0.180	0.074	2.444	4.810	-2.238	
0.671	0.002	-1.889	1	0.178	0.073	2.455	4.805	-2.104	
0.739	0.001	-1.893	1	0.177	0.073	2.894	4.641	-2.088	
0.769	0.001	-1.875	1	0.176	0.072	3.236	3.795	-2.173	
0.767	0.000	-1.999	0	0.176	0.072	0.000	0.000	2.960	
0.607	0.000	-2.016	0	0.177	0.073	0.000	0.000	3.065	
0.689	0.000	-2.150	0	0.179	0.075	0.000	0.000	3.794	
0.236	0.001	-2.205	1	0.182	0.076	0.975	4.053	-1.013	
0.240	0.000	-2.181	1	0.181	0.076	0.997	5.039	-1.071	
0.178	0.002	-2.189	1	0.180	0.075	0.801	5.923	-1.051	
0.081	0.002	-2.187	1	0.179	0.075	0.527	5.601	-1.056	
0.003	0.000	-2.204	2	0.178	0.074	0.071	7.290	-6.085	
0.021	0.001	-2.158	1	0.178	0.074	0.259	6.350	-1.130	
0.076	0.003	-2.205	1	0.177	0.074	0.507	5.639	-1.013	
0.007	0.002	-2.060	2	0.179	0.074	0.087	2.942	-6.152	
0.050	0.001	-2.077	2	0.178	0.074	0.306	3.696	-6.137	
0.011	0.001	-2.053	2	0.178	0.074	0.137	6.925	-6.158	
0.004	0.002	-2.096	3	0.178	0.074	0.066	6.503	-10.940	
0.009	0.002	-2.116	3	0.178	0.073	0.102	6.564	-10.975	
0.020	0.001	-2.184	3	0.177	0.073	0.156	4.717	-11.110	
0.004	0.002	-2.132	2	0.177	0.073	0.084	7.149	-6.101	
0.184	0.001	-2.102	1	0.177	0.073	0.815	5.905	-1.287	
0.102	0.001	-2.115	1	0.176	0.073	0.581	6.240	-1.248	
0.086	0.002	-2.042	2	0.175	0.072	0.353	4.291	-6.171	
0.012	0.001	-2.045	1	0.175	0.072	0.192	6.617	-1.466	
0.063	0.002	-1.971	2	0.175	0.072	0.328	6.344	-6.270	
0.007	0.002	-1.846	4	0.176	0.071	0.073	6.700	-15.034	
0.022	0.003	-1.894	2	0.176	0.071	0.194	5.728	-6.429	
0.017	0.001	-1.925	2	0.176	0.071	0.150	7.723	-6.358	
0.031	0.000	-1.928	0	0.176	0.071	0.000	0.000	2.503	
0.015	0.002	-1.897	1	0.176	0.072	0.221	6.429	-2.067	
0.047	0.002	-1.872	2	0.176	0.072	0.285	6.499	-6.487	
0.009	0.001	-1.842	3	0.176	0.072	0.086	5.268	-10.802	
0.095	0.001	-1.768	2	0.176	0.072	0.416	5.139	-6.840	
0.004	0.001	-1.843	2	0.176	0.071	0.082	8.606	-6.571	
0.065	0.002	-1.811	2	0.176	0.071	0.348	3.453	-6.678	
0.030	0.002	-1.897	2	0.177	0.071	0.237	6.328	-6.422	
0.051	0.002	-1.885	2	0.176	0.071	0.301	4.461	-6.452	
0.005	0.002	-1.867	4	0.176	0.070	0.059	4.772	-15.070	
0.011	0.001	-1.855	2	0.176	0.070	0.126	5.176	-6.534	
0.006	0.001	-1.818	3	0.176	0.070	0.081	7.257	-10.824	
0.006	0.001	-1.781	2	0.176	0.070	0.104	6.878	-6.788	
0.113	0.002	-1.711	1	0.176	0.069	0.623	5.195	-3.184	
0.003	0.002	-1.774	2	0.176	0.069	0.056	6.347	-6.818	
0.028	0.002	-1.758	2	0.176	0.069	0.221	7.301	-6.883	
0.055	0.001	-1.663	1	0.177	0.069	0.413	6.574	-3.562	
0.020	0.002	-1.678	3	0.177	0.069	0.149	5.587	-11.121	
0.050	0.003	-1.873	2	0.177	0.069	0.262	6.687	-6.484	
0.016	0.002	-1.914	2	0.177	0.069	0.166	6.689	-6.383	
0.006	0.002	-1.931	2	0.177	0.069	0.115	6.085	-6.346	
0.012	0.001	-1.905	1	0.176	0.069	0.198	6.526	-2.027	
0.010	0.001	-1.983	2	0.176	0.069	0.128	4.759	-6.248	
0.051	0.003	-1.935	1	0.177	0.069	0.406	5.615	-1.893	
0.032	0.001	-1.884	1	0.177	0.068	0.320	5.149	-2.132	
0.064	0.001	-1.873	1	0.177	0.068	0.457	4.802	-2.184	
0.323	0.001	-2.104	1	0.178	0.071	1.187	5.531	-1.281	
0.224	0.001	-2.169	1	0.179	0.071	0.924	5.780	-1.100	
0.130	0.001	-2.210	1	0.178	0.070	0.679	4.412	-1.002	
0.005	0.004	-2.182	2	0.177	0.070	0.092	7.574	-6.087	
0.002	0.002	-2.150	1	0.177	0.069	0.070	6.271	-1.151	
0.113	0.000	-2.148	0	0.178	0.070	0.000	0.000	3.783	
0.111	0.001	-2.192	1	0.177	0.070	0.618	4.505	-1.044	
0.045	0.001	-2.178	3	0.177	0.070	0.227	2.546	-11.096	
0.019	0.001	-2.139	1	0.177	0.070	0.243	5.409	-1.181	
0.007	0.002	-2.111	1	0.177	0.070	0.152	6.745	-1.260	
0.295	0.002	-2.195	1	0.177	0.070	1.130	4.604	-1.037	
0.444	0.002	-2.119	1	0.176	0.070	1.560	4.282	-1.237	
0.468	0.001	-2.113	1	0.176	0.070	1.640	4.232	-1.254	
0.347	0.000	-1.848	0	0.176	0.071	0.000	0.000	1.927	
0.645	0.001	-1.874	1	0.177	0.071	2.366	3.168	-2.180	
0.725	0.002	-2.011	1	0.177	0.071	2.791	4.677	-1.586	
0.799	0.001	-2.025	1	0.176	0.070	3.426	4.473	-1.537	
0.781	0.002	-2.008	1	0.175	0.070	3.350	3.829	-1.600	
0.597	0.000	-2.015	0	0.177	0.071	0.000	0.000	3.059	
0.556	0.000	-2.206	0	0.177	0.071	0.000	0.000	4.064	
0.719	0.003	-2.151	2	0.179	0.073	2.068	0.490	-6.094	
0.836	0.000	-2.183	0	0.180	0.073	0.000	0.000	3.953	
0.827	0.000	-2.174	0	0.181	0.074	0.000	0.000	3.912	
0.816	0.002	-2.163	1	0.180	0.073	3.618	4.418	-1.118	
0.785	0.001	-2.153	1	0.179	0.073	3.391	3.748	-1.142	
0.657	0.002	-2.154	1	0.179	0.073	2.429	3.142	-1.140	
0.549	0.001	-2.112	1	0.178	0.073	1.959	4.365	-1.256	
0.532	0.002	-2.118	1	0.178	0.072	1.893	4.331	-1.241	
0.516	0.001	-2.167	1	0.179	0.073	1.776	5.129	-1.105	
0.384	0.001	-2.109	1	0.178	0.073	1.355	5.399	-1.264	
0.531	0.003	-2.066	1	0.178	0.072	1.829	5.100	-1.398	
0.652	0.002	-2.121	1	0.178	0.073	2.427	4.083	-1.231	
0.617	0.000	-2.044	0	0.178	0.072	0.000	0.000	3.225	
0.691	0.001	-2.122	1	0.179	0.073	3.054	0.780	-1.229	
0.758	0.001	-2.101	1	0.179	0.073	3.137	3.895	-1.290	
0.444	0.002	-2.016	1	0.178	0.073	1.537	5.274	-1.569	
0.577	0.001	-2.035	1	0.178	0.073	2.007	5.007	-1.501	
0.514	0.000	-2.067	0	0.178	0.073	0.000	0.000	3.358	
0.297	0.001	-2.195	2	0.179	0.074	0.857	1.915	-6.085	
0.413	0.002	-2.207	1	0.179	0.074	1.440	5.338	-1.009	
0.405	0.001	-2.065	1	0.179	0.074	1.464	4.588	-1.400	
0.336	0.001	-2.056	1	0.178	0.074	1.221	5.503	-1.429	
0.331	0.001	-2.076	1	0.178	0.074	1.209	5.513	-1.365	
0.191	0.002	-2.081	1	0.177	0.073	0.862	5.183	-1.349	
0.108	0.003	-2.052	2	0.177	0.073	0.455	4.880	-6.159	
0.198	0.002	-2.085	1	0.176	0.073	0.881	5.162	-1.337	
0.198	0.002	-2.085	1	0.176	0.073	0.881	5.162	-1.337	
0.151	0.003	-2.057	1	0.175	0.072	0.726	6.020	-1.426	
0.158	0.001	-2.061	1	0.175	0.072	0.745	5.995	-1.413	
0.172	0.002	-2.009	1	0.174	0.072	0.784	5.944	-1.594	
0.235	0.001	-1.987	1	0.174	0.071	0.951	5.752	-1.677	
0.108	0.002	-1.946	1	0.174	0.071	0.597	6.213	-1.846	
0.153	0.001	-1.990	1	0.174	0.071	0.729	6.015	-1.665	
0.021	0.001	-1.988	2	0.173	0.071	0.161	4.243	-6.240	
0.002	0.001	-1.961	3	0.173	0.071	0.045	5.837	-10.791	
0.064	0.001	-1.937	1	0.172	0.071	0.464	5.725	-1.885	
0.009	0.001	-1.944	2	0.172	0.070	0.128	5.792	-6.317	
0.194	0.001	-2.004	1	0.172	0.070	0.843	5.871	-1.612	
0.203	0.001	-2.015	1	0.172	0.070	0.866	5.844	-1.571	
0.250	0.001	-1.922	1	0.172	0.070	0.993	5.709	-1.949	
0.198	0.001	-1.891	1	0.171	0.070	0.853	5.860	-2.095	
0.093	0.001	-1.976	1	0.171	0.070	0.549	6.296	-1.722	
0.081	0.001	-2.005	1	0.171	0.070	0.510	6.367	-1.608	
0.061	0.002	-1.947	1	0.171	0.070	0.454	5.747	-1.841	
0.010	0.001	-1.991	1	0.171	0.070	0.176	6.625	-1.663	
0.079	0.001	-2.031	1	0.171	0.070	0.513	4.689	-1.515	
0.206	0.000	-1.977	1	0.170	0.069	0.903	5.069	-1.718	
0.333	0.000	-1.902	1	0.170	0.069	1.074	1.272	-2.042	
0.261	0.002	-1.791	2	0.170	0.069	0.784	2.024	-6.752	
0.253	0.002	-1.796	1	0.170	0.069	1.033	5.003	-2.613	
0.313	0.002	-1.893	1	0.169	0.069	1.159	5.555	-2.087	
0.160	0.002	-1.819	2	0.169	0.069	0.565	5.489	-6.648	
0.009	0.002	-2.015	4	0.170	0.069	0.085	5.610	-15.461	
0.013	0.001	-2.059	3	0.169	0.069	0.124	5.603	-10.885	
0.087	0.001	-1.985	1	0.169	0.069	0.530	6.331	-1.685	
0.201	0.003	-2.043	1	0.170	0.069	0.861	5.850	-1.475	
0.162	0.001	-2.059	1	0.169	0.068	0.781	5.213	-1.422	
0.096	0.002	-2.105	1	0.169	0.068	0.560	6.275	-1.278	
0.012	0.002	-2.144	1	0.168	0.068	0.191	7.293	-1.167	
0.002	0.001	-2.060	1	0.168	0.068	0.085	6.886	-1.417	
0.182	0.001	-2.065	1	0.168	0.068	0.824	4.918	-1.400	
0.211	0.001	-2.017	1	0.167	0.068	0.889	5.818	-1.565	
0.013	0.003	-2.001	2	0.167	0.068	0.147	7.505	-6.222	
0.003	0.000	-1.948	1	0.167	0.068	0.086	3.650	-1.838	
0.066	0.002	-1.968	1	0.167	0.068	0.455	6.480	-1.753	
0.017	0.002	-1.996	2	0.167	0.068	0.168	6.748	-6.229	
0.067	0.001	-1.978	1	0.167	0.068	0.476	5.770	-1.715	
0.043	0.001	-1.913	1	0.167	0.067	0.376	5.929	-1.993	
0.005	0.002	-1.714	2	0.167	0.067	0.090	8.470	-7.085	
0.003	0.001	-1.641	2	0.167	0.067	0.063	6.868	-7.502	
0.190	0.001	-1.638	1	0.166	0.067	0.858	5.188	-3.770	
0.156	0.003	-1.720	2	0.166	0.067	0.556	5.519	-7.056	
0.002	0.001	-1.671	3	0.166	0.067	0.043	6.129	-11.143	
0.127	0.002	-1.516	3	0.166	0.067	0.426	2.768	-11.933	
0.008	0.003	-1.378	4	0.167	0.067	0.085	6.173	-16.322	
0.333	0.002	-1.455	2	0.167	0.067	0.816	1.863	-9.096	
0.049	0.003	-1.473	1	0.167	0.066	0.391	6.626	-5.548	
0.094	0.002	-1.391	1	0.168	0.066	0.572	5.589	-6.715	
0.006	0.002	-1.452	4	0.168	0.066	0.072	6.807	-15.744	
0.009	0.001	-1.561	2	0.168	0.066	0.120	8.106	-8.082	
0.002	0.001	-1.602	2	0.168	0.066	0.056	7.723	-7.764	
0.062	0.003	-1.542	2	0.169	0.067	0.285	3.204	-8.241	
0.005	0.002	-1.575	2	0.170	0.067	0.095	6.652	-7.968	
0.010	0.002	-1.586	3	0.170	0.067	0.109	6.187	-11.511	
0.014	0.001	-1.623	3	0.170	0.067	0.121	4.704	-11.330	
0.007	0.003	-1.598	2	0.170	0.067	0.115	4.482	-7.797	
0.004	0.002	-1.653	2	0.171	0.067	0.084	8.000	-7.429	
0.016	0.003	-1.783	4	0.171	0.067	0.105	5.543	-14.959	
0.031	0.001	-1.776	1	0.171	0.067	0.306	6.862	-2.736	
0.007	0.002	-1.767	3	0.171	0.067	0.080	5.083	-10.898	
0.072	0.001	-1.764	1	0.170	0.067	0.495	5.730	-2.811	
0.450	0.000	-1.795	0	0.171	0.068	0.000	0.000	1.496	
0.620	0.001	-1.818	1	0.171	0.068	2.233	3.924	-2.481	
0.626	0.001	-1.811	1	0.170	0.068	2.224	4.905	-2.521	
0.536	0.002	-1.799	1	0.170	0.068	1.905	4.393	-2.591	
0.498	0.001	-1.828	1	0.170	0.067	1.768	4.468	-2.423	
0.478	0.002	-1.856	1	0.169	0.067	1.671	4.214	-2.272	
0.594	0.002	-1.874	1	0.169	0.067	2.077	4.973	-2.180	
0.594	0.002	-1.874	1	0.168	0.067	2.077	4.973	-2.180	
0.577	0.002	-1.887	1	0.168	0.067	2.008	5.006	-2.116	
0.515	0.001	-1.901	1	0.168	0.066	1.800	4.139	-2.046	
0.515	0.001	-1.901	1	0.167	0.066	1.800	4.139	-2.046	
0.983	0.000	-2.128	0	0.167	0.067	0.000	0.000	3.684	
0.697	0.000	-2.208	0	0.168	0.068	0.000	0.000	4.072	
0.708	0.000	-2.199	1	0.168	0.068	2.763	3.953	-1.028	
0.580	0.002	-2.201	1	0.168	0.068	2.082	4.236	-1.023	
0.580	0.002	-2.201	1	0.168	0.068	2.082	4.236	-1.023	
0.688	0.003	-2.199	1	0.167	0.067	2.832	2.301	-1.028	
0.900	0.000	-2.201	0	0.168	0.068	0.000	0.000	4.038	
0.599	0.002	-2.193	1	0.168	0.068	2.166	4.196	-1.043	
0.644	0.002	-2.195	1	0.168	0.068	2.309	4.867	-1.038	
0.768	0.000	-2.181	0	0.168	0.068	0.000	0.000	3.944	
0.722	0.000	-2.175	0	0.169	0.069	0.000	0.000	3.917	
0.620	0.000	-2.065	1	0.169	0.069	2.263	4.152	-1.402	
0.591	0.001	-2.077	1	0.169	0.069	2.100	3.986	-1.362	
0.495	0.001	-2.075	1	0.168	0.069	1.732	4.178	-1.370	
0.049	0.002	-2.033	1	0.169	0.069	0.389	6.631	-1.507	
0.009	0.002	-1.981	2	0.169	0.069	0.126	8.073	-6.251	
0.003	0.002	-1.972	2	0.169	0.069	0.068	7.339	-6.267	
0.038	0.003	-1.960	1	0.168	0.069	0.350	5.998	-1.788	
0.027	0.001	-1.992	2	0.169	0.068	0.203	3.966	-6.235	
0.033	0.000	-2.010	0	0.168	0.068	0.000	0.000	3.029	
0.048	0.001	-2.126	1	0.169	0.069	0.395	4.945	-1.215	
0.010	0.002	-2.129	2	0.169	0.069	0.127	6.729	-6.103	
0.030	0.003	-2.190	2	0.169	0.069	0.228	6.005	-6.086	
0.013	0.002	-2.196	2	0.169	0.069	0.139	6.797	-6.085	
0.054	0.001	-2.159	1	0.169	0.069	0.489	2.602	-1.128	
0.041	0.001	-2.201	1	0.169	0.069	0.353	6.725	-1.023	
0.025	0.001	-2.186	1	0.169	0.069	0.274	6.965	-1.060	
0.036	0.001	-2.083	3	0.169	0.069	0.216	2.418	-10.920	
0.007	0.001	-1.865	2	0.169	0.069	0.113	5.322	-6.507	
0.060	0.001	-1.796	2	0.169	0.069	0.327	3.118	-6.732	
0.033	0.002	-1.731	1	0.169	0.069	0.355	4.360	-3.040	
0.009	0.002	-1.764	4	0.170	0.069	0.079	6.820	-14.947	
0.006	0.001	-1.722	3	0.170	0.070	0.085	5.423	-10.993	
0.057	0.002	-1.749	1	0.170	0.069	0.420	6.556	-2.911	
0.066	0.001	-1.829	1	0.170	0.069	0.466	5.480	-2.417	
0.004	0.002	-1.840	2	0.170	0.069	0.079	5.925	-6.582	
0.044	0.001	-1.808	1	0.170	0.069	0.370	6.679	-2.540	
0.009	0.002	-1.815	2	0.170	0.069	0.121	6.413	-6.663	
0.012	0.002	-1.791	3	0.170	0.069	0.126	5.283	-10.858	
0.040	0.001	-1.871	1	0.170	0.069	0.363	6.031	-2.197	
0.020	0.001	-1.901	1	0.170	0.069	0.248	7.057	-2.050	
0.088	0.002	-1.911	1	0.170	0.068	0.541	5.334	-2.002	
0.052	0.002	-1.916	1	0.170	0.068	0.416	5.833	-1.976	
0.013	0.001	-1.963	3	0.170	0.068	0.110	6.078	-10.792	
0.047	0.003	-1.894	3	0.170	0.068	0.209	3.881	-10.778	
0.100	0.003	-1.942	2	0.170	0.068	0.430	4.864	-6.321	
0.054	0.000	-1.901	1	0.170	0.068	0.424	5.814	-2.049	
0.004	0.001	-1.882	1	0.170	0.068	0.106	7.060	-2.139	
0.142	0.001	-1.815	1	0.169	0.068	0.711	5.065	-2.498	
0.108	0.001	-1.725	1	0.169	0.068	0.597	6.213	-3.081	
0.015	0.002	-1.671	3	0.169	0.068	0.133	7.762	-11.143	
0.024	0.002	-1.624	1	0.169	0.068	0.269	6.982	-3.901	
0.034	0.002	-1.565	4	0.169	0.068	0.166	4.022	-15.201	
0.018	0.001	-1.583	1	0.169	0.068	0.242	6.412	-4.286	
0.038	0.001	-1.623	2	0.170	0.068	0.222	4.312	-7.616	
0.005	0.002	-1.735	2	0.170	0.068	0.091	8.229	-6.985	
0.007	0.004	-1.678	4	0.170	0.067	0.083	6.859	-14.964	
0.004	0.003	-1.737	3	0.170	0.068	0.059	7.803	-10.957	
0.007	0.003	-1.818	1	0.170	0.067	0.159	5.090	-2.483	
0.007	0.002	-1.835	2	0.170	0.067	0.115	4.971	-6.596	
0.004	0.001	-1.832	1	0.170	0.067	0.106	7.057	-2.401	
0.125	0.001	-1.823	1	0.170	0.067	0.661	5.136	-2.454	
0.104	0.001	-1.893	1	0.170	0.067	0.605	5.533	-2.085	
0.412	0.001	-1.950	2	0.170	0.067	1.209	1.671	-6.308	
0.757	0.001	-2.209	1	0.170	0.068	3.132	3.896	-1.005	
0.752	0.001	-2.097	1	0.171	0.068	3.057	2.912	-1.300	
0.473	0.000	-2.116	0	0.171	0.068	0.000	0.000	3.622	
0.461	0.002	-1.947	1	0.172	0.068	1.639	4.475	-1.841	
0.361	0.001	-1.961	1	0.171	0.068	1.291	5.448	-1.781	
0.368	0.002	-1.948	1	0.171	0.068	1.334	4.438	-1.836	
0.318	0.004	-2.025	1	0.171	0.068	1.212	4.844	-1.536	
0.361	0.002	-1.986	1	0.171	0.068	1.293	5.446	-1.680	
0.058	0.000	-2.129	0	0.171	0.068	0.000	0.000	3.686	
0.157	0.001	-2.055	1	0.171	0.068	0.766	5.231	-1.434	
0.136	0.000	-2.068	0	0.171	0.068	0.000	0.000	3.361	
0.384	0.002	-2.147	1	0.172	0.068	1.357	5.398	-1.159	
0.386	0.001	-2.151	1	0.171	0.068	1.363	5.393	-1.149	
0.474	0.002	-2.113	1	0.171	0.068	1.684	4.447	-1.254	
0.416	0.001	-2.145	1	0.171	0.068	1.475	4.338	-1.163	
0.526	0.000	-2.103	0	0.170	0.068	0.000	0.000	3.553	
0.618	0.001	-2.209	1	0.170	0.068	2.255	4.156	-1.004	
0.569	0.001	-2.195	1	0.170	0.068	2.007	4.031	-1.037	
0.570	0.002	-2.138	1	0.170	0.068	2.018	3.327	-1.182	
0.726	0.001	-2.115	1	0.170	0.068	2.889	3.908	-1.247	
0.553	0.000	-2.092	0	0.170	0.068	0.000	0.000	3.493	
0.282	0.002	-2.174	1	0.170	0.069	1.078	5.627	-1.089	
0.251	0.002	-2.184	1	0.170	0.069	0.994	5.708	-1.065	
0.219	0.002	-2.207	1	0.169	0.069	0.927	4.801	-1.009	
0.016	0.001	-2.204	1	0.169	0.069	0.218	7.174	-1.015	
0.023	0.002	-2.142	3	0.169	0.069	0.169	4.118	-11.022	
0.021	0.003	-2.181	2	0.169	0.069	0.164	4.876	-6.087	
0.007	0.003	-2.121	2	0.169	0.069	0.100	6.517	-6.107	
0.032	0.003	-2.148	2	0.169	0.069	0.229	6.709	-6.095	
0.057	0.002	-2.088	2	0.169	0.068	0.284	6.094	-6.128	
0.093	0.001	-2.047	3	0.169	0.068	0.337	5.091	-10.869	
0.010	0.001	-2.105	3	0.169	0.068	0.094	5.762	-10.955	
0.003	0.002	-2.212	3	0.169	0.068	0.061	8.240	-11.172	
0.212	0.000	-2.172	1	0.169	0.068	0.891	5.817	-1.094	
0.009	0.002	-2.138	1	0.169	0.068	0.170	6.721	-1.184	
0.005	0.002	-2.125	1	0.168	0.068	0.120	6.980	-1.220	
0.073	0.003	-2.125	2	0.168	0.068	0.360	5.139	-6.105	
0.115	0.002	-2.155	1	0.168	0.068	0.631	5.183	-1.138	
0.018	0.000	-2.097	0	0.169	0.068	0.000	0.000	3.520	
0.081	0.001	-2.082	1	0.169	0.069	0.525	5.672	-1.347	
0.013	0.002	-2.188	1	0.169	0.068	0.207	6.553	-1.054	
0.033	0.001	-2.065	1	0.169	0.068	0.327	6.132	-1.400	
0.018	0.001	-2.172	1	0.169	0.068	0.233	7.115	-1.094	
0.043	0.002	-2.134	1	0.169	0.068	0.365	6.693	-1.195	
0.007	0.002	-2.155	2	0.169	0.069	0.092	5.430	-6.093	
0.034	0.003	-2.187	2	0.169	0.069	0.246	6.915	-6.086	
0.015	0.001	-2.120	1	0.169	0.069	0.210	7.208	-1.234	
0.053	0.001	-2.086	2	0.169	0.069	0.286	1.899	-6.130	
0.344	0.002	-1.930	2	0.170	0.069	0.967	1.134	-6.348	
0.323	0.003	-1.944	2	0.170	0.069	0.806	1.645	-6.318	
0.287	0.001	-1.940	1	0.170	0.069	1.209	3.150	-1.869	
0.485	0.002	-1.907	1	0.170	0.070	1.666	5.193	-2.017	
0.199	0.003	-1.915	2	0.169	0.069	0.577	2.434	-6.380	
0.354	0.000	-1.936	1	0.169	0.070	1.299	3.767	-1.890	
0.390	0.001	-1.986	1	0.169	0.069	1.374	5.385	-1.681	
0.353	0.002	-2.006	1	0.169	0.069	1.311	4.697	-1.606	
0.328	0.002	-1.968	1	0.169	0.069	1.238	4.823	-1.753	
0.299	0.001	-1.945	1	0.168	0.069	1.248	3.119	-1.848	
0.031	0.001	-1.769	3	0.168	0.069	0.180	2.726	-10.893	
0.015	0.003	-1.714	2	0.168	0.069	0.163	6.450	-7.086	
0.013	0.002	-1.751	4	0.168	0.069	0.101	4.872	-14.942	
0.099	0.001	-1.801	2	0.168	0.069	0.426	4.714	-6.714	
0.109	0.001	-1.775	1	0.168	0.069	0.619	5.443	-2.743	
0.086	0.003	-1.846	3	0.168	0.069	0.332	4.347	-10.799	
0.015	0.000	-1.741	1	0.168	0.069	0.215	6.450	-2.968	
0.004	0.003	-1.713	3	0.168	0.069	0.066	6.576	-11.016	
0.131	0.003	-1.571	4	0.168	0.069	0.376	1.536	-15.182	
0.033	0.001	-1.534	4	0.168	0.069	0.174	2.739	-15.315	
0.043	0.002	-1.652	3	0.169	0.068	0.215	2.982	-11.212	
0.082	0.001	-1.647	1	0.169	0.068	0.570	3.896	-3.694	
0.022	0.001	-1.653	3	0.169	0.068	0.145	4.425	-11.212	
0.014	0.001	-1.627	2	0.169	0.068	0.136	5.789	-7.594	
0.006	0.002	-1.716	2	0.169	0.069	0.107	6.877	-7.076	
0.005	0.002	-1.714	3	0.169	0.068	0.073	7.963	-11.014	
0.032	0.002	-1.656	3	0.169	0.068	0.195	7.683	-11.197	
0.013	0.001	-1.762	4	0.169	0.068	0.100	5.561	-14.946	
0.016	0.001	-1.730	1	0.169	0.068	0.217	7.180	-3.048	
0.164	0.001	-1.717	1	0.169	0.068	0.761	5.973	-3.142	
0.267	0.002	-1.804	1	0.169	0.068	1.056	4.671	-2.565	
0.174	0.002	-1.805	1	0.169	0.068	0.815	5.239	-2.557	
0.071	0.002	-1.812	2	0.169	0.068	0.364	3.362	-6.674	
0.044	0.003	-1.843	4	0.169	0.068	0.202	4.101	-15.029	
0.002	0.001	-1.876	2	0.169	0.068	0.061	6.208	-6.477	
0.099	0.003	-1.779	1	0.169	0.068	0.569	6.261	-2.718	
0.109	0.001	-1.836	2	0.169	0.068	0.499	2.354	-6.595	
0.122	0.001	-1.910	1	0.169	0.068	0.660	5.379	-2.007	
0.008	0.001	-1.948	1	0.169	0.068	0.154	6.731	-1.835	
0.047	0.002	-1.977	2	0.169	0.068	0.285	7.117	-6.259	
0.110	0.001	-1.898	1	0.169	0.068	0.604	6.202	-2.063	
0.001	0.002	-1.925	2	0.169	0.067	0.059	4.802	-6.358	
0.020	0.001	-1.947	1	0.169	0.067	0.247	6.087	-1.841	
0.012	0.002	-1.932	3	0.169	0.067	0.120	6.379	-10.779	
0.021	0.001	-1.931	1	0.169	0.067	0.262	6.274	-1.911	
0.004	0.002	-1.902	2	0.169	0.067	0.083	8.246	-6.410	
0.022	0.003	-1.879	2	0.169	0.067	0.204	4.204	-6.467	
0.113	0.001	-1.931	1	0.169	0.067	0.633	5.421	-1.908	
0.414	0.002	-1.934	1	0.169	0.067	1.470	4.342	-1.897	
0.320	0.001	-1.970	1	0.168	0.067	1.218	4.839	-1.746	
0.210	0.001	-1.892	2	0.168	0.067	0.619	0.698	-6.434	
