h 	 hh 	 p 	 snp 	 ar 	 war 	 sigma 	 bf 	 like 	 
0.007	0.000	-0.109	4	0.423	0.262	0.106	-0.750	-3.761	
0.121	0.000	-0.309	2	0.423	0.262	0.655	-1.812	-3.415	
0.018	0.000	-0.216	3	0.423	0.262	0.195	-0.561	-3.805	
0.003	0.000	-0.083	4	0.423	0.262	0.061	-0.519	-4.066	
0.027	0.000	-0.106	3	0.423	0.262	0.196	-2.582	-5.070	
0.311	0.001	-0.213	4	0.423	0.262	0.712	-7.438	-3.367	
0.668	0.000	-0.555	1	0.423	0.262	3.558	-2.730	-1.634	
0.073	0.000	-0.496	1	0.423	0.262	0.704	-1.159	-1.922	
0.086	0.000	-0.606	2	0.423	0.262	0.543	-1.615	-2.534	
0.011	0.001	-0.621	2	0.423	0.262	0.186	0.042	-2.524	
0.004	0.000	-0.743	1	0.423	0.262	0.160	-0.114	-0.995	
0.010	0.001	-0.772	2	0.423	0.262	0.174	-0.056	-2.518	
0.112	0.000	-0.770	1	0.423	0.263	0.891	-1.232	-0.931	
0.241	0.000	-0.671	1	0.423	0.263	1.410	-1.922	-1.198	
0.066	0.001	-0.437	2	0.423	0.263	0.471	-1.438	-2.827	
0.111	0.001	-0.305	2	0.423	0.263	0.625	0.787	-3.436	
0.001	0.000	-0.472	1	0.423	0.263	0.092	1.224	-2.058	
0.057	0.000	-0.428	2	0.423	0.263	0.434	3.077	-2.853	
0.226	0.003	-0.609	2	0.423	0.263	0.953	3.236	-2.532	
0.106	0.001	-0.456	2	0.423	0.263	0.606	3.843	-2.772	
0.040	0.001	-0.396	3	0.423	0.262	0.295	2.039	-3.365	
0.386	0.002	-0.441	2	0.423	0.262	1.401	3.269	-2.815	
0.330	0.000	-0.427	1	0.423	0.262	1.768	-0.828	-2.342	
0.350	0.002	-0.383	2	0.422	0.262	1.296	4.010	-3.021	
0.306	0.001	-0.316	4	0.422	0.262	0.832	2.017	-3.502	
0.431	0.001	-0.325	2	0.422	0.262	1.535	3.183	-3.314	
0.145	0.000	-0.338	2	0.422	0.262	0.728	2.870	-3.236	
0.018	0.000	-0.379	2	0.422	0.262	0.242	1.901	-3.036	
0.223	0.000	-0.513	4	0.422	0.262	0.670	0.870	-4.278	
0.022	0.001	-0.341	2	0.422	0.262	0.267	-0.289	-3.220	
0.054	0.001	-0.224	4	0.422	0.262	0.253	-0.980	-3.365	
0.158	0.001	-0.163	2	0.422	0.262	0.765	2.815	-5.020	
0.089	0.001	-0.302	2	0.422	0.262	0.552	1.013	-3.458	
0.067	0.000	-0.168	2	0.422	0.262	0.474	1.987	-4.929	
0.075	0.001	-0.275	4	0.422	0.262	0.355	0.744	-3.413	
0.183	0.002	-0.473	2	0.422	0.262	0.836	2.446	-2.729	
0.259	0.001	-0.416	2	0.422	0.262	1.043	2.010	-2.895	
0.336	0.001	-0.435	2	0.422	0.262	1.255	1.893	-2.832	
0.349	0.000	-0.569	2	0.422	0.262	1.300	-3.128	-2.567	
0.230	0.001	-0.659	2	0.422	0.262	0.964	2.354	-2.507	
0.189	0.001	-0.675	3	0.422	0.262	0.697	1.220	-3.822	
0.142	0.001	-0.597	1	0.422	0.262	1.021	-1.100	-1.459	
0.101	0.001	-0.665	3	0.422	0.262	0.485	1.669	-3.793	
0.085	0.000	-0.721	2	0.422	0.262	0.543	-2.208	-2.504	
0.144	0.000	-0.724	1	0.422	0.262	1.030	-1.854	-1.047	
0.088	0.001	-0.759	2	0.422	0.262	0.549	-0.175	-2.513	
0.219	0.000	-0.673	1	0.422	0.262	1.317	-3.151	-1.194	
0.208	0.000	-0.725	2	0.422	0.262	0.904	-2.226	-2.504	
0.056	0.000	-0.678	2	0.422	0.262	0.430	1.731	-2.503	
0.199	0.002	-0.551	3	0.422	0.262	0.718	0.517	-3.528	
0.009	0.000	-0.639	2	0.422	0.262	0.168	-1.301	-2.515	
0.026	0.000	-0.657	2	0.422	0.262	0.287	1.524	-2.508	
0.166	0.001	-0.645	2	0.422	0.262	0.788	2.695	-2.512	
0.148	0.001	-0.768	1	0.422	0.262	1.046	-2.780	-0.935	
0.168	0.001	-0.648	2	0.421	0.262	0.794	2.008	-2.511	
0.289	0.001	-0.568	2	0.421	0.262	1.125	1.460	-2.569	
0.332	0.001	-0.560	2	0.421	0.262	1.243	1.381	-2.578	
0.202	0.001	-0.485	2	0.421	0.262	0.889	1.453	-2.703	
0.264	0.001	-0.470	2	0.421	0.262	1.057	1.273	-2.736	
0.239	0.001	-0.511	4	0.421	0.262	0.702	-0.515	-4.265	
0.501	0.001	-0.752	3	0.421	0.262	1.449	-0.595	-4.048	
0.002	0.000	-0.605	2	0.421	0.262	0.086	-0.565	-2.534	
0.127	0.002	-0.760	3	0.421	0.262	0.550	1.181	-4.073	
0.122	0.001	-0.651	2	0.421	0.261	0.658	2.942	-2.510	
0.079	0.001	-0.618	2	0.421	0.261	0.516	2.766	-2.526	
0.176	0.001	-0.532	2	0.421	0.261	0.814	3.125	-2.617	
0.246	0.001	-0.494	2	0.421	0.261	1.008	3.205	-2.685	
0.128	0.001	-0.585	4	0.421	0.261	0.480	0.897	-4.644	
0.070	0.001	-0.578	2	0.421	0.261	0.486	2.887	-2.558	
0.286	0.002	-0.631	2	0.421	0.261	1.118	3.368	-2.518	
0.168	0.001	-0.600	3	0.421	0.261	0.647	2.030	-3.631	
0.185	0.001	-0.760	2	0.421	0.261	0.841	3.420	-2.514	
0.130	0.000	-0.608	1	0.421	0.261	0.969	-2.936	-1.416	
0.222	0.001	-0.686	2	0.421	0.261	0.944	0.645	-2.503	
0.022	0.000	-0.648	2	0.421	0.261	0.263	-0.230	-2.511	
0.021	0.000	-0.507	2	0.421	0.261	0.257	-0.100	-2.658	
0.203	0.000	-0.426	2	0.421	0.261	0.890	1.096	-2.862	
0.223	0.001	-0.310	4	0.421	0.261	0.567	-3.026	-3.487	
0.139	0.001	-0.165	4	0.421	0.261	0.503	-1.591	-3.445	
0.116	0.002	-0.277	3	0.421	0.261	0.524	-0.824	-3.530	
0.064	0.001	-0.239	3	0.420	0.261	0.379	0.671	-3.680	
0.356	0.002	-0.152	3	0.420	0.261	1.075	-0.057	-4.361	
0.293	0.000	-0.127	2	0.420	0.261	1.137	0.717	-5.786	
0.125	0.001	-0.129	3	0.420	0.261	0.545	-0.924	-4.663	
0.064	0.001	-0.183	3	0.420	0.261	0.378	-0.488	-4.046	
0.079	0.001	-0.096	3	0.420	0.261	0.425	0.068	-5.295	
0.053	0.001	-0.154	4	0.420	0.261	0.296	-1.079	-3.483	
0.054	0.001	-0.105	4	0.420	0.261	0.251	-3.280	-3.803	
0.199	0.001	-0.093	4	0.420	0.261	0.624	-1.607	-3.932	
0.045	0.000	-0.133	3	0.420	0.261	0.314	-0.856	-4.613	
0.009	0.000	-0.197	3	0.420	0.261	0.137	-0.931	-3.935	
0.133	0.001	-0.313	4	0.420	0.261	0.414	-4.368	-3.496	
0.143	0.001	-0.186	3	0.420	0.261	0.591	-0.534	-4.018	
0.006	0.000	-0.306	4	0.420	0.261	0.100	-1.229	-3.477	
0.330	0.001	-0.474	2	0.420	0.261	1.237	-0.368	-2.729	
0.242	0.001	-0.516	3	0.420	0.261	0.815	-1.511	-3.468	
0.233	0.001	-0.759	2	0.420	0.261	0.973	-0.146	-2.513	
0.176	0.000	-0.642	1	0.420	0.261	1.158	-3.529	-1.293	
0.260	0.001	-0.646	3	0.420	0.261	0.856	-1.832	-3.744	
0.331	0.001	-0.688	2	0.420	0.261	1.242	-0.246	-2.502	
0.244	0.000	-0.705	1	0.420	0.261	1.423	-3.814	-1.098	
0.122	0.001	-0.672	2	0.420	0.261	0.659	-0.914	-2.504	
0.124	0.000	-0.704	2	0.420	0.261	0.665	-1.696	-2.502	
0.074	0.000	-0.709	3	0.420	0.261	0.408	-1.444	-3.916	
0.322	0.001	-0.562	2	0.420	0.261	1.217	-0.796	-2.576	
0.223	0.000	-0.605	1	0.420	0.261	0.833	-3.805	-1.429	
0.211	0.001	-0.492	2	0.420	0.261	0.912	0.164	-2.687	
0.145	0.001	-0.488	2	0.420	0.261	0.727	0.616	-2.695	
0.518	0.001	-0.646	3	0.420	0.261	1.497	-2.516	-3.742	
0.348	0.000	-0.677	1	0.420	0.261	1.815	-4.282	-1.180	
0.627	0.002	-0.673	2	0.420	0.261	2.293	-2.398	-2.504	
0.071	0.000	-0.590	2	0.420	0.261	0.486	-1.676	-2.547	
0.395	0.002	-0.559	3	0.420	0.261	0.943	-7.354	-3.543	
0.450	0.001	-0.756	2	0.420	0.261	1.597	0.347	-2.512	
0.771	0.001	-0.711	2	0.420	0.260	3.239	-0.915	-2.502	
0.727	0.001	-0.646	1	0.420	0.260	4.111	-5.094	-1.281	
0.241	0.001	-0.755	2	0.420	0.260	0.995	0.848	-2.512	
0.139	0.000	-0.737	1	0.420	0.260	0.996	-3.662	-1.013	
0.053	0.001	-0.724	2	0.420	0.260	0.418	0.882	-2.504	
0.189	0.001	-0.675	2	0.420	0.260	0.852	1.968	-2.504	
0.095	0.001	-0.470	4	0.420	0.260	0.406	1.062	-4.076	
0.215	0.001	-0.507	2	0.420	0.260	0.925	0.731	-2.658	
0.285	0.001	-0.623	3	0.420	0.260	0.913	-0.092	-3.685	
0.158	0.002	-0.705	2	0.420	0.260	0.766	2.646	-2.502	
0.130	0.000	-0.603	2	0.419	0.260	0.683	2.735	-2.536	
0.299	0.001	-0.636	2	0.419	0.260	1.156	1.836	-2.516	
0.309	0.002	-0.499	3	0.419	0.260	0.967	2.035	-3.442	
0.136	0.001	-0.331	4	0.419	0.260	0.496	2.227	-3.544	
0.016	0.001	-0.293	4	0.419	0.260	0.134	-1.986	-3.448	
0.023	0.001	-0.235	3	0.419	0.260	0.223	0.828	-3.700	
0.276	0.001	-0.168	3	0.419	0.260	0.890	-0.790	-4.189	
0.341	0.001	-0.472	2	0.419	0.260	1.270	0.057	-2.732	
0.314	0.001	-0.333	2	0.419	0.260	1.196	0.444	-3.264	
0.400	0.001	-0.281	2	0.419	0.260	1.445	-0.331	-3.615	
0.745	0.001	-0.371	2	0.419	0.260	3.020	-1.578	-3.070	
0.562	0.001	-0.280	3	0.419	0.260	1.634	-2.476	-3.523	
0.558	0.001	-0.228	2	0.419	0.260	1.984	-0.832	-4.106	
0.122	0.001	-0.267	4	0.419	0.260	0.467	-0.301	-3.400	
0.251	0.002	-0.445	3	0.419	0.260	0.835	-1.052	-3.383	
0.104	0.001	-0.524	4	0.419	0.260	0.426	-0.343	-4.332	
0.166	0.001	-0.554	2	0.419	0.260	0.787	0.368	-2.585	
0.026	0.000	-0.706	3	0.419	0.260	0.238	-0.400	-3.909	
0.087	0.000	-0.735	1	0.419	0.260	0.775	-3.513	-1.017	
0.010	0.000	-0.588	2	0.419	0.260	0.179	-1.429	-2.549	
0.081	0.001	-0.558	2	0.419	0.260	0.526	0.007	-2.580	
0.127	0.001	-0.565	4	0.419	0.260	0.478	-0.072	-4.541	
0.148	0.000	-0.377	4	0.419	0.260	0.441	-4.734	-3.692	
0.033	0.000	-0.344	2	0.419	0.260	0.327	-3.397	-3.205	
0.262	0.000	-0.356	1	0.419	0.260	1.494	-4.188	-2.908	
0.112	0.002	-0.126	3	0.419	0.260	0.512	-0.767	-4.717	
0.030	0.000	-0.260	4	0.419	0.260	0.221	-1.846	-3.391	
0.110	0.001	-0.257	4	0.419	0.260	0.439	-0.616	-3.387	
0.021	0.000	-0.390	2	0.419	0.260	0.263	-2.266	-2.991	
0.345	0.001	-0.469	2	0.419	0.260	1.282	-0.798	-2.740	
0.429	0.001	-0.437	2	0.419	0.260	1.531	-1.084	-2.825	
0.042	0.001	-0.332	2	0.419	0.260	0.368	-0.960	-3.271	
0.043	0.000	-0.230	1	0.419	0.260	0.534	-3.061	-4.439	
0.095	0.000	-0.188	4	0.419	0.260	0.406	-1.462	-3.390	
0.010	0.000	-0.272	3	0.419	0.260	0.143	-1.559	-3.548	
0.179	0.000	-0.505	3	0.419	0.260	0.675	-1.079	-3.450	
0.034	0.000	-0.448	3	0.419	0.260	0.273	-1.246	-3.385	
0.467	0.001	-0.708	2	0.419	0.260	1.652	-2.226	-2.502	
0.038	0.001	-0.482	2	0.419	0.260	0.349	0.510	-2.710	
0.001	0.000	-0.525	2	0.419	0.260	0.042	-1.881	-2.627	
0.264	0.001	-0.500	3	0.419	0.260	0.863	-0.724	-3.443	
0.008	0.000	-0.626	2	0.419	0.260	0.158	-1.266	-2.521	
0.144	0.000	-0.616	2	0.419	0.260	0.725	-2.031	-2.527	
0.203	0.002	-0.444	2	0.419	0.260	0.891	0.261	-2.805	
0.210	0.002	-0.372	3	0.419	0.260	0.745	-0.696	-3.371	
0.095	0.000	-0.391	2	0.419	0.260	0.571	0.256	-2.986	
0.032	0.000	-0.364	2	0.419	0.260	0.319	-1.411	-3.106	
0.018	0.000	-0.325	3	0.419	0.260	0.193	-1.301	-3.419	
0.314	0.001	-0.184	2	0.419	0.260	1.194	-0.692	-4.675	
0.262	0.001	-0.051	4	0.419	0.260	0.745	-2.782	-4.761	
0.144	0.001	-0.274	3	0.419	0.260	0.594	-0.302	-3.539	
0.099	0.001	-0.666	2	0.419	0.260	0.585	1.083	-2.506	
0.201	0.001	-0.441	2	0.419	0.260	0.886	1.415	-2.816	
0.013	0.000	-0.432	2	0.419	0.259	0.206	-1.824	-2.841	
0.034	0.000	-0.421	2	0.419	0.259	0.330	-1.081	-2.876	
0.273	0.001	-0.541	3	0.419	0.259	0.887	-1.115	-3.510	
0.043	0.000	-0.452	2	0.419	0.259	0.375	-2.738	-2.784	
0.001	0.000	-0.412	1	0.419	0.259	0.081	-1.008	-2.449	
0.097	0.001	-0.408	2	0.419	0.259	0.579	0.054	-2.921	
0.034	0.000	-0.497	2	0.419	0.259	0.331	-0.766	-2.679	
0.162	0.000	-0.451	1	0.419	0.259	1.109	-3.093	-2.186	
0.206	0.001	-0.398	3	0.419	0.259	0.594	-3.187	-3.365	
0.251	0.000	-0.410	2	0.419	0.259	1.023	-1.538	-2.914	
0.011	0.000	-0.523	2	0.419	0.259	0.190	-1.412	-2.630	
0.094	0.000	-0.579	1	0.419	0.259	0.500	-3.352	-1.529	
0.163	0.000	-0.575	2	0.419	0.259	0.785	-3.284	-2.561	
0.597	0.000	-0.702	1	0.419	0.259	3.025	-4.543	-1.107	
0.466	0.002	-0.729	2	0.419	0.259	1.648	-2.889	-2.505	
0.739	0.001	-0.717	1	0.419	0.259	4.223	-4.363	-1.065	
0.273	0.000	-0.518	3	0.419	0.259	0.884	-4.196	-3.469	
0.271	0.000	-0.349	2	0.419	0.259	1.077	-2.333	-3.177	
0.383	0.000	-0.471	1	0.419	0.259	1.973	-3.095	-2.062	
0.177	0.001	-0.485	2	0.419	0.259	0.825	-2.458	-2.702	
0.271	0.000	-0.560	1	0.419	0.259	1.530	-2.948	-1.612	
0.001	0.000	-0.633	2	0.419	0.259	0.057	-0.311	-2.518	
0.080	0.000	-0.596	3	0.419	0.259	0.426	-2.107	-3.621	
0.284	0.000	-0.696	1	0.419	0.259	1.580	-2.926	-1.125	
0.261	0.000	-0.761	1	0.419	0.259	1.489	-3.335	-0.952	
0.074	0.001	-0.341	3	0.419	0.259	0.409	-1.748	-3.397	
0.047	0.000	-0.254	3	0.419	0.259	0.319	-1.874	-3.616	
0.014	0.000	-0.484	2	0.419	0.259	0.215	-2.438	-2.706	
0.074	0.000	-0.467	3	0.419	0.259	0.407	-2.364	-3.403	
0.170	0.000	-0.382	2	0.419	0.260	0.804	-4.233	-3.025	
0.007	0.000	-0.137	3	0.419	0.260	0.120	-1.805	-4.546	
0.077	0.001	-0.270	3	0.419	0.260	0.416	-2.695	-3.553	
0.104	0.000	-0.340	4	0.419	0.260	0.361	-6.359	-3.571	
0.553	0.000	-0.371	1	0.419	0.260	2.784	-4.718	-2.771	
0.231	0.000	-0.482	1	0.419	0.260	1.374	-3.840	-2.000	
0.423	0.000	-0.667	1	0.419	0.260	2.146	-4.232	-1.214	
0.187	0.001	-0.598	2	0.419	0.260	0.845	-1.952	-2.540	
0.173	0.001	-0.665	2	0.419	0.260	0.807	-1.206	-2.506	
0.105	0.001	-0.654	2	0.419	0.260	0.603	-0.886	-2.509	
0.465	0.000	-0.626	1	0.419	0.260	2.313	-4.634	-1.351	
0.074	0.000	-0.517	1	0.419	0.260	0.714	-3.325	-1.810	
0.072	0.000	-0.391	1	0.419	0.260	0.693	-3.435	-2.606	
0.134	0.000	-0.429	1	0.419	0.260	0.987	-3.792	-2.332	
0.013	0.000	-0.524	2	0.419	0.260	0.205	-2.927	-2.628	
0.035	0.000	-0.223	2	0.419	0.260	0.334	-1.822	-4.164	
0.118	0.001	-0.339	4	0.419	0.260	0.458	-3.694	-3.568	
0.004	0.000	-0.280	3	0.419	0.260	0.093	-1.743	-3.522	
0.059	0.000	-0.347	3	0.419	0.260	0.362	-3.811	-3.390	
0.006	0.000	-0.436	2	0.419	0.260	0.141	-1.963	-2.830	
0.124	0.001	-0.224	3	0.419	0.260	0.544	-4.242	-3.759	
0.055	0.001	-0.229	3	0.419	0.260	0.350	-2.827	-3.731	
0.177	0.000	-0.211	3	0.419	0.260	0.668	-4.111	-3.835	
0.007	0.000	-0.270	2	0.419	0.260	0.148	-2.426	-3.702	
0.026	0.001	-0.285	3	0.419	0.260	0.238	-3.215	-3.507	
0.247	0.001	-0.358	3	0.419	0.260	0.826	-4.645	-3.380	
0.050	0.000	-0.192	3	0.419	0.260	0.331	-2.829	-3.973	
0.034	0.001	-0.219	4	0.419	0.260	0.234	-3.169	-3.365	
0.069	0.000	-0.341	1	0.419	0.260	0.424	-3.408	-3.049	
0.155	0.000	-0.348	1	0.419	0.260	1.081	-3.590	-2.981	
0.103	0.000	-0.298	3	0.419	0.260	0.396	-6.284	-3.472	
0.319	0.000	-0.280	2	0.419	0.260	1.207	-5.511	-3.620	
0.088	0.000	-0.507	1	0.419	0.260	0.779	-3.442	-1.863	
0.026	0.000	-0.459	3	0.419	0.260	0.234	-3.079	-3.395	
0.207	0.000	-0.301	1	0.419	0.260	1.282	-3.884	-3.461	
0.091	0.000	-0.411	2	0.419	0.260	0.563	-4.189	-2.910	
0.026	0.000	-0.378	1	0.419	0.260	0.408	-2.604	-2.713	
0.013	0.000	-0.477	1	0.419	0.260	0.176	-2.494	-2.027	
0.001	0.000	-0.555	3	0.419	0.260	0.045	-1.647	-3.536	
0.003	0.000	-0.705	2	0.419	0.260	0.075	-2.345	-2.502	
0.008	0.000	-0.633	1	0.419	0.260	0.224	-1.277	-1.326	
0.022	0.001	-0.314	4	0.419	0.260	0.186	-2.214	-3.497	
0.029	0.000	-0.498	1	0.419	0.260	0.432	-1.294	-1.909	
0.040	0.001	-0.579	1	0.419	0.260	0.515	-1.092	-1.532	
0.003	0.001	-0.512	2	0.419	0.260	0.104	0.114	-2.649	
0.100	0.000	-0.263	3	0.419	0.260	0.482	-2.571	-3.580	
0.004	0.000	-0.293	2	0.419	0.260	0.079	-1.581	-3.524	
0.172	0.000	-0.469	1	0.419	0.260	1.133	-2.649	-2.074	
0.203	0.001	-0.756	1	0.419	0.260	1.253	-3.046	-0.964	
0.418	0.000	-0.716	1	0.419	0.260	2.124	-3.199	-1.068	
0.360	0.000	-0.681	1	0.419	0.260	1.879	-3.418	-1.168	
0.138	0.001	-0.668	2	0.419	0.260	0.707	-2.572	-2.505	
0.009	0.000	-0.757	1	0.419	0.260	0.246	-1.465	-0.961	
0.049	0.000	-0.412	2	0.419	0.260	0.400	-3.258	-2.909	
0.007	0.000	-0.522	1	0.419	0.260	0.218	-1.498	-1.788	
0.032	0.000	-0.651	1	0.419	0.260	0.459	-2.166	-1.263	
0.187	0.000	-0.388	1	0.419	0.260	1.203	-2.985	-2.630	
0.005	0.001	-0.308	3	0.419	0.260	0.079	-1.992	-3.451	
0.051	0.000	-0.295	3	0.420	0.260	0.337	-2.567	-3.481	
0.002	0.000	-0.517	1	0.420	0.260	0.097	-0.399	-1.813	
0.003	0.000	-0.598	2	0.420	0.260	0.100	-0.576	-2.541	
0.059	0.000	-0.568	1	0.420	0.260	0.627	-2.092	-1.575	
0.023	0.000	-0.648	1	0.420	0.260	0.390	-1.692	-1.273	
0.356	0.000	-0.563	2	0.420	0.260	0.981	-6.951	-2.574	
0.002	0.000	-0.359	2	0.420	0.260	0.086	-0.570	-3.130	
0.003	0.000	-0.324	2	0.420	0.260	0.104	-0.580	-3.315	
0.003	0.000	-0.327	2	0.420	0.260	0.098	-0.636	-3.300	
0.047	0.000	-0.496	1	0.420	0.260	0.556	-1.771	-1.922	
0.166	0.000	-0.532	1	0.420	0.260	1.117	-2.596	-1.737	
0.147	0.000	-0.761	1	0.420	0.260	1.044	-2.286	-0.953	
0.117	0.000	-0.707	1	0.420	0.260	0.905	-2.960	-1.092	
0.341	0.000	-0.503	1	0.420	0.260	1.803	-3.751	-1.887	
0.159	0.000	-0.455	1	0.420	0.260	1.091	-3.171	-2.158	
0.173	0.000	-0.546	3	0.420	0.260	0.662	-4.337	-3.518	
0.244	0.000	-0.719	1	0.420	0.260	1.422	-3.646	-1.059	
0.149	0.000	-0.699	1	0.420	0.260	1.049	-3.318	-1.117	
0.494	0.000	-0.615	1	0.420	0.260	2.476	-4.073	-1.390	
0.683	0.000	-0.605	1	0.420	0.260	3.704	-4.346	-1.426	
0.003	0.000	-0.671	3	0.420	0.260	0.079	-1.131	-3.810	
0.035	0.000	-0.516	1	0.420	0.260	0.478	-2.051	-1.818	
0.056	0.001	-0.499	1	0.420	0.260	0.607	-2.396	-1.903	
0.573	0.000	-0.689	1	0.420	0.260	2.920	-3.860	-1.144	
0.551	0.000	-0.707	1	0.420	0.260	2.751	-3.991	-1.092	
0.503	0.000	-0.748	1	0.420	0.260	2.538	-3.752	-0.984	
0.708	0.000	-0.647	1	0.420	0.260	3.902	-4.554	-1.278	
0.412	0.000	-0.662	1	0.420	0.260	2.098	-4.083	-1.227	
0.573	0.000	-0.735	1	0.420	0.260	2.900	-4.302	-1.016	
0.532	0.001	-0.762	1	0.420	0.260	2.649	-4.578	-0.949	
0.419	0.000	-0.778	1	0.420	0.260	2.128	-4.209	-0.913	
0.111	0.000	-0.711	1	0.420	0.260	0.887	-3.214	-1.081	
0.005	0.000	-0.487	1	0.420	0.260	0.107	-1.985	-1.973	
0.009	0.000	-0.331	3	0.420	0.260	0.141	-2.399	-3.410	
0.267	0.000	-0.419	1	0.420	0.260	1.511	-3.995	-2.402	
0.003	0.000	-0.515	3	0.420	0.260	0.076	-1.529	-3.465	
0.005	0.000	-0.763	1	0.420	0.260	0.180	-1.859	-0.947	
0.157	0.000	-0.728	1	0.420	0.260	0.669	-3.819	-1.036	
0.621	0.000	-0.731	1	0.420	0.260	3.227	-4.671	-1.028	
0.597	0.000	-0.756	1	0.420	0.260	3.048	-4.774	-0.965	
0.539	0.000	-0.636	1	0.420	0.260	2.707	-4.643	-1.316	
0.009	0.000	-0.723	1	0.420	0.260	0.245	-2.189	-1.048	
0.110	0.000	-0.571	1	0.420	0.260	0.874	-3.295	-1.564	
0.036	0.000	-0.730	2	0.420	0.260	0.340	-1.988	-2.505	
0.312	0.000	-0.734	1	0.420	0.260	1.687	-3.617	-1.019	
0.007	0.000	-0.694	1	0.420	0.260	0.214	-1.577	-1.130	
0.001	0.000	-0.702	1	0.420	0.260	0.084	-0.862	-1.106	
0.003	0.000	-0.704	4	0.420	0.260	0.073	-1.588	-5.306	
0.099	0.000	-0.581	1	0.420	0.260	0.831	-3.107	-1.522	
0.008	0.000	-0.674	2	0.420	0.260	0.162	-2.042	-2.504	
0.165	0.000	-0.752	2	0.420	0.260	0.791	-4.285	-2.511	
0.062	0.000	-0.750	2	0.420	0.260	0.454	-3.828	-2.510	
0.058	0.001	-0.561	4	0.420	0.260	0.311	-2.680	-4.517	
0.002	0.000	-0.640	1	0.420	0.260	0.120	-1.082	-1.301	
0.034	0.000	-0.513	2	0.420	0.260	0.332	-1.101	-2.648	
0.136	0.001	-0.525	2	0.420	0.260	0.700	-0.359	-2.627	
0.056	0.001	-0.706	3	0.420	0.260	0.353	-1.019	-3.909	
0.198	0.000	-0.519	1	0.420	0.260	1.234	-3.507	-1.805	
0.018	0.000	-0.456	1	0.420	0.260	0.334	-2.329	-2.155	
0.002	0.000	-0.454	4	0.420	0.260	0.042	-1.276	-4.003	
0.114	0.001	-0.327	2	0.420	0.260	0.636	-3.204	-3.302	
0.258	0.001	-0.535	1	0.420	0.260	0.915	-3.276	-1.725	
0.212	0.001	-0.453	3	0.420	0.260	0.751	-4.314	-3.389	
0.049	0.000	-0.306	1	0.420	0.260	0.564	-2.287	-3.405	
0.168	0.001	-0.112	4	0.420	0.260	0.563	-3.152	-3.732	
0.370	0.000	-0.389	2	0.420	0.260	1.351	-1.225	-2.996	
0.806	0.000	-0.303	1	0.420	0.260	5.105	-4.489	-3.446	
0.822	0.000	-0.231	3	0.420	0.260	3.110	-4.794	-3.720	
0.670	0.000	-0.486	1	0.420	0.260	3.570	-3.821	-1.978	
0.764	0.000	-0.703	1	0.420	0.260	4.513	-4.224	-1.103	
0.642	0.000	-0.499	1	0.420	0.260	3.378	-4.140	-1.907	
0.722	0.000	-0.279	1	0.420	0.260	4.033	-4.621	-3.729	
0.801	0.000	-0.249	1	0.420	0.260	5.033	-5.165	-4.152	
0.380	0.000	-0.266	2	0.420	0.260	1.390	-5.787	-3.738	
0.451	0.001	-0.322	2	0.420	0.260	1.600	-2.599	-3.328	
0.405	0.000	-0.398	1	0.420	0.260	2.065	-4.474	-2.555	
0.820	0.000	-0.484	1	0.420	0.260	5.304	-5.473	-1.986	
0.666	0.000	-0.528	1	0.420	0.260	3.506	-5.060	-1.758	
0.180	0.000	-0.631	1	0.420	0.260	1.174	-3.929	-1.332	
0.156	0.000	-0.650	1	0.420	0.260	1.080	-3.859	-1.268	
0.046	0.000	-0.602	1	0.420	0.260	0.544	-3.186	-1.440	
0.222	0.000	-0.668	1	0.420	0.260	0.829	-4.048	-1.209	
0.551	0.000	-0.631	1	0.420	0.260	2.777	-4.680	-1.331	
0.479	0.000	-0.735	1	0.420	0.260	2.403	-4.555	-1.018	
0.070	0.000	-0.709	1	0.420	0.260	0.688	-3.385	-1.088	
0.071	0.000	-0.660	2	0.420	0.260	0.364	-5.693	-2.507	
0.039	0.000	-0.773	1	0.420	0.260	0.312	-2.748	-0.923	
0.071	0.000	-0.552	1	0.420	0.260	0.429	-3.071	-1.647	
0.054	0.000	-0.706	1	0.420	0.260	0.370	-2.946	-1.096	
0.122	0.000	-0.676	1	0.421	0.260	0.935	-3.343	-1.183	
0.079	0.000	-0.624	2	0.421	0.260	0.517	-2.620	-2.522	
0.269	0.000	-0.455	1	0.421	0.260	1.519	-3.780	-2.162	
0.020	0.000	-0.402	2	0.421	0.261	0.255	-2.000	-2.943	
0.013	0.000	-0.398	2	0.421	0.261	0.201	-1.812	-2.959	
0.075	0.000	-0.746	1	0.421	0.261	0.708	-3.032	-0.990	
0.008	0.000	-0.714	1	0.421	0.261	0.225	-2.123	-1.073	
0.300	0.000	-0.645	2	0.421	0.261	1.156	-3.523	-2.512	
0.174	0.000	-0.488	1	0.421	0.261	0.712	-3.309	-1.965	
0.047	0.001	-0.288	2	0.421	0.261	0.394	-3.215	-3.560	
0.382	0.000	-0.643	1	0.421	0.261	1.953	-4.195	-1.291	
0.048	0.000	-0.422	1	0.421	0.261	0.565	-3.000	-2.379	
0.014	0.000	-0.528	2	0.421	0.261	0.213	-2.631	-2.623	
0.074	0.000	-0.476	3	0.421	0.261	0.408	-2.453	-3.412	
0.214	0.000	-0.590	1	0.421	0.261	1.307	-3.738	-1.485	
0.010	0.000	-0.615	1	0.421	0.261	0.158	-2.078	-1.390	
