h 	 hh 	 p 	 snp 	 ar 	 war 	 sigma 	 bf 	 like 	 
0.039	0.000	-0.167	2	0.431	0.269	0.358	-1.090	-4.944	
0.022	0.000	-0.269	3	0.431	0.269	0.217	-1.691	-3.558	
0.253	0.001	-0.049	4	0.431	0.269	0.728	-2.808	-4.815	
0.011	0.000	-0.339	2	0.431	0.269	0.183	-0.265	-3.233	
0.063	0.000	-0.381	2	0.431	0.269	0.461	-2.503	-3.028	
0.327	0.001	-0.223	3	0.431	0.269	1.007	-2.218	-3.762	
0.141	0.000	-0.407	2	0.431	0.269	0.533	-5.782	-2.924	
0.263	0.001	-0.266	2	0.431	0.269	1.055	-2.607	-3.734	
0.270	0.001	-0.280	3	0.431	0.269	0.880	-1.404	-3.521	
0.629	0.001	-0.369	1	0.431	0.269	3.282	-3.240	-2.792	
0.069	0.001	-0.284	4	0.431	0.269	0.287	-2.726	-3.429	
0.006	0.000	-0.390	3	0.431	0.269	0.114	0.435	-3.366	
0.112	0.001	-0.372	2	0.431	0.269	0.629	0.072	-3.069	
0.120	0.001	-0.107	4	0.431	0.269	0.461	-0.879	-3.786	
0.028	0.000	-0.373	3	0.431	0.269	0.246	-0.182	-3.371	
0.118	0.000	-0.197	4	0.431	0.269	0.458	-0.761	-3.378	
0.026	0.001	-0.123	4	0.431	0.269	0.205	0.337	-3.647	
0.066	0.001	-0.078	4	0.431	0.269	0.334	-0.722	-4.158	
0.091	0.000	-0.199	2	0.431	0.269	0.560	0.173	-4.460	
0.032	0.000	-0.269	3	0.431	0.269	0.262	0.101	-3.557	
0.075	0.001	-0.327	3	0.431	0.269	0.412	-1.448	-3.416	
0.274	0.001	-0.440	3	0.431	0.269	0.887	-1.601	-3.379	
0.067	0.000	-0.307	2	0.431	0.268	0.477	-1.910	-3.425	
0.172	0.000	-0.028	4	0.431	0.268	0.571	-3.678	-5.722	
0.125	0.001	-0.140	4	0.431	0.268	0.473	-0.450	-3.547	
0.163	0.001	-0.303	3	0.431	0.268	0.637	-0.499	-3.460	
0.033	0.000	-0.280	2	0.431	0.268	0.328	-1.522	-3.623	
0.228	0.001	-0.396	2	0.431	0.268	0.961	-0.730	-2.966	
0.290	0.000	-0.388	4	0.431	0.268	0.801	-2.212	-3.734	
0.114	0.000	-0.469	2	0.431	0.268	0.636	-0.194	-2.739	
0.030	0.001	-0.555	1	0.431	0.268	0.442	-1.967	-1.634	
0.093	0.000	-0.685	2	0.431	0.268	0.566	-0.783	-2.503	
0.003	0.000	-0.742	1	0.431	0.268	0.129	-0.924	-0.998	
0.105	0.001	-0.652	3	0.431	0.268	0.494	-0.672	-3.760	
0.006	0.000	-0.698	1	0.431	0.268	0.192	-1.748	-1.119	
0.065	0.001	-0.749	2	0.431	0.268	0.468	0.011	-2.510	
0.074	0.000	-0.593	1	0.431	0.268	0.707	-2.620	-1.473	
0.495	0.001	-0.553	1	0.431	0.268	2.481	-3.617	-1.643	
0.450	0.000	-0.672	1	0.431	0.268	2.267	-3.486	-1.195	
0.245	0.000	-0.633	1	0.431	0.268	1.413	-3.457	-1.327	
0.027	0.000	-0.560	1	0.431	0.268	0.420	-1.919	-1.609	
0.005	0.000	-0.773	2	0.431	0.268	0.129	-0.905	-2.519	
0.036	0.001	-0.623	2	0.431	0.268	0.340	-0.730	-2.523	
0.026	0.000	-0.755	1	0.431	0.268	0.408	-1.842	-0.966	
0.047	0.000	-0.754	2	0.431	0.268	0.392	-0.850	-2.512	
0.233	0.001	-0.762	2	0.431	0.268	0.975	-2.190	-2.514	
0.121	0.000	-0.755	1	0.431	0.268	0.934	-3.042	-0.968	
0.158	0.000	-0.636	1	0.431	0.269	1.091	-3.295	-1.315	
0.262	0.001	-0.653	2	0.431	0.269	1.051	-2.951	-2.509	
0.087	0.000	-0.777	1	0.432	0.269	0.778	-3.068	-0.915	
0.056	0.000	-0.589	2	0.432	0.269	0.321	-4.995	-2.548	
0.213	0.001	-0.636	1	0.432	0.269	1.313	-3.447	-1.315	
0.628	0.000	-0.722	1	0.432	0.269	3.253	-4.447	-1.051	
0.680	0.000	-0.599	1	0.432	0.269	3.651	-4.269	-1.449	
0.698	0.000	-0.776	1	0.432	0.269	3.834	-4.465	-0.916	
0.918	0.000	-0.675	1	0.432	0.269	8.404	-5.008	-1.187	
0.608	0.000	-0.584	1	0.432	0.269	3.091	-4.330	-1.510	
0.456	0.000	-0.713	1	0.432	0.269	2.309	-4.003	-1.075	
0.363	0.000	-0.699	1	0.432	0.269	1.874	-3.897	-1.114	
0.482	0.000	-0.673	2	0.432	0.269	1.708	-5.779	-2.504	
0.993	0.000	-0.582	1	0.432	0.269	29.959	-6.791	-1.517	
0.541	0.000	-0.643	1	0.432	0.269	2.721	-4.084	-1.289	
0.869	0.000	-0.526	1	0.432	0.269	6.447	-5.006	-1.769	
0.405	0.000	-0.446	1	0.432	0.269	2.069	-3.949	-2.214	
0.164	0.000	-0.450	1	0.432	0.269	1.109	-3.528	-2.191	
0.005	0.000	-0.391	1	0.432	0.269	0.170	-1.720	-2.612	
0.020	0.000	-0.626	1	0.432	0.269	0.361	-2.481	-1.348	
0.088	0.000	-0.702	1	0.432	0.269	0.774	-3.477	-1.107	
0.099	0.000	-0.638	1	0.432	0.269	0.833	-3.319	-1.309	
0.001	0.000	-0.578	3	0.432	0.269	0.056	-1.154	-3.583	
0.198	0.000	-0.513	2	0.432	0.269	0.880	-5.297	-2.648	
0.220	0.001	-0.530	2	0.432	0.269	0.937	-3.144	-2.619	
0.199	0.000	-0.729	1	0.432	0.269	1.249	-3.975	-1.032	
0.597	0.001	-0.709	2	0.432	0.269	2.147	-4.337	-2.502	
0.295	0.000	-0.714	1	0.432	0.269	1.622	-4.295	-1.072	
0.210	0.000	-0.613	1	0.432	0.269	0.802	-3.863	-1.397	
0.240	0.000	-0.493	2	0.432	0.269	0.992	-3.092	-2.685	
0.006	0.000	-0.593	1	0.432	0.269	0.120	-1.864	-1.475	
0.003	0.000	-0.394	1	0.432	0.269	0.137	-1.811	-2.584	
0.090	0.000	-0.409	3	0.432	0.269	0.454	-2.860	-3.366	
0.131	0.000	-0.376	1	0.432	0.269	0.980	-3.685	-2.733	
0.116	0.000	-0.408	2	0.432	0.269	0.643	-3.660	-2.921	
0.235	0.000	-0.608	3	0.432	0.269	0.801	-0.886	-3.650	
0.154	0.000	-0.760	2	0.432	0.269	0.751	0.275	-2.513	
0.067	0.001	-0.686	2	0.432	0.269	0.472	-0.129	-2.503	
0.198	0.001	-0.766	2	0.432	0.269	0.876	-1.017	-2.516	
0.239	0.001	-0.736	3	0.432	0.269	0.809	-1.419	-3.998	
0.020	0.000	-0.745	1	0.432	0.269	0.354	-2.704	-0.992	
0.012	0.000	-0.656	2	0.432	0.269	0.194	-2.322	-2.508	
0.005	0.000	-0.744	1	0.432	0.269	0.169	-1.886	-0.993	
0.175	0.000	-0.738	2	0.432	0.269	0.817	-3.782	-2.507	
0.095	0.000	-0.474	1	0.432	0.269	0.810	-3.212	-2.048	
0.080	0.000	-0.569	1	0.432	0.269	0.741	-3.201	-1.572	
0.072	0.000	-0.591	1	0.432	0.269	0.699	-3.073	-1.482	
0.226	0.000	-0.627	3	0.432	0.269	0.781	-1.388	-3.696	
0.201	0.001	-0.526	2	0.432	0.269	0.885	-0.397	-2.625	
0.376	0.001	-0.371	2	0.432	0.269	1.369	-0.862	-3.072	
0.100	0.001	-0.360	3	0.431	0.268	0.481	-1.836	-3.379	
0.005	0.000	-0.338	2	0.431	0.268	0.098	-2.860	-3.235	
0.331	0.000	-0.456	2	0.431	0.268	1.246	-4.202	-2.772	
0.065	0.000	-0.488	2	0.431	0.268	0.466	-3.733	-2.697	
0.175	0.001	-0.561	3	0.431	0.268	0.665	-1.860	-3.548	
0.038	0.001	-0.760	2	0.431	0.268	0.350	-0.972	-2.514	
0.334	0.000	-0.673	2	0.431	0.268	1.249	-1.583	-2.504	
0.323	0.000	-0.730	2	0.431	0.268	1.218	-1.544	-2.505	
0.546	0.000	-0.659	1	0.431	0.268	2.726	-4.363	-1.239	
0.835	0.000	-0.726	1	0.431	0.268	5.638	-4.886	-1.040	
0.226	0.001	-0.751	2	0.431	0.268	0.954	-1.007	-2.510	
0.129	0.000	-0.648	1	0.431	0.268	0.964	-2.773	-1.275	
0.003	0.000	-0.654	2	0.431	0.268	0.089	-0.813	-2.509	
0.051	0.000	-0.737	1	0.431	0.268	0.582	-2.624	-1.011	
0.003	0.000	-0.702	2	0.431	0.268	0.101	-1.089	-2.502	
0.003	0.000	-0.660	1	0.431	0.268	0.146	-1.181	-1.235	
0.013	0.000	-0.611	1	0.431	0.268	0.287	-1.573	-1.404	
0.009	0.001	-0.764	2	0.431	0.268	0.167	-1.674	-2.515	
0.024	0.000	-0.765	2	0.431	0.268	0.281	-2.055	-2.515	
0.375	0.000	-0.760	1	0.431	0.268	1.203	-4.401	-0.954	
0.476	0.000	-0.684	2	0.431	0.268	1.690	-6.156	-2.503	
0.001	0.000	-0.745	1	0.431	0.268	0.079	-0.889	-0.993	
0.021	0.000	-0.517	1	0.431	0.268	0.371	-2.339	-1.814	
0.166	0.000	-0.201	2	0.431	0.268	0.789	-1.992	-4.439	
0.183	0.001	-0.172	3	0.431	0.268	0.552	-5.074	-4.144	
0.201	0.001	-0.339	4	0.431	0.268	0.628	-2.966	-3.566	
0.052	0.000	-0.338	2	0.431	0.268	0.413	-0.912	-3.239	
0.285	0.001	-0.337	3	0.431	0.268	0.913	-2.824	-3.402	
0.044	0.000	-0.458	2	0.431	0.268	0.379	-0.820	-2.768	
0.180	0.001	-0.328	2	0.431	0.268	0.828	-1.743	-3.296	
0.146	0.001	-0.404	4	0.431	0.268	0.517	-1.509	-3.795	
0.077	0.000	-0.643	1	0.431	0.268	0.727	-2.059	-1.289	
0.128	0.001	-0.527	3	0.431	0.268	0.553	-0.514	-3.484	
0.010	0.000	-0.673	2	0.431	0.268	0.180	-0.977	-2.504	
0.185	0.000	-0.574	2	0.431	0.268	0.840	-1.921	-2.562	
0.016	0.000	-0.690	1	0.431	0.268	0.319	-1.895	-1.143	
0.389	0.000	-0.713	1	0.431	0.268	2.011	-3.648	-1.075	
0.660	0.000	-0.732	1	0.431	0.269	3.458	-4.418	-1.025	
0.139	0.001	-0.688	2	0.431	0.269	0.715	-2.393	-2.502	
0.111	0.000	-0.576	2	0.431	0.269	0.466	-5.247	-2.560	
0.035	0.001	-0.385	3	0.431	0.269	0.275	-0.634	-3.366	
0.314	0.002	-0.212	4	0.432	0.269	0.845	-3.343	-3.367	
0.061	0.001	-0.143	4	0.432	0.269	0.320	-1.241	-3.532	
0.033	0.000	-0.188	4	0.432	0.269	0.232	-1.325	-3.390	
0.404	0.001	-0.234	3	0.432	0.269	1.187	-4.383	-3.706	
0.002	0.000	-0.105	4	0.432	0.269	0.059	-0.849	-3.804	
0.023	0.000	-0.327	2	0.432	0.269	0.268	-1.570	-3.298	
0.106	0.000	-0.171	2	0.432	0.269	0.607	-2.744	-4.881	
0.014	0.000	-0.171	4	0.432	0.269	0.148	-2.087	-3.425	
0.371	0.001	-0.382	4	0.432	0.268	0.961	-5.952	-3.709	
0.019	0.000	-0.377	2	0.432	0.269	0.245	-2.884	-3.047	
0.146	0.001	-0.441	1	0.432	0.269	1.038	-3.536	-2.247	
0.024	0.000	-0.497	4	0.432	0.269	0.197	-1.897	-4.198	
0.060	0.000	-0.548	3	0.432	0.269	0.365	-2.807	-3.523	
0.151	0.000	-0.479	2	0.432	0.269	0.746	-4.563	-2.717	
0.081	0.000	-0.219	4	0.432	0.269	0.371	-3.247	-3.365	
0.002	0.000	-0.530	4	0.432	0.269	0.048	-2.334	-4.359	
0.006	0.000	-0.417	2	0.432	0.269	0.135	-1.441	-2.889	
0.158	0.001	-0.581	3	0.432	0.269	0.627	-4.595	-3.588	
0.102	0.000	-0.637	1	0.432	0.269	0.523	-3.548	-1.312	
0.229	0.000	-0.738	1	0.432	0.269	1.366	-3.983	-1.009	
0.054	0.001	-0.487	3	0.432	0.269	0.344	-2.808	-3.425	
0.112	0.000	-0.405	3	0.432	0.269	0.515	-4.280	-3.365	
0.219	0.000	-0.641	2	0.432	0.269	0.942	-3.911	-2.514	
0.285	0.000	-0.666	1	0.432	0.269	1.582	-4.278	-1.215	
0.028	0.001	-0.588	3	0.432	0.269	0.246	-1.861	-3.603	
0.304	0.000	-0.259	4	0.432	0.269	0.828	-4.792	-3.389	
0.397	0.000	-0.517	1	0.432	0.269	2.036	-4.502	-1.815	
0.086	0.001	-0.501	2	0.432	0.269	0.541	-2.976	-2.670	
0.004	0.000	-0.116	3	0.432	0.269	0.070	-2.660	-4.884	
0.579	0.000	-0.392	1	0.432	0.269	1.822	-4.820	-2.601	
0.386	0.000	-0.491	1	0.432	0.269	1.990	-4.492	-1.947	
0.594	0.000	-0.682	1	0.432	0.269	3.004	-4.884	-1.165	
0.121	0.001	-0.560	3	0.432	0.269	0.537	-1.999	-3.545	
0.002	0.000	-0.309	2	0.432	0.269	0.079	-1.442	-3.414	
0.017	0.000	-0.496	1	0.432	0.269	0.202	-1.898	-1.924	
0.151	0.001	-0.444	2	0.432	0.269	0.746	-1.718	-2.807	
0.065	0.001	-0.421	3	0.432	0.269	0.382	-1.833	-3.370	
0.145	0.001	-0.196	3	0.432	0.269	0.595	-2.759	-3.942	
0.120	0.000	-0.367	4	0.432	0.269	0.463	-3.197	-3.657	
0.299	0.000	-0.307	2	0.432	0.269	0.860	-6.540	-3.423	
0.032	0.000	-0.344	3	0.432	0.269	0.265	-2.727	-3.394	
0.502	0.000	-0.370	4	0.432	0.269	1.256	-6.049	-3.668	
0.039	0.000	-0.460	2	0.433	0.269	0.358	-2.996	-2.761	
0.018	0.000	-0.484	1	0.433	0.269	0.337	-2.657	-1.989	
0.002	0.000	-0.182	2	0.433	0.269	0.087	-1.150	-4.700	
0.032	0.000	-0.318	1	0.432	0.269	0.454	-2.543	-3.275	
0.097	0.001	-0.420	4	0.432	0.269	0.411	-1.097	-3.856	
0.342	0.001	-0.204	4	0.432	0.269	0.902	-2.514	-3.372	
0.027	0.001	-0.111	3	0.432	0.269	0.240	0.256	-4.979	
0.262	0.002	-0.112	4	0.432	0.269	0.746	-0.737	-3.733	
0.009	0.000	-0.204	3	0.433	0.269	0.113	-2.735	-3.882	
0.190	0.000	-0.247	4	0.433	0.269	0.606	-0.706	-3.376	
0.069	0.001	-0.239	4	0.433	0.269	0.340	-0.460	-3.371	
0.061	0.001	-0.268	4	0.433	0.269	0.319	-0.122	-3.402	
0.010	0.000	-0.328	3	0.432	0.269	0.115	-3.076	-3.415	
0.016	0.001	-0.336	3	0.433	0.269	0.186	-0.852	-3.403	
0.340	0.001	-0.325	3	0.432	0.269	1.037	-1.502	-3.419	
0.094	0.001	-0.382	3	0.432	0.269	0.465	-0.705	-3.367	
0.071	0.000	-0.531	2	0.432	0.269	0.490	-0.389	-2.618	
0.198	0.001	-0.384	4	0.432	0.269	0.622	-0.396	-3.718	
0.026	0.001	-0.352	4	0.432	0.269	0.203	-0.638	-3.608	
0.019	0.000	-0.417	3	0.432	0.269	0.163	-4.200	-3.368	
0.085	0.000	-0.398	2	0.432	0.269	0.539	-1.243	-2.959	
0.155	0.001	-0.178	4	0.432	0.269	0.536	-1.777	-3.410	
0.083	0.001	-0.406	3	0.432	0.269	0.435	-1.180	-3.366	
0.303	0.000	-0.606	1	0.432	0.269	1.651	-3.973	-1.424	
0.155	0.000	-0.593	3	0.432	0.269	0.618	-1.872	-3.614	
0.141	0.001	-0.601	2	0.432	0.269	0.715	-2.678	-2.538	
0.041	0.001	-0.446	4	0.432	0.269	0.259	-1.572	-3.965	
0.103	0.000	-0.552	2	0.432	0.269	0.599	-0.597	-2.588	
0.063	0.000	-0.579	1	0.432	0.269	0.403	-3.300	-1.531	
0.081	0.000	-0.413	1	0.432	0.269	0.744	-2.454	-2.440	
0.091	0.001	-0.623	2	0.432	0.269	0.559	-0.980	-2.523	
0.084	0.000	-0.764	1	0.432	0.269	0.759	-2.176	-0.945	
0.028	0.000	-0.630	1	0.432	0.269	0.423	-2.053	-1.337	
0.087	0.001	-0.617	2	0.432	0.269	0.545	-1.325	-2.526	
0.006	0.000	-0.759	2	0.432	0.269	0.132	-0.950	-2.513	
0.297	0.001	-0.578	2	0.432	0.269	1.147	-0.973	-2.558	
0.286	0.000	-0.601	2	0.432	0.269	1.119	-3.086	-2.538	
0.171	0.001	-0.769	3	0.432	0.269	0.657	-2.914	-4.102	
0.165	0.001	-0.731	2	0.432	0.269	0.785	0.028	-2.505	
0.010	0.000	-0.712	2	0.432	0.269	0.179	-0.886	-2.503	
0.014	0.000	-0.775	1	0.432	0.269	0.293	-2.258	-0.918	
0.047	0.000	-0.516	1	0.432	0.269	0.343	-3.132	-1.818	
0.013	0.000	-0.217	4	0.432	0.269	0.143	-1.546	-3.366	
0.277	0.000	-0.537	1	0.432	0.269	1.552	-3.612	-1.717	
0.130	0.000	-0.359	3	0.432	0.269	0.561	-5.038	-3.380	
0.174	0.000	-0.159	4	0.432	0.269	0.574	-2.263	-3.464	
0.579	0.002	-0.135	4	0.432	0.269	1.469	-5.536	-3.573	
0.125	0.000	-0.181	4	0.432	0.269	0.472	-2.588	-3.402	
0.047	0.000	-0.255	3	0.432	0.269	0.321	-1.522	-3.610	
0.243	0.000	-0.160	4	0.432	0.269	0.710	-4.628	-3.458	
0.026	0.000	-0.191	3	0.432	0.269	0.236	-1.760	-3.978	
0.013	0.000	-0.241	4	0.432	0.269	0.141	-1.602	-3.372	
0.203	0.000	-0.134	4	0.432	0.268	0.631	-2.249	-3.575	
0.283	0.001	-0.050	4	0.432	0.268	0.786	-3.235	-4.795	
0.558	0.001	-0.169	3	0.432	0.268	1.623	-3.356	-4.178	
0.510	0.001	-0.257	2	0.432	0.268	1.799	-1.576	-3.818	
0.461	0.001	-0.300	2	0.432	0.268	1.632	-1.301	-3.473	
0.356	0.001	-0.256	2	0.432	0.268	1.318	-4.802	-3.825	
0.002	0.000	-0.420	1	0.432	0.268	0.100	-1.147	-2.391	
0.091	0.001	-0.471	3	0.432	0.268	0.456	-1.178	-3.407	
0.175	0.000	-0.562	2	0.432	0.268	0.812	-0.335	-2.576	
0.062	0.000	-0.682	1	0.432	0.268	0.643	-2.682	-1.164	
0.059	0.000	-0.529	4	0.432	0.268	0.315	-1.326	-4.355	
0.056	0.000	-0.593	1	0.432	0.268	0.616	-2.610	-1.472	
0.055	0.000	-0.487	2	0.432	0.268	0.425	-0.373	-2.699	
0.087	0.000	-0.650	2	0.432	0.268	0.544	-0.184	-2.511	
0.046	0.000	-0.551	1	0.432	0.268	0.550	-2.472	-1.650	
0.132	0.000	-0.640	1	0.432	0.268	0.978	-2.862	-1.301	
0.018	0.001	-0.696	2	0.432	0.268	0.237	-1.712	-2.502	
0.173	0.000	-0.582	1	0.432	0.268	1.154	-3.055	-1.517	
0.031	0.000	-0.353	2	0.432	0.268	0.313	-1.655	-3.157	
0.151	0.000	-0.111	2	0.432	0.268	0.748	-3.160	-6.214	
0.122	0.000	-0.200	1	0.432	0.268	0.936	-2.776	-4.985	
0.001	0.000	-0.122	1	0.432	0.268	0.079	-0.725	-7.024	
0.001	0.000	-0.246	3	0.432	0.268	0.044	-1.595	-3.648	
0.055	0.001	-0.126	3	0.432	0.268	0.350	-2.681	-4.722	
0.077	0.000	-0.524	3	0.432	0.268	0.417	-3.164	-3.480	
0.474	0.001	-0.458	1	0.432	0.268	2.357	-4.385	-2.138	
0.239	0.000	-0.280	1	0.432	0.268	1.403	-3.707	-3.726	
0.071	0.000	-0.516	1	0.432	0.268	0.698	-2.845	-1.819	
0.006	0.000	-0.566	1	0.432	0.268	0.187	-1.680	-1.583	
0.001	0.000	-0.690	1	0.432	0.269	0.086	-0.823	-1.141	
0.013	0.000	-0.624	1	0.432	0.269	0.289	-1.542	-1.356	
0.070	0.000	-0.423	1	0.432	0.269	0.688	-2.078	-2.373	
0.111	0.001	-0.545	3	0.432	0.269	0.513	-3.114	-3.516	
0.003	0.000	-0.375	1	0.432	0.269	0.128	-0.573	-2.741	
0.004	0.001	-0.295	3	0.432	0.269	0.093	0.023	-3.480	
0.051	0.001	-0.104	3	0.432	0.269	0.334	-0.613	-5.112	
0.004	0.000	-0.143	3	0.432	0.269	0.090	0.468	-4.469	
0.016	0.001	-0.309	1	0.432	0.269	0.318	-0.419	-3.378	
0.032	0.000	-0.404	1	0.432	0.269	0.449	-1.409	-2.507	
0.001	0.000	-0.534	1	0.432	0.269	0.089	0.412	-1.729	
0.044	0.000	-0.582	2	0.432	0.269	0.378	-0.544	-2.555	
0.012	0.000	-0.690	1	0.432	0.269	0.281	-0.975	-1.142	
0.354	0.000	-0.486	1	0.432	0.269	1.856	-2.626	-1.976	
0.281	0.001	-0.457	2	0.432	0.269	0.824	-6.057	-2.771	
0.118	0.000	-0.578	1	0.432	0.269	0.907	-2.245	-1.534	
0.008	0.000	-0.681	2	0.432	0.269	0.156	-0.485	-2.503	
0.294	0.000	-0.731	1	0.432	0.269	1.627	-2.180	-1.027	
0.550	0.000	-0.730	1	0.432	0.269	2.770	-2.298	-1.030	
0.919	0.000	-0.725	1	0.432	0.269	8.443	-4.432	-1.042	
0.691	0.000	-0.726	1	0.432	0.269	3.771	-3.014	-1.041	
0.603	0.000	-0.617	1	0.432	0.269	3.088	-2.471	-1.382	
0.769	0.000	-0.520	1	0.432	0.269	4.606	-3.041	-1.797	
0.481	0.000	-0.288	1	0.432	0.269	2.412	-3.002	-3.618	
0.375	0.001	-0.189	3	0.432	0.269	1.120	-2.661	-3.995	
0.012	0.001	-0.553	1	0.432	0.269	0.281	-1.370	-1.641	
0.361	0.001	-0.506	1	0.432	0.269	1.886	-3.258	-1.867	
0.536	0.000	-0.457	1	0.432	0.269	2.692	-3.501	-2.148	
0.911	0.000	-0.559	1	0.432	0.269	8.048	-4.840	-1.616	
0.895	0.000	-0.406	1	0.432	0.269	7.335	-4.731	-2.496	
0.722	0.000	-0.557	1	0.432	0.269	4.042	-4.488	-1.623	
0.296	0.001	-0.649	2	0.432	0.269	1.143	-2.651	-2.511	
0.551	0.000	-0.538	1	0.432	0.269	2.777	-3.950	-1.709	
0.527	0.002	-0.588	2	0.432	0.269	1.864	-2.260	-2.548	
0.448	0.000	-0.569	2	0.432	0.269	1.588	-1.835	-2.568	
0.252	0.000	-0.636	1	0.432	0.269	1.443	-3.512	-1.313	
0.042	0.000	-0.669	1	0.432	0.269	0.522	-2.491	-1.204	
0.082	0.000	-0.764	2	0.432	0.269	0.529	-2.867	-2.515	
0.129	0.000	-0.691	1	0.432	0.269	0.970	-3.005	-1.138	
0.030	0.002	-0.773	2	0.432	0.269	0.313	-1.950	-2.519	
0.069	0.000	-0.323	3	0.432	0.269	0.392	-2.379	-3.423	
0.522	0.000	-0.533	1	0.432	0.269	2.595	-4.055	-1.735	
0.624	0.000	-0.543	1	0.432	0.269	2.002	-4.907	-1.689	
0.714	0.000	-0.500	2	0.432	0.269	2.800	-6.827	-2.673	
0.434	0.000	-0.425	1	0.432	0.269	2.195	-3.472	-2.355	
0.006	0.001	-0.485	1	0.432	0.269	0.189	-0.684	-1.981	
0.372	0.000	-0.655	1	0.432	0.269	1.942	-3.412	-1.251	
0.151	0.000	-0.451	3	0.433	0.269	0.611	-4.461	-3.388	
0.079	0.000	-0.710	1	0.433	0.269	0.733	-2.345	-1.084	
0.150	0.000	-0.600	3	0.433	0.269	0.608	-3.798	-3.630	
0.203	0.001	-0.268	3	0.433	0.269	0.729	-4.392	-3.561	
0.074	0.000	-0.383	1	0.433	0.269	0.704	-3.001	-2.671	
0.190	0.001	-0.127	4	0.433	0.269	0.607	-4.462	-3.624	
0.004	0.000	-0.536	2	0.433	0.269	0.111	-1.019	-2.611	
0.002	0.000	-0.504	1	0.433	0.269	0.116	-0.962	-1.880	
0.039	0.000	-0.346	3	0.433	0.269	0.292	-2.795	-3.391	
0.048	0.000	-0.636	1	0.433	0.269	0.555	-2.407	-1.314	
0.015	0.000	-0.713	3	0.433	0.269	0.180	-2.071	-3.930	
0.070	0.001	-0.620	2	0.433	0.269	0.487	-3.813	-2.524	
0.168	0.000	-0.665	1	0.433	0.269	1.132	-3.380	-1.219	
0.003	0.000	-0.642	1	0.433	0.269	0.142	-1.312	-1.295	
0.003	0.001	-0.411	1	0.433	0.269	0.126	-0.816	-2.455	
0.205	0.000	-0.592	1	0.433	0.269	1.273	-2.958	-1.477	
0.098	0.000	-0.499	3	0.433	0.269	0.476	-4.117	-3.442	
0.122	0.000	-0.275	1	0.433	0.269	0.926	-3.099	-3.786	
0.185	0.000	-0.411	1	0.433	0.269	1.203	-3.089	-2.457	
0.045	0.000	-0.695	1	0.433	0.270	0.543	-2.854	-1.128	
0.137	0.000	-0.633	1	0.433	0.270	0.997	-3.493	-1.326	
0.021	0.000	-0.701	1	0.433	0.270	0.363	-2.503	-1.111	
0.334	0.000	-0.716	1	0.433	0.270	1.773	-4.145	-1.067	
0.347	0.000	-0.653	1	0.433	0.270	1.828	-4.310	-1.258	
0.374	0.000	-0.638	3	0.433	0.270	1.114	-5.506	-3.724	
0.438	0.000	-0.644	1	0.433	0.270	2.213	-4.411	-1.286	
0.008	0.000	-0.740	1	0.433	0.270	0.231	-2.090	-1.004	
0.206	0.000	-0.719	1	0.433	0.270	0.792	-3.830	-1.059	
0.057	0.000	-0.694	1	0.433	0.270	0.617	-2.991	-1.130	
0.007	0.001	-0.459	3	0.433	0.270	0.100	-2.947	-3.395	
0.116	0.000	-0.659	1	0.433	0.270	0.907	-3.483	-1.237	
0.139	0.000	-0.661	3	0.433	0.270	0.580	-3.754	-3.782	
0.005	0.000	-0.755	1	0.433	0.270	0.114	-1.805	-0.967	
0.079	0.000	-0.766	1	0.433	0.270	0.727	-3.417	-0.939	
0.001	0.000	-0.713	1	0.433	0.270	0.096	-1.231	-1.077	
0.028	0.000	-0.599	2	0.433	0.270	0.301	-3.219	-2.539	
0.037	0.000	-0.763	1	0.433	0.270	0.303	-2.941	-0.947	
0.094	0.000	-0.525	1	0.433	0.270	0.809	-3.533	-1.773	
0.016	0.000	-0.312	1	0.433	0.270	0.195	-2.476	-3.338	
0.019	0.000	-0.604	1	0.433	0.270	0.217	-2.516	-1.430	
0.013	0.000	-0.630	1	0.433	0.270	0.282	-2.370	-1.337	
0.238	0.000	-0.749	1	0.433	0.270	1.390	-4.121	-0.981	
0.122	0.000	-0.650	2	0.434	0.270	0.662	-3.897	-2.510	
0.021	0.000	-0.734	1	0.434	0.270	0.368	-2.785	-1.020	
0.039	0.000	-0.652	1	0.434	0.270	0.502	-3.095	-1.261	
0.004	0.000	-0.640	2	0.434	0.270	0.112	-1.984	-2.515	
0.002	0.000	-0.236	3	0.434	0.270	0.062	-1.671	-3.693	
0.001	0.000	-0.176	2	0.434	0.270	0.060	-1.342	-4.808	
0.010	0.000	-0.068	4	0.434	0.270	0.104	-4.192	-4.342	
0.004	0.000	-0.467	2	0.434	0.270	0.112	-2.137	-2.745	
0.014	0.000	-0.439	1	0.434	0.270	0.188	-2.549	-2.260	
0.065	0.000	-0.583	1	0.434	0.270	0.665	-3.399	-1.513	
0.017	0.000	-0.717	1	0.434	0.270	0.329	-2.682	-1.065	
0.163	0.000	-0.666	1	0.434	0.270	1.109	-3.893	-1.216	
0.499	0.000	-0.731	1	0.434	0.270	2.517	-4.689	-1.029	
0.232	0.000	-0.658	1	0.434	0.270	1.384	-3.965	-1.240	
0.017	0.000	-0.591	1	0.434	0.270	0.334	-2.514	-1.483	
0.118	0.000	-0.656	2	0.434	0.270	0.645	-4.787	-2.509	
0.003	0.000	-0.771	2	0.434	0.270	0.097	-1.661	-2.518	
